"canton","provincia","id_fact_oc_rs","id_razon_social","id_fecha","dia","fecha","razon_social","estado","tipo_razon_social","fecha_resolucion","mes","anio","total_cursos","volumen_cap_cer","volumen_horas","prediction(volumen_ganancias)"
"latacunga","cotopaxi",273.0,943.0,4.0,31.0,"31-12-2019","granda gualpa darwin patricio","calificado","operador de capacitación","14-12-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,690544.433015873
"riobamba","chimborazo",276.0,956.0,6.0,31.0,"31-12-2021","gualli panchi silvana del rocio","calificado","operador de capacitación","29-11-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,949665.52
"pastaza","pastaza",280.0,984.0,6.0,31.0,"31-12-2021","guevara aguilar yesenia del carmen","calificado","operador de capacitación","30-12-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"pastaza","pastaza",278.0,984.0,3.0,31.0,"31-12-2018","guevara aguilar yesenia del carmen","calificado","operador de capacitación","30-12-2021",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"pastaza","pastaza",279.0,984.0,4.0,31.0,"31-12-2019","guevara aguilar yesenia del carmen","calificado","operador de capacitación","30-12-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",63.0,1452.0,3.0,31.0,"31-12-2018","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",64.0,1452.0,7.0,31.0,"31-12-2022","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",62.0,1452.0,2.0,31.0,"31-12-2017","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",12.0,2017.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"ambato","tungurahua",84.0,1587.0,3.0,31.0,"31-12-2018","nuñez castro amanda maricela","calificado","operador de capacitación","8/4/2022",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,812945.32
"ambato","tungurahua",85.0,1587.0,7.0,31.0,"31-12-2022","nuñez castro amanda maricela","calificado","operador de capacitación","8/4/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,812945.32
"quito","pichincha",111.0,188.0,3.0,31.0,"31-12-2018","ballen murcia martha cecilia","calificado","operador de capacitación","7/1/2022",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",113.0,188.0,7.0,31.0,"31-12-2022","ballen murcia martha cecilia","calificado","operador de capacitación","7/1/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",112.0,188.0,4.0,31.0,"31-12-2019","ballen murcia martha cecilia","calificado","operador de capacitación","7/1/2022",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",139.0,2114.0,3.0,31.0,"31-12-2018","valdez macias luis alfredo","calificado","operador de capacitación","10/3/2022",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"guayaquil","guayas",140.0,2114.0,7.0,31.0,"31-12-2022","valdez macias luis alfredo","calificado","operador de capacitación","10/3/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"cuenca","azuay",205.0,564.0,3.0,31.0,"31-12-2018","corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia","calificado","operador de capacitación","15-11-2022",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"cuenca","azuay",207.0,564.0,7.0,31.0,"31-12-2022","corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia","calificado","operador de capacitación","15-11-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"cuenca","azuay",206.0,564.0,4.0,31.0,"31-12-2019","corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia","calificado","operador de capacitación","15-11-2022",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",222.0,673.0,3.0,31.0,"31-12-2018","ediciones legales edle s.a.","calificado","operador de capacitación","10/3/2022",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",223.0,673.0,7.0,31.0,"31-12-2022","ediciones legales edle s.a.","calificado","operador de capacitación","10/3/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",230.0,731.0,3.0,31.0,"31-12-2018","escuela de eventos con carla eventoscarla cia.ltda.","calificado","operador de capacitación","1/10/2018",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",231.0,731.0,4.0,31.0,"31-12-2019","escuela de eventos con carla eventoscarla cia.ltda.","calificado","operador de capacitación","1/10/2018",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"latacunga","cotopaxi",238.0,773.0,3.0,31.0,"31-12-2018","fad prevention cia. ltda.","calificado","operador de capacitación","16-02-2022",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,690544.433015873
"latacunga","cotopaxi",239.0,773.0,7.0,31.0,"31-12-2022","fad prevention cia. ltda.","calificado","operador de capacitación","16-02-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,690544.433015873
"santo domingo","santo domingo de los tsachilas",244.0,816.0,3.0,31.0,"31-12-2018","formacion de capacitacion empresarial fecaee s.a","calificado","operador de capacitación","21-04-2022",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,238288.48
"santo domingo","santo domingo de los tsachilas",245.0,816.0,7.0,31.0,"31-12-2022","formacion de capacitacion empresarial fecaee s.a","calificado","operador de capacitación","21-04-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,238288.48
"guayaquil","guayas",4.0,1038.0,7.0,31.0,"31-12-2022","imporvalor s.a.","calificado","operador de capacitación","26-04-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"pillaro","sin provincia",6.0,1058.0,7.0,31.0,"31-12-2022","instituto de capacitacion tecnico profesional atlanticoquito c.l.","calificado","operador de capacitación","4/5/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"guayaquil","guayas",8.0,1063.0,7.0,31.0,"31-12-2022","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"guayaquil","guayas",7.0,1063.0,4.0,31.0,"31-12-2019","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"quito","pichincha",9.0,1067.0,7.0,31.0,"31-12-2022","instituto superior de tecnologias apropiadas - insta","calificado","operador de capacitación","8/8/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"latacunga","cotopaxi",10.0,1119.0,7.0,31.0,"31-12-2022","instituto superior tecnológico cotopaxi","calificado","operador de capacitación","4/10/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,690544.433015873
"azogues","cañar",13.0,1157.0,7.0,31.0,"31-12-2022","instituto superior tecnológico luis rogerio gonzález","calificado","operador de capacitación","27-06-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",19.0,1209.0,7.0,31.0,"31-12-2022","instituto tecnologico superior cenestur","calificado","operador de capacitación","23-06-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",24.0,1237.0,7.0,31.0,"31-12-2022","isoserv consultores y servicios cia ltda","calificado","operador de capacitación","28-01-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"latacunga","cotopaxi",25.0,1241.0,7.0,31.0,"31-12-2022","jacho villafuerte daniel moises","calificado","operador de capacitación","8/4/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,690544.433015873
"quito","pichincha",28.0,1248.0,7.0,31.0,"31-12-2022","jah corporacion afec cia.ltda.","calificado","operador de capacitación","28-01-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",30.0,1264.0,7.0,31.0,"31-12-2022","jativa diaz karina del rocio","calificado","operador de capacitación","12/9/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",29.0,1264.0,4.0,31.0,"31-12-2019","jativa diaz karina del rocio","calificado","operador de capacitación","12/9/2022",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"portoviejo","manabi",31.0,1271.0,7.0,31.0,"31-12-2022","jimenez mendoza dolores monica","calificado","operador de capacitación","30-09-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"latacunga","cotopaxi",41.0,1307.0,7.0,31.0,"31-12-2022","legal coach legal-coach-c&a cia.ltda.","calificado","operador de capacitación","26-04-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,690544.433015873
"quito","pichincha",44.0,1335.0,7.0,31.0,"31-12-2022","lincango simbaña silvia patricia","calificado","operador de capacitación","31-03-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"manta","manabi",46.0,1356.0,7.0,31.0,"31-12-2022","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,735124.4000000001
"manta","manabi",45.0,1356.0,4.0,31.0,"31-12-2019","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,735124.4000000001
"quito","pichincha",53.0,1396.0,7.0,31.0,"31-12-2022","marcillo gomez carlos augusto","calificado","operador de capacitación","27-06-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",58.0,1414.0,7.0,31.0,"31-12-2022","mauricio arroyo consultores y asociados cia. ltda.","calificado","operador de capacitación","18-03-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"rumiñahui","pichincha",61.0,1440.0,7.0,31.0,"31-12-2022","merino gomez adriana karina","calificado","operador de capacitación","6/4/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"daule","guayas",75.0,1563.0,7.0,31.0,"31-12-2022","narvaez velasquez pablo alejandro","calificado","operador de capacitación","15-03-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",76.0,1564.0,7.0,31.0,"31-12-2022","naula guzman daniel fernando","calificado","operador de capacitación","9/3/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",77.0,157.0,7.0,31.0,"31-12-2022","audetic-ec cia.ltda.","calificado","operador de capacitación","28-09-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",91.0,161.0,7.0,31.0,"31-12-2022","automovil club del ecuador aneta","calificado","operador de capacitación","15-02-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"shushufindi","sucumbios",93.0,1615.0,7.0,31.0,"31-12-2022","ortiz caizapanta marco vinicio","calificado","operador de capacitación","28-06-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,608908.6
"quito","pichincha",94.0,162.0,7.0,31.0,"31-12-2022","autotrain sa","calificado","operador de capacitación","27-06-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"ambato","tungurahua",95.0,1624.0,7.0,31.0,"31-12-2022","oyaque mora julio mauricio","calificado","operador de capacitación","8/7/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,812945.32
"guayaquil","guayas",97.0,1644.0,7.0,31.0,"31-12-2022","panchana san lucas yulafin elizabeth","calificado","operador de capacitación","29-04-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"rumiñahui","pichincha",101.0,1730.0,7.0,31.0,"31-12-2022","proaño triviño marcelo alejandro","calificado","operador de capacitación","26-01-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",102.0,1747.0,7.0,31.0,"31-12-2022","qhse gestion integral cia. ltda.","calificado","operador de capacitación","3/5/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"la libertad","santa elena",114.0,1889.0,7.0,31.0,"31-12-2022","saltos pazuña alonso vicente","calificado","operador de capacitación","3/1/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"guayaquil","guayas",117.0,1930.0,7.0,31.0,"31-12-2022","schatz & wissen wichatz cia ltda","calificado","operador de capacitación","23-06-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"quito","pichincha",119.0,1934.0,7.0,31.0,"31-12-2022","seguridad industrial salud ocupacional seinsao cia ltda","calificado","operador de capacitación","25-01-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",122.0,1941.0,7.0,31.0,"31-12-2022","servicio integrado de seguridad ecu 911","calificado","operador de capacitación","25-02-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"chone","manabi",125.0,1968.0,7.0,31.0,"31-12-2022","smart ceim institute ceiminstitute s.a.","calificado","operador de capacitación","26-07-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",126.0,1970.0,7.0,31.0,"31-12-2022","smith olu","calificado","operador de capacitación","29-08-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"tulcan","sin provincia",127.0,1971.0,7.0,31.0,"31-12-2022","sociedad civil anonima cambria international languaje academy efl s.c.","calificado","operador de capacitación","16-03-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",131.0,1992.0,7.0,31.0,"31-12-2022","stanford","calificado","operador de capacitación","7/3/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",132.0,1998.0,7.0,31.0,"31-12-2022","suntasig segovia yajaira karina","calificado","operador de capacitación","24-03-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"cuenca","azuay",133.0,2002.0,7.0,31.0,"31-12-2022","suquisupa espinoza lucio humberto","calificado","operador de capacitación","6/1/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"ambato","tungurahua",135.0,2039.0,7.0,31.0,"31-12-2022","tobar jacome mayra catalina","calificado","operador de capacitación","21-04-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,812945.32
"machala","el oro",138.0,2094.0,7.0,31.0,"31-12-2022","universidad tecnica de machala","calificado","operador de capacitación","21-04-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",144.0,2165.0,7.0,31.0,"31-12-2022","vergara hidalgo karina veronica","calificado","operador de capacitación","10/3/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",149.0,2199.0,7.0,31.0,"31-12-2022","vinueza tapia katherine stefany","calificado","operador de capacitación","23-06-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",160.0,247.0,7.0,31.0,"31-12-2022","bravo intriago annabell cristina","calificado","operador de capacitación","9/5/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",162.0,262.0,7.0,31.0,"31-12-2022","business intelligent iwalton cia. ltda.","calificado","operador de capacitación","18-03-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",173.0,344.0,7.0,31.0,"31-12-2022","capaglobs.a.","calificado","operador de capacitación","28-09-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",174.0,345.0,7.0,31.0,"31-12-2022","capaseg cia. ltda.","calificado","operador de capacitación","15-11-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"manta","manabi",176.0,356.0,7.0,31.0,"31-12-2022","cardenas paz juan sebastian","calificado","operador de capacitación","18-04-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,735124.4000000001
"santo domingo","santo domingo de los tsachilas",180.0,38.0,7.0,31.0,"31-12-2022","aguilera mora sandra magaly","calificado","operador de capacitación","15-08-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,238288.48
"quito","pichincha",184.0,405.0,7.0,31.0,"31-12-2022","cecim","calificado","operador de capacitación","11/2/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",190.0,445.0,7.0,31.0,"31-12-2022","centro ecuatoriano norteamericano de guayaquil","calificado","operador de capacitación","27-09-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"ibarra","imbabura",194.0,464.0,7.0,31.0,"31-12-2022","chachapoya cachiguango freddy bayardo","calificado","operador de capacitación","10/3/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"santo domingo","santo domingo de los tsachilas",196.0,491.0,7.0,31.0,"31-12-2022","chuquicondor pilamunga carmen yolanda (sherydan international group)","calificado","operador de capacitación","22-02-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,238288.48
"quito","pichincha",198.0,507.0,7.0,31.0,"31-12-2022","colegio de contadores publicos de pichincha y del ecuador","calificado","operador de capacitación","8/7/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",199.0,518.0,7.0,31.0,"31-12-2022","compañia de enseñanza martillo saa s.a. martisaa","calificado","operador de capacitación","8/7/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"quito","pichincha",200.0,537.0,7.0,31.0,"31-12-2022","consultorabip s.a.","calificado","operador de capacitación","15-11-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",202.0,539.0,7.0,31.0,"31-12-2022","consultoria y capacitacion - ingelpro cia ltda","calificado","operador de capacitación","10/5/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"ambato","tungurahua",204.0,558.0,7.0,31.0,"31-12-2022","corporacion de fomento para la pequeña y mediana empresa corfopym","calificado","operador de capacitación","7/7/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,812945.32
"quito","pichincha",210.0,589.0,7.0,31.0,"31-12-2022","cruz guevara maria fernanda","calificado","operador de capacitación","11/8/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"latacunga","cotopaxi",211.0,608.0,7.0,31.0,"31-12-2022","culqui tipan javier fernando","calificado","operador de capacitación","1/2/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,690544.433015873
"quito","pichincha",212.0,613.0,7.0,31.0,"31-12-2022","cvimsa ecuador c-vimsaecuador s.a.","calificado","operador de capacitación","28-01-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",213.0,623.0,7.0,31.0,"31-12-2022","davila sandoval dario eduardo","calificado","operador de capacitación","23-08-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",215.0,644.0,7.0,31.0,"31-12-2022","diaz cuty wilmer giovanny","calificado","operador de capacitación","8/8/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",216.0,653.0,7.0,31.0,"31-12-2022","dos santos alice","calificado","operador de capacitación","29-04-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"ambato","tungurahua",218.0,660.0,7.0,31.0,"31-12-2022","duran goyes cristina estefania","calificado","operador de capacitación","23-06-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,812945.32
"quito","pichincha",225.0,679.0,7.0,31.0,"31-12-2022","edukre centro de capacitación y soluciones elearning cia ltda","calificado","operador de capacitación","28-01-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",224.0,679.0,4.0,31.0,"31-12-2019","edukre centro de capacitación y soluciones elearning cia ltda","calificado","operador de capacitación","28-01-2022",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"latacunga","cotopaxi",229.0,721.0,7.0,31.0,"31-12-2022","escobar machasilla denis paola","calificado","operador de capacitación","29-03-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,690544.433015873
"quito","pichincha",232.0,734.0,7.0,31.0,"31-12-2022","escuela interdiciplinaria para la innovacion y perfeccionamiento esinnper c.a.","calificado","operador de capacitación","28-01-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",234.0,740.0,7.0,31.0,"31-12-2022","escuela tecnica de conduccion balseca aguas del ecuador cia. ltda.","calificado","operador de capacitación","31-03-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",237.0,770.0,7.0,31.0,"31-12-2022","factor integral social ecuatoriano fialser s.a.","calificado","operador de capacitación","6/5/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"loja","loja",241.0,795.0,7.0,31.0,"31-12-2022","fine english cia ltda","calificado","operador de capacitación","7/3/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",243.0,813.0,7.0,31.0,"31-12-2022","fondo ecuatoriano populorum progressio","calificado","operador de capacitación","24-02-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"loja","loja",246.0,820.0,7.0,31.0,"31-12-2022","formar centro de capacitacion profesional cia. ltda.","calificado","operador de capacitación","14-02-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",251.0,842.0,7.0,31.0,"31-12-2022","fundacion corfore corporacion ecuatoriana formacion estudiantil","calificado","operador de capacitación","26-04-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",252.0,843.0,7.0,31.0,"31-12-2022","fundacion corporacion para el fortalecimiento social y empresarial corfose","calificado","operador de capacitación","9/8/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",254.0,846.0,7.0,31.0,"31-12-2022","fundacion de ayuda a la educacion","calificado","operador de capacitación","5/1/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"quito","pichincha",267.0,903.0,7.0,31.0,"31-12-2022","gasterdocens sa","calificado","operador de capacitación","4/10/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",272.0,928.0,7.0,31.0,"31-12-2022","gonzalez giraldo blanca niria","calificado","operador de capacitación","18-03-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"cuenca","azuay",275.0,947.0,7.0,31.0,"31-12-2022","green work consultores","calificado","operador de capacitación","28-06-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",277.0,968.0,7.0,31.0,"31-12-2022","guayasamin polanco nyra virna","calificado","operador de capacitación","1/9/2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"pastaza","pastaza",281.0,990.0,7.0,31.0,"31-12-2022","guzman amoroso gil douglas","calificado","operador de capacitación","26-04-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"manta","manabi",12.0,1153.0,4.0,31.0,"31-12-2019","instituto superior tecnológico luis arboleda martínez - manta","calificado","operador de capacitación","7/11/2019",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,735124.4000000001
"quito","pichincha",23.0,1217.0,4.0,31.0,"31-12-2019","instituto tecnologico superior japon","calificado","operador de capacitación","31-01-2022",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",67.0,149.0,4.0,31.0,"31-12-2019","asociacion red de talento humano del ecuador redthumanoec s.a.","calificado","operador de capacitación","18-03-2019",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"samborondon","sin provincia",83.0,1584.0,4.0,31.0,"31-12-2019","nsf ecuador s.a.","calificado","operador de capacitación","21-03-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"samborondon","sin provincia",137.0,2088.0,4.0,31.0,"31-12-2019","universidad particular de especialidades espiritu santo","calificado","operador de capacitación","15-11-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"portoviejo","manabi",165.0,28.0,4.0,31.0,"31-12-2019","administrativa, ambiental, financiera, legal guadamud&giler consultconfianza s.a.","calificado","operador de capacitación","20-02-2019",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",261.0,869.0,4.0,31.0,"31-12-2019","fundacion voluntar centro de familia, voluntariado y cultura deportiva","calificado","operador de capacitación","23-01-2019",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",282.0,998.0,4.0,31.0,"31-12-2019","haro guanga pola irlanda","calificado","operador de capacitación","15-12-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",74.0,1559.0,5.0,31.0,"31-12-2020","narvaez benitez abrahan mauricio","calificado","operador de capacitación","10/2/2020",12.0,2020.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"manta","manabi",104.0,1835.0,5.0,31.0,"31-12-2020","rojas robalino paulina jamilett","calificado","operador de capacitación","5/6/2020",12.0,2020.0,7.829411764705882,634.1588235294117,25711.020588235293,735124.4000000001
"quito","pichincha",118.0,1932.0,5.0,31.0,"31-12-2020","seguridad industrial pompier chano seinpomep cia. ltda.","calificado","operador de capacitación","29-05-2020",12.0,2020.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",172.0,342.0,5.0,31.0,"31-12-2020","capacitalibertad s.a.","calificado","operador de capacitación","27-04-2020",12.0,2020.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",177.0,36.0,5.0,31.0,"31-12-2020","aguilar benavides juan miguel","calificado","operador de capacitación","9/3/2020",12.0,2020.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"otavalo","imbabura",195.0,472.0,5.0,31.0,"31-12-2020","chamorro chamorro wilfrido orlando","calificado","operador de capacitación","28-12-2020",12.0,2020.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"loja","loja",240.0,793.0,5.0,31.0,"31-12-2020","fierro cueva johanna del carmen","calificado","operador de capacitación","17-08-2020",12.0,2020.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"cuenca","azuay",242.0,8.0,5.0,31.0,"31-12-2020","academia aeronautica yireh flyting yirehfly cia. ltda.","calificado","operador de capacitación","4/5/2020",12.0,2020.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
