"familia","sector","estado","canton","provincia","id_fact_oec","total_cursos","volumen_capacitados","dia","mes","anio","num_cer","prediction(num_cer)"
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8097.0,1.0,7.0,21.0,5.0,2021.0,7.0,7.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8099.0,1.0,3.0,1.0,4.0,2022.0,3.0,3.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8103.0,1.0,2.0,4.0,10.0,2020.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8104.0,1.0,1.0,10.0,7.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8107.0,1.0,3.0,19.0,3.0,2022.0,3.0,3.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8112.0,1.0,2.0,15.0,6.0,2022.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8113.0,1.0,16.0,22.0,2.0,2021.0,16.0,16.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8114.0,1.0,8.0,1.0,10.0,2021.0,8.0,8.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8117.0,1.0,8.0,10.0,7.0,2020.0,8.0,8.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8120.0,1.0,15.0,27.0,1.0,2020.0,15.0,15.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8125.0,1.0,11.0,5.0,1.0,2021.0,11.0,11.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8131.0,1.0,2.0,12.0,7.0,2020.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8135.0,2.0,26.0,25.0,11.0,2019.0,19.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8137.0,1.0,18.0,1.0,10.0,2019.0,18.0,18.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8138.0,1.0,3.0,30.0,12.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8139.0,1.0,17.0,12.0,12.0,2019.0,17.0,17.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8140.0,1.0,1.0,13.0,9.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8143.0,1.0,17.0,20.0,8.0,2019.0,17.0,17.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8146.0,1.0,2.0,11.0,7.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8147.0,1.0,2.0,5.0,11.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8148.0,1.0,24.0,2.0,7.0,2019.0,24.0,24.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8151.0,1.0,5.0,18.0,4.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8152.0,1.0,33.0,30.0,4.0,2019.0,33.0,33.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8157.0,1.0,1.0,29.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8158.0,1.0,34.0,15.0,10.0,2018.0,34.0,34.0
"agricultura y plantaciones","agricultura, ganadería, caza y actividades de servicios conexas","habilitado","quito","pichincha",8160.0,1.0,3.0,27.0,5.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8161.0,2.0,3.0,13.0,6.0,2019.0,2.0,1.4796380090497738
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",8162.0,2.0,3.0,13.0,6.0,2019.0,1.0,1.4796380090497738
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8164.0,1.0,2.0,25.0,10.0,2018.0,2.0,2.0
"construcción","construcción de edificios","habilitado","quito","pichincha",8167.0,2.0,33.0,12.0,11.0,2018.0,1.0,17.742424242424242
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8168.0,1.0,1.0,4.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8171.0,1.0,34.0,8.0,4.0,2019.0,34.0,34.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8174.0,1.0,1.0,31.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8176.0,1.0,7.0,29.0,7.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",8179.0,2.0,50.0,20.0,5.0,2019.0,9.0,32.473684210526315
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8183.0,1.0,1.0,7.0,9.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8185.0,1.0,57.0,21.0,1.0,2019.0,57.0,57.0
"construcción","obras de ingeniería civil","habilitado","quito","pichincha",8187.0,2.0,2.0,8.0,11.0,2018.0,1.0,1.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",8188.0,1.0,6.0,5.0,8.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8195.0,1.0,24.0,11.0,11.0,2019.0,24.0,24.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8196.0,1.0,7.0,6.0,2.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8197.0,1.0,52.0,11.0,3.0,2019.0,52.0,52.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8199.0,1.0,4.0,1.0,7.0,2019.0,4.0,4.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",8202.0,2.0,33.0,3.0,4.0,2019.0,4.0,17.742424242424242
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",8204.0,2.0,2.0,1.0,6.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8205.0,1.0,1.0,28.0,2.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8206.0,1.0,2.0,21.0,5.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8208.0,1.0,1.0,13.0,11.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8209.0,1.0,3.0,18.0,7.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8211.0,1.0,2.0,18.0,12.0,2018.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8213.0,1.0,1.0,21.0,11.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8214.0,1.0,2.0,23.0,5.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8215.0,1.0,12.0,3.0,7.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8217.0,2.0,44.0,29.0,10.0,2018.0,43.0,17.742424242424242
"construcción","construcción de edificios","habilitado","quito","pichincha",8222.0,2.0,63.0,26.0,11.0,2018.0,1.0,32.473684210526315
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8223.0,1.0,1.0,26.0,3.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8225.0,2.0,2.0,17.0,7.0,2019.0,1.0,1.0
"construcción","construcción de edificios","habilitado","quito","pichincha",8226.0,2.0,2.0,17.0,7.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8228.0,1.0,9.0,21.0,10.0,2019.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8230.0,1.0,1.0,15.0,8.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8231.0,1.0,16.0,8.0,5.0,2019.0,16.0,16.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8232.0,1.0,2.0,27.0,3.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8234.0,2.0,41.0,13.0,5.0,2019.0,29.0,17.742424242424242
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",8235.0,1.0,1.0,28.0,11.0,2018.0,1.0,1.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",8237.0,1.0,1.0,17.0,6.0,2019.0,1.0,1.0
"construcción","construcción de edificios","habilitado","quito","pichincha",8239.0,2.0,40.0,15.0,7.0,2019.0,12.0,17.742424242424242
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",8240.0,5.0,16.0,18.0,3.0,2019.0,2.0,3.6923076923076925
"construcción","obras de ingeniería civil","habilitado","quito","pichincha",8243.0,5.0,16.0,18.0,3.0,2019.0,1.0,3.6923076923076925
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8249.0,2.0,80.0,22.0,10.0,2018.0,79.0,32.473684210526315
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8252.0,1.0,5.0,31.0,5.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8254.0,1.0,2.0,4.0,12.0,2018.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8262.0,1.0,1.0,10.0,10.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8263.0,1.0,1.0,23.0,11.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8264.0,1.0,91.0,3.0,9.0,2018.0,91.0,88.66666666666667
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8265.0,1.0,1.0,26.0,6.0,2019.0,1.0,1.0
"construcción","construcción de edificios","habilitado","quito","pichincha",8267.0,3.0,21.0,11.0,6.0,2019.0,14.0,5.828451882845188
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8270.0,2.0,20.0,3.0,12.0,2018.0,17.0,12.0
"construcción","construcción de edificios","habilitado","quito","pichincha",8271.0,2.0,20.0,3.0,12.0,2018.0,3.0,1.5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8272.0,1.0,2.0,7.0,3.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8275.0,1.0,1.0,12.0,6.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8279.0,1.0,34.0,25.0,2.0,2019.0,34.0,34.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8280.0,1.0,7.0,23.0,8.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8285.0,1.0,73.0,6.0,8.0,2018.0,73.0,73.5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8286.0,1.0,1.0,13.0,7.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8287.0,1.0,40.0,28.0,1.0,2019.0,40.0,40.0
"construcción","construcción de edificios","habilitado","quito","pichincha",8288.0,1.0,8.0,31.0,12.0,2019.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8290.0,1.0,4.0,21.0,9.0,2018.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8291.0,1.0,63.0,9.0,7.0,2018.0,63.0,64.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8292.0,1.0,2.0,16.0,7.0,2018.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8295.0,1.0,1.0,26.0,6.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8297.0,2.0,4.0,7.0,8.0,2018.0,1.0,1.981012658227848
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8299.0,1.0,2.0,31.0,10.0,2018.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8301.0,1.0,1.0,16.0,3.0,2019.0,1.0,1.0
