"familia","sector","estado","canton","provincia","id_fact_oec","num_cer","total_horas","total_cursos","volumen_capacitados","total_ganacias","mes","anio","%_asistencia","prediction(%_asistencia)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12043.0,13.0,78.0,1.0,13.0,3250.0,6.0,2019.0,0.0,0.02465320467366423
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12046.0,20.0,120.0,1.0,20.0,5000.0,9.0,2018.0,0.0,0.001719612822237604
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12047.0,2.0,12.0,1.0,2.0,500.0,6.0,2018.0,0.0,6.445263614791603E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12048.0,75.0,450.0,1.0,75.0,18750.0,5.0,2018.0,0.0,0.054936083583720666
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12049.0,13.0,78.0,1.0,13.0,3250.0,2.0,2019.0,0.0,0.024609535044542507
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12051.0,6.0,36.0,1.0,6.0,1500.0,8.0,2018.0,0.0,1.0039019333403249E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12053.0,1.0,6.0,1.0,1.0,250.0,1.0,2019.0,0.0,2.0785786442001526E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12058.0,10.0,60.0,1.0,10.0,2500.0,9.0,2018.0,0.0,6.217142334703513E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12061.0,11.0,66.0,1.0,11.0,2750.0,2.0,2019.0,0.0,1.5925270313754854E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12062.0,2.0,12.0,1.0,2.0,500.0,3.0,2019.0,0.0,6.445263614791603E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12066.0,7.0,42.0,1.0,7.0,1750.0,9.0,2019.0,0.0,6.217142334703513E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12068.0,1.0,6.0,1.0,1.0,250.0,9.0,2018.0,0.0,2.6232454625141517E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12070.0,2.0,12.0,1.0,2.0,500.0,6.0,2019.0,0.0,6.445263614791603E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12071.0,5.0,30.0,1.0,5.0,1250.0,7.0,2018.0,0.0,1.0039039706084569E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12073.0,1.0,6.0,1.0,1.0,250.0,8.0,2019.0,0.0,6.445521183691145E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12079.0,8.0,48.0,1.0,8.0,2000.0,3.0,2019.0,0.0,1.0039039706084569E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12083.0,8.0,48.0,1.0,8.0,2000.0,12.0,2019.0,0.0,-2.9435033970503892E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12086.0,9.0,54.0,1.0,9.0,2250.0,7.0,2018.0,0.0,1.0039039706084569E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12090.0,1.0,6.0,1.0,1.0,250.0,1.0,2019.0,0.0,2.0785786442001526E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12092.0,9.0,54.0,1.0,9.0,2250.0,5.0,2018.0,0.0,1.0039039706084569E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12097.0,6.0,36.0,2.0,7.0,1500.0,8.0,2018.0,0.0,1.0039019333403249E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12100.0,22.0,132.0,1.0,22.0,5500.0,3.0,2019.0,0.0,0.0017578317959514147
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12102.0,23.0,138.0,1.0,23.0,5750.0,12.0,2018.0,0.0,0.0015613872440762401
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12104.0,23.0,138.0,1.0,23.0,5750.0,5.0,2018.0,0.0,0.0017578317959514147
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12108.0,8.0,48.0,1.0,8.0,2000.0,7.0,2018.0,0.0,1.0039039706084569E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12110.0,27.0,162.0,1.0,27.0,6750.0,9.0,2018.0,0.0,0.001719612822237604
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12111.0,2.0,12.0,1.0,2.0,500.0,6.0,2018.0,0.0,6.445263614791603E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12112.0,9.0,54.0,1.0,9.0,2250.0,3.0,2019.0,0.0,1.0039039706084569E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12115.0,6.0,36.0,1.0,6.0,1500.0,6.0,2019.0,0.0,1.0039039706084569E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12118.0,3.0,18.0,1.0,3.0,750.0,4.0,2019.0,0.0,6.445263614791603E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12119.0,4.0,24.0,1.0,4.0,1000.0,9.0,2019.0,0.0,2.623366243410547E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12121.0,7.0,42.0,1.0,7.0,1750.0,12.0,2018.0,0.0,-2.9435033970503892E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12122.0,5.0,30.0,1.0,5.0,1250.0,7.0,2018.0,0.0,1.0039039706084569E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12126.0,4.0,24.0,1.0,4.0,1000.0,4.0,2018.0,0.0,6.445263614791603E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12132.0,15.0,90.0,1.0,15.0,3750.0,11.0,2018.0,0.0,0.0019764600379612142
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12133.0,10.0,60.0,1.0,10.0,2500.0,12.0,2019.0,0.0,-2.9435033970503892E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12135.0,21.0,126.0,1.0,21.0,5250.0,7.0,2018.0,0.0,0.0017578317959514147
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12141.0,26.0,156.0,1.0,26.0,6500.0,3.0,2019.0,0.0,0.0017578317959514147
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12143.0,11.0,66.0,1.0,11.0,2750.0,4.0,2018.0,0.0,5.959489943547797E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12146.0,3.0,18.0,1.0,3.0,750.0,5.0,2019.0,0.0,6.445263614791603E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12149.0,3.0,18.0,1.0,3.0,750.0,2.0,2018.0,0.0,2.0783007026192908E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12150.0,2.0,12.0,1.0,2.0,500.0,3.0,2019.0,0.0,6.445263614791603E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","loja","loja",12151.0,2.0,12.0,1.0,2.0,500.0,11.0,2019.0,0.0,8.925641373975796E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","loja","loja",12154.0,2.0,12.0,1.0,2.0,500.0,10.0,2019.0,0.0,1.80862871057297E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","loja","loja",12155.0,2.0,12.0,1.0,2.0,500.0,10.0,2019.0,0.0,1.80862871057297E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","loja","loja",12157.0,21.0,126.0,1.0,21.0,5250.0,11.0,2019.0,0.0,-0.004850950150673316
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","loja","loja",12158.0,11.0,66.0,1.0,11.0,2750.0,11.0,2019.0,0.0,0.0014448945379494484
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","loja","loja",12163.0,11.0,66.0,1.0,11.0,2750.0,11.0,2019.0,0.0,0.0014448945379494484
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","loja","loja",12164.0,2.0,12.0,1.0,2.0,500.0,10.0,2019.0,0.0,1.80862871057297E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","loja","loja",12165.0,1.0,6.0,1.0,1.0,250.0,11.0,2019.0,0.0,8.925641373975796E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12171.0,6.0,36.0,1.0,6.0,1500.0,11.0,2019.0,0.0,-1.331159495426169E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12180.0,13.0,78.0,1.0,13.0,3250.0,8.0,2019.0,0.0,4.3149414762906364E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12184.0,1.0,6.0,1.0,1.0,250.0,2.0,2019.0,0.0,8.065272605062464E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12187.0,7.0,42.0,1.0,7.0,1750.0,5.0,2019.0,0.0,-3.286735013307944E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12188.0,8.0,48.0,1.0,8.0,2000.0,8.0,2019.0,0.0,-3.286735013307944E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12189.0,2.0,12.0,1.0,2.0,500.0,8.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12190.0,3.0,18.0,1.0,3.0,750.0,8.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12191.0,7.0,42.0,1.0,7.0,1750.0,7.0,2019.0,0.0,-3.286735013307944E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12194.0,1.0,6.0,1.0,1.0,250.0,8.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12197.0,14.0,84.0,1.0,14.0,3500.0,11.0,2019.0,0.0,1.7838974378987533E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12203.0,1.0,6.0,1.0,1.0,250.0,12.0,2019.0,0.0,-7.809431280252337E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12207.0,7.0,42.0,1.0,7.0,1750.0,10.0,2019.0,0.0,-4.1509492225077875E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12208.0,14.0,84.0,1.0,14.0,3500.0,11.0,2019.0,0.0,1.7838974378987533E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12209.0,24.0,144.0,1.0,24.0,6000.0,12.0,2019.0,0.0,-7.583668754496562E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12217.0,13.0,78.0,1.0,13.0,3250.0,8.0,2019.0,0.0,4.3149414762906364E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12221.0,3.0,18.0,1.0,3.0,750.0,11.0,2018.0,0.0,-7.809431280252337E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12235.0,10.0,60.0,1.0,10.0,2500.0,10.0,2018.0,0.0,-4.1509492225077875E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12236.0,34.0,204.0,1.0,34.0,8500.0,1.0,2019.0,0.0,0.010468942289700588
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12240.0,23.0,138.0,1.0,23.0,5750.0,6.0,2019.0,0.0,-5.619185400765224E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12243.0,4.0,24.0,1.0,4.0,1000.0,8.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12245.0,35.0,210.0,1.0,35.0,8750.0,7.0,2019.0,0.0,2.172498966499072E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12247.0,45.0,270.0,1.0,45.0,11250.0,6.0,2019.0,0.0,-0.004354689602484907
