"familia","sector","estado","provincia","num_cer","total_horas","total_cursos","total_ganacias","dia","mes","anio","volumen_capacitados","prediction(volumen_capacitados)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,24.0,12.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",2.0,12.0,1.0,500.0,29.0,11.0,2019.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,4.0,500.0,1.0,4.0,2022.0,29.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","pichincha",3.0,18.0,3.0,750.0,10.0,12.0,2020.0,10.0,12.36500754147813
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,5.0,250.0,14.0,4.0,2022.0,9.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,5.0,500.0,16.0,12.0,2020.0,8.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,5.0,250.0,16.0,12.0,2020.0,8.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,3.0,250.0,19.0,4.0,2022.0,6.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",2.0,12.0,3.0,500.0,20.0,4.0,2022.0,7.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",11.0,66.0,4.0,2750.0,23.0,3.0,2022.0,34.0,24.8
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,3.0,250.0,23.0,9.0,2021.0,4.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,1.0,250.0,30.0,7.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",6.0,36.0,4.0,1500.0,5.0,2.0,2021.0,11.0,26.5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",2.0,12.0,3.0,500.0,5.0,4.0,2021.0,4.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",13.0,78.0,1.0,3250.0,7.0,10.0,2019.0,13.0,13.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",3.0,18.0,2.0,750.0,14.0,5.0,2021.0,12.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,2.0,250.0,15.0,7.0,2022.0,79.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,4.0,250.0,16.0,4.0,2021.0,9.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,2.0,250.0,18.0,7.0,2020.0,6.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,6.0,500.0,24.0,5.0,2022.0,31.0,13.868945868945868
"actividades tipo servicios","reparación e instalación de maquinaria y equipo","habilitado","pichincha",9.0,54.0,6.0,2250.0,24.0,5.0,2022.0,31.0,27.666666666666668
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",2.0,12.0,6.0,500.0,24.0,5.0,2022.0,31.0,13.868945868945868
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",2.0,12.0,1.0,500.0,26.0,10.0,2019.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",3.0,18.0,3.0,750.0,27.0,7.0,2020.0,37.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",9.0,54.0,1.0,2250.0,28.0,10.0,2019.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",11.0,66.0,1.0,2750.0,29.0,10.0,2019.0,11.0,11.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",24.0,144.0,1.0,6000.0,29.0,12.0,2019.0,24.0,24.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,3.0,500.0,30.0,12.0,2021.0,29.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,2.0,250.0,22.0,6.0,2022.0,21.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",34.0,204.0,4.0,8500.0,31.0,3.0,2022.0,46.0,35.50185185185185
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,3.0,250.0,1.0,12.0,2021.0,12.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",3.0,18.0,3.0,750.0,21.0,4.0,2022.0,20.0,12.36500754147813
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,5.0,250.0,15.0,11.0,2021.0,18.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,3.0,250.0,17.0,1.0,2022.0,8.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",5.0,30.0,4.0,1250.0,17.0,3.0,2022.0,21.0,14.6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",12.0,72.0,1.0,3000.0,5.0,11.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",3.0,18.0,2.0,750.0,2.0,7.0,2019.0,4.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,2.0,500.0,30.0,10.0,2020.0,6.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,3.0,250.0,12.0,5.0,2021.0,4.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",9.0,54.0,2.0,2250.0,2.0,4.0,2022.0,10.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","pichincha",14.0,84.0,3.0,3500.0,3.0,12.0,2021.0,18.0,16.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",3.0,18.0,3.0,750.0,20.0,1.0,2021.0,6.0,12.36500754147813
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,3.0,250.0,20.0,1.0,2021.0,6.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,3.0,500.0,24.0,9.0,2020.0,6.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,2.0,500.0,21.0,7.0,2022.0,4.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,2.0,12.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,4.0,250.0,12.0,2.0,2021.0,9.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","pichincha",10.0,60.0,3.0,2500.0,19.0,2.0,2021.0,28.0,16.5
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,13.0,3.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,3.0,250.0,22.0,2.0,2021.0,13.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,2.0,500.0,14.0,10.0,2021.0,9.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",3.0,18.0,1.0,750.0,9.0,9.0,2021.0,3.0,3.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,3.0,500.0,1.0,10.0,2021.0,8.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,2.0,250.0,26.0,10.0,2021.0,4.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,2.0,500.0,2.0,2.0,2021.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,3.0,250.0,8.0,9.0,2020.0,4.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,3.0,250.0,12.0,10.0,2020.0,7.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,4.0,500.0,5.0,5.0,2021.0,22.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,2.0,250.0,1.0,7.0,2021.0,9.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,3.0,250.0,4.0,11.0,2020.0,5.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",3.0,18.0,3.0,750.0,27.0,10.0,2020.0,19.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,2.0,500.0,15.0,9.0,2021.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,3.0,500.0,11.0,1.0,2021.0,23.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,22.0,11.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",60.0,360.0,1.0,15000.0,30.0,9.0,2019.0,60.0,59.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",2.0,12.0,1.0,500.0,5.0,6.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,3.0,6.0,2019.0,1.0,1.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,4.0,250.0,20.0,1.0,2022.0,18.0,13.868945868945868
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,29.0,7.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",2.0,12.0,1.0,500.0,20.0,5.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,26.0,7.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",23.0,138.0,1.0,5750.0,28.0,8.0,2019.0,23.0,23.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",9.0,54.0,1.0,2250.0,25.0,5.0,2021.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",7.0,42.0,1.0,1750.0,9.0,7.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",4.0,24.0,1.0,1000.0,1.0,7.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,28.0,7.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",75.0,450.0,1.0,18750.0,21.0,5.0,2019.0,75.0,71.48648648648648
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,6.0,11.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",5.0,30.0,1.0,1250.0,23.0,5.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",7.0,42.0,1.0,1750.0,27.0,9.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,19.0,9.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",8.0,48.0,1.0,2000.0,6.0,5.0,2019.0,8.0,8.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",3.0,18.0,2.0,750.0,18.0,10.0,2021.0,11.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",19.0,114.0,1.0,4750.0,21.0,10.0,2019.0,19.0,19.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",2.0,12.0,1.0,500.0,25.0,10.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",9.0,54.0,1.0,2250.0,17.0,5.0,2019.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",3.0,18.0,1.0,750.0,15.0,4.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",4.0,24.0,1.0,1000.0,19.0,6.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",4.0,24.0,1.0,1000.0,13.0,5.0,2019.0,4.0,4.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",2.0,12.0,1.0,500.0,13.0,1.0,2021.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",34.0,204.0,2.0,8500.0,8.0,7.0,2019.0,35.0,35.5
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",1.0,6.0,2.0,250.0,8.0,7.0,2019.0,35.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,25.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",3.0,18.0,1.0,750.0,15.0,7.0,2019.0,3.0,3.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",3.0,18.0,1.0,750.0,15.0,6.0,2021.0,3.0,3.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,2.0,250.0,8.0,10.0,2021.0,3.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,31.0,5.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",12.0,72.0,1.0,3000.0,27.0,8.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",4.0,24.0,1.0,1000.0,12.0,4.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,3.0,8.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",10.0,60.0,2.0,2500.0,4.0,4.0,2022.0,11.0,18.0
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",1.0,6.0,6.0,250.0,12.0,4.0,2022.0,10.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,3.0,250.0,13.0,5.0,2022.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",11.0,66.0,2.0,2750.0,3.0,5.0,2022.0,12.0,14.5
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,4.0,250.0,6.0,6.0,2022.0,12.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",9.0,54.0,4.0,2250.0,6.0,6.0,2022.0,12.0,26.5
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",7.0,42.0,5.0,1750.0,13.0,6.0,2022.0,29.0,10.666666666666666
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",1.0,6.0,5.0,250.0,13.0,6.0,2022.0,29.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,5.0,250.0,13.0,6.0,2022.0,29.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,21.0,5.0,2021.0,5.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",2.0,12.0,3.0,500.0,15.0,1.0,2021.0,6.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",3.0,18.0,3.0,750.0,3.0,6.0,2021.0,10.0,12.36500754147813
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,4.0,250.0,8.0,6.0,2022.0,4.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",3.0,18.0,2.0,750.0,10.0,3.0,2022.0,11.0,12.36500754147813
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,2.0,250.0,12.0,4.0,2021.0,7.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,15.0,4.0,2021.0,3.0,6.506150061500615
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",2.0,12.0,3.0,500.0,23.0,3.0,2022.0,8.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",28.0,168.0,6.0,7000.0,29.0,4.0,2022.0,47.0,50.285714285714285
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,3.0,250.0,29.0,7.0,2022.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,1.0,250.0,2.0,10.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",2.0,12.0,1.0,500.0,5.0,3.0,2020.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,3.0,250.0,7.0,4.0,2022.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",5.0,30.0,4.0,1250.0,7.0,10.0,2021.0,12.0,14.0
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,1.0,250.0,13.0,1.0,2020.0,1.0,1.0
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",1.0,6.0,3.0,250.0,13.0,10.0,2020.0,4.0,6.506150061500615
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cotopaxi",1.0,6.0,3.0,250.0,14.0,1.0,2021.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",2.0,12.0,3.0,500.0,14.0,2.0,2022.0,6.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",3.0,18.0,4.0,750.0,15.0,7.0,2022.0,7.0,13.868945868945868
"actividades tipo servicios","reparación e instalación de maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,4.0,250.0,15.0,7.0,2022.0,7.0,13.868945868945868
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",3.0,18.0,7.0,750.0,16.0,6.0,2022.0,41.0,40.333333333333336
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",1.0,6.0,3.0,250.0,19.0,1.0,2021.0,9.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,4.0,250.0,21.0,7.0,2021.0,11.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,3.0,250.0,22.0,4.0,2022.0,5.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,3.0,250.0,24.0,9.0,2021.0,22.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,3.0,250.0,25.0,6.0,2021.0,5.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",3.0,18.0,3.0,750.0,28.0,7.0,2022.0,18.0,12.36500754147813
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,2.0,250.0,29.0,3.0,2021.0,8.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",2.0,12.0,4.0,500.0,30.0,12.0,2021.0,19.0,11.5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,3.0,250.0,31.0,10.0,2020.0,5.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",3.0,18.0,3.0,750.0,23.0,2.0,2022.0,6.0,12.36500754147813
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",3.0,18.0,3.0,750.0,7.0,5.0,2021.0,14.0,12.36500754147813
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",3.0,18.0,4.0,750.0,16.0,5.0,2022.0,6.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",8.0,48.0,3.0,2000.0,17.0,12.0,2021.0,19.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,4.0,250.0,19.0,11.0,2021.0,21.0,13.868945868945868
"metalmecánica","reparación e instalación de maquinaria y equipo","habilitado","cotopaxi",2.0,12.0,4.0,500.0,19.0,11.0,2021.0,21.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",9.0,54.0,4.0,2250.0,29.0,11.0,2021.0,30.0,49.5
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",14.0,84.0,4.0,3500.0,25.0,5.0,2022.0,25.0,26.5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,1.0,250.0,20.0,11.0,2021.0,1.0,1.0
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",16.0,96.0,4.0,4000.0,30.0,11.0,2021.0,39.0,47.5
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,3.0,250.0,5.0,5.0,2022.0,5.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",2.0,12.0,3.0,500.0,5.0,5.0,2022.0,5.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",12.0,72.0,8.0,3000.0,11.0,5.0,2022.0,37.0,46.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",2.0,12.0,8.0,500.0,11.0,5.0,2022.0,37.0,37.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",3.0,18.0,3.0,750.0,29.0,6.0,2022.0,6.0,12.36500754147813
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cotopaxi",1.0,6.0,3.0,250.0,29.0,6.0,2022.0,6.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,2.0,250.0,25.0,7.0,2022.0,3.0,6.506150061500615
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",3.0,18.0,4.0,750.0,7.0,12.0,2021.0,26.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,4.0,2.0,2022.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,22.0,7.0,2022.0,7.0,6.506150061500615
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",17.0,102.0,4.0,4250.0,10.0,12.0,2021.0,55.0,55.0
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",41.0,246.0,4.0,10250.0,20.0,12.0,2021.0,60.0,52.0
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",7.0,42.0,4.0,1750.0,20.0,12.0,2021.0,60.0,22.75
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",2.0,12.0,4.0,500.0,20.0,12.0,2021.0,60.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",2.0,12.0,4.0,500.0,22.0,12.0,2021.0,7.0,13.868945868945868
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cotopaxi",1.0,6.0,4.0,250.0,22.0,12.0,2021.0,7.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",8.0,48.0,6.0,2000.0,28.0,10.0,2021.0,57.0,30.181818181818183
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","cotopaxi",1.0,6.0,2.0,250.0,2.0,9.0,2021.0,2.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,20.0,10.0,2020.0,5.0,6.506150061500615
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","cotopaxi",1.0,6.0,4.0,250.0,19.0,8.0,2021.0,5.0,13.868945868945868
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cotopaxi",1.0,6.0,5.0,250.0,9.0,5.0,2022.0,8.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,2.0,250.0,10.0,11.0,2020.0,2.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",2.0,12.0,3.0,500.0,12.0,5.0,2022.0,7.0,6.506150061500615
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","cotopaxi",1.0,6.0,5.0,250.0,15.0,6.0,2022.0,6.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",2.0,12.0,3.0,500.0,18.0,5.0,2022.0,4.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,5.0,250.0,2.0,5.0,2022.0,42.0,13.868945868945868
"actividades tipo servicios","reparación e instalación de maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,5.0,250.0,2.0,5.0,2022.0,42.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",5.0,30.0,5.0,1250.0,2.0,5.0,2022.0,42.0,14.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",2.0,12.0,4.0,500.0,21.0,7.0,2022.0,8.0,13.868945868945868
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cotopaxi",4.0,24.0,4.0,1000.0,21.0,7.0,2022.0,8.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,4.0,250.0,21.0,7.0,2022.0,8.0,13.868945868945868
