"familia","sector","estado","canton","provincia","total_cursos","volumen_capacitados","dia","mes","anio","num_cer","prediction(num_cer)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,22.0,7.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,44.0,29.0,7.0,2019.0,44.0,44.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,5.0,12.0,7.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,26.0,7.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,28.0,8.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,10.0,30.0,1.0,2019.0,10.0,10.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,8.0,11.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,16.0,10.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",2.0,2.0,2.0,7.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,2.0,2.0,7.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,10.0,6.0,2019.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,2.0,28.0,8.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,3.0,22.0,10.0,2021.0,1.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,7.0,1.0,8.0,2019.0,1.0,1.8744292237442923
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",1.0,1.0,9.0,2.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,10.0,9.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,14.0,11.0,3.0,2019.0,14.0,14.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,11.0,9.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,15.0,3.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,5.0,28.0,2.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,22.0,4.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,22.0,13.0,11.0,2018.0,22.0,22.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,3.0,6.0,4.0,2021.0,2.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,8.0,22.0,4.0,2021.0,7.0,3.9054726368159205
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,14.0,5.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,9.0,17.0,5.0,2021.0,3.0,1.8744292237442923
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,13.0,12.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",3.0,4.0,29.0,6.0,2021.0,1.0,1.3373493975903614
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,4.0,29.0,6.0,2021.0,1.0,1.3373493975903614
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,5.0,20.0,9.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,17.0,6.0,11.0,2019.0,16.0,8.609756097560975
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,24.0,10.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,3.0,28.0,12.0,2019.0,2.0,1.4796380090497738
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,5.0,2.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,3.0,7.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,57.0,15.0,1.0,2019.0,57.0,57.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,5.0,8.0,3.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,26.0,11.0,2018.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,17.0,7.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",3.0,3.0,4.0,9.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,18.0,19.0,12.0,2019.0,17.0,8.609756097560975
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,28.0,5.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,28.0,15.0,8.0,2019.0,28.0,28.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,7.0,8.0,5.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,15.0,4.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,14.0,10.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,5.0,12.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,4.0,7.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",3.0,19.0,4.0,12.0,2020.0,2.0,5.828451882845188
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,29.0,5.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,11.0,9.0,5.0,2019.0,11.0,11.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,21.0,12.0,2018.0,3.0,3.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,30.0,9.0,2020.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,14.0,12.0,11.0,2019.0,14.0,14.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,5.0,6.0,8.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,27.0,6.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,51.0,26.0,2.0,2019.0,51.0,51.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,26.0,6.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,30.0,5.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,33.0,12.0,4.0,2019.0,33.0,33.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,23.0,8.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,6.0,3.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,9.0,22.0,2.0,2019.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,10.0,5.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,20.0,4.0,12.0,2019.0,7.0,12.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,20.0,4.0,12.0,2019.0,13.0,16.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,7.0,1.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,19.0,11.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,17.0,4.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,24.0,5.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,24.0,1.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,30.0,22.0,6.0,2019.0,30.0,30.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,9.0,18.0,5.0,2019.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,29.0,11.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,23.0,14.0,4.0,2019.0,23.0,23.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,1.0,12.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,20.0,20.0,7.0,2019.0,20.0,20.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,2.0,21.0,3.0,2022.0,2.0,2.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,1.0,22.0,2.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,3.0,23.0,5.0,2022.0,3.0,3.0
"actividades tipo servicios","enseñanza","habilitado","cuenca","azuay",2.0,10.0,3.0,5.0,2022.0,1.0,5.761627906976744
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,2.0,27.0,5.0,2022.0,2.0,2.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,5.0,9.0,2.0,2022.0,5.0,5.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,1.0,15.0,3.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",2.0,15.0,23.0,12.0,2020.0,8.0,8.609756097560975
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,4.0,29.0,3.0,2022.0,4.0,4.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,1.0,11.0,3.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",3.0,20.0,21.0,2.0,2022.0,1.0,5.828451882845188
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cuenca","azuay",3.0,20.0,21.0,2.0,2022.0,2.0,5.828451882845188
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,1.0,1.0,2.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,4.0,7.0,3.0,2022.0,4.0,4.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",2.0,5.0,10.0,1.0,2021.0,4.0,2.6473684210526316
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",2.0,5.0,10.0,1.0,2021.0,1.0,2.6473684210526316
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,1.0,11.0,2.0,2022.0,1.0,1.0
"actividades de salud","actividades de atención de la salud humana","habilitado","cuenca","azuay",1.0,1.0,18.0,7.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,1.0,24.0,6.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,2.0,25.0,1.0,2022.0,2.0,2.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,3.0,25.0,3.0,2022.0,3.0,3.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",2.0,3.0,31.0,1.0,2021.0,2.0,1.4796380090497738
"turismo y alimentación","elaboración de productos alimenticios","habilitado","cuenca","azuay",1.0,1.0,20.0,8.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,1.0,17.0,1.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cuenca","azuay",1.0,1.0,5.0,1.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",1.0,1.0,7.0,12.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,4.0,22.0,3.0,2022.0,4.0,4.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,3.0,24.0,1.0,2022.0,3.0,3.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","cuenca","azuay",2.0,28.0,22.0,2.0,2021.0,17.0,17.742424242424242
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,1.0,4.0,6.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,1.0,20.0,1.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",2.0,2.0,30.0,1.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",2.0,27.0,27.0,1.0,2022.0,26.0,17.742424242424242
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,11.0,28.0,1.0,2022.0,11.0,11.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",2.0,2.0,5.0,2.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,5.0,23.0,1.0,2022.0,5.0,5.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",1.0,1.0,21.0,12.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","cuenca","azuay",1.0,1.0,12.0,3.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,6.0,13.0,3.0,2022.0,6.0,6.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,1.0,13.0,1.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,2.0,27.0,3.0,2022.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",2.0,8.0,9.0,1.0,2021.0,1.0,3.9054726368159205
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",2.0,8.0,13.0,12.0,2020.0,3.0,3.9054726368159205
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",2.0,3.0,29.0,1.0,2022.0,2.0,1.4796380090497738
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",2.0,9.0,31.0,12.0,2020.0,6.0,3.9054726368159205
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",1.0,1.0,19.0,12.0,2021.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","cuenca","azuay",1.0,1.0,23.0,2.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",1.0,8.0,19.0,12.0,2020.0,8.0,8.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cuenca","azuay",1.0,1.0,10.0,3.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",2.0,3.0,9.0,7.0,2021.0,2.0,1.4796380090497738
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",1.0,1.0,8.0,1.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",1.0,3.0,19.0,6.0,2022.0,3.0,3.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,8.0,6.0,2.0,2022.0,8.0,8.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,3.0,7.0,6.0,2022.0,3.0,3.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,19.0,4.0,2.0,2020.0,19.0,19.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,4.0,27.0,5.0,2022.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,2.0,20.0,7.0,2022.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,3.0,2.0,2022.0,6.0,6.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,8.0,16.0,3.0,2022.0,1.0,3.9054726368159205
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,9.0,5.0,3.0,2021.0,8.0,3.9054726368159205
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,31.0,2.0,1.0,2020.0,31.0,31.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,24.0,26.0,12.0,2019.0,2.0,5.828451882845188
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4.0,24.0,26.0,12.0,2019.0,14.0,5.828451882845188
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,2.0,3.0,2022.0,2.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,7.0,9.0,2020.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,15.0,23.0,3.0,2022.0,1.0,5.828451882845188
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,13.0,26.0,8.0,2021.0,13.0,13.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,11.0,27.0,12.0,2021.0,11.0,11.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,28.0,10.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,12.0,4.0,8.0,2021.0,4.0,2.3189655172413794
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4.0,12.0,4.0,8.0,2021.0,4.0,2.3189655172413794
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,2.0,5.0,3.0,2020.0,2.0,2.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,18.0,6.0,2.0,2020.0,18.0,18.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,6.0,3.0,2020.0,1.0,1.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",2.0,11.0,8.0,9.0,2021.0,5.0,5.761627906976744
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,4.0,13.0,1.0,2020.0,4.0,4.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,3.0,13.0,10.0,2020.0,3.0,3.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,2.0,14.0,1.0,2020.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,10.0,20.0,7.0,2020.0,2.0,3.533333333333333
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,21.0,7.0,2021.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,5.0,25.0,1.0,2022.0,5.0,5.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,31.0,8.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,22.0,6.0,2022.0,1.0,1.0
"actividades tipo servicios","fabricación de muebles","habilitado","quito","pichincha",2.0,2.0,1.0,7.0,2022.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,51.0,21.0,4.0,2022.0,27.0,32.473684210526315
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","quito","pichincha",3.0,7.0,29.0,6.0,2022.0,1.0,1.8744292237442923
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,9.0,15.0,12.0,2021.0,9.0,9.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,20.0,9.0,6.0,2021.0,11.0,5.828451882845188
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","quito","pichincha",4.0,20.0,9.0,6.0,2021.0,6.0,5.828451882845188
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","quito","pichincha",4.0,20.0,9.0,6.0,2021.0,2.0,5.828451882845188
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,19.0,15.0,7.0,2020.0,19.0,19.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,2.0,8.0,2.0,2022.0,1.0,1.0
"actividades de salud","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,7.0,14.0,1.0,2022.0,7.0,7.0
"agricultura y plantaciones","agricultura, ganadería, caza y actividades de servicios conexas","habilitado","quito","pichincha",1.0,1.0,26.0,1.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,3.0,27.0,10.0,2020.0,3.0,3.0
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","quito","pichincha",2.0,7.0,15.0,9.0,2021.0,5.0,3.9054726368159205
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","quito","pichincha",2.0,7.0,15.0,9.0,2021.0,2.0,3.9054726368159205
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","quito","pichincha",1.0,5.0,19.0,8.0,2019.0,5.0,5.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,19.0,27.0,1.0,2022.0,4.0,15.75
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,31.0,1.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,13.0,1.0,2022.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,4.0,18.0,12.0,2019.0,2.0,1.3373493975903614
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,24.0,10.0,2021.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",3.0,11.0,11.0,9.0,2021.0,2.0,3.533333333333333
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,3.0,11.0,11.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",2.0,2.0,28.0,12.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,3.0,16.0,7.0,2020.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,13.0,12.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,2.0,22.0,7.0,2020.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,19.0,9.0,2019.0,1.0,1.0
"construcción","actividades especializadas de la construcción","habilitado","quito","pichincha",1.0,1.0,26.0,3.0,2019.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,19.0,19.0,12.0,2019.0,9.0,16.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,19.0,19.0,12.0,2019.0,10.0,16.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,10.0,26.0,12.0,2021.0,8.0,5.761627906976744
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,5.0,4.0,6.0,2019.0,5.0,5.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,3.0,18.0,2.0,2020.0,3.0,3.0
"comercialización y venta de productos","comercio al por menor, excepto el de vehículos automotores y motocicletas","habilitado","quito","pichincha",3.0,9.0,27.0,8.0,2019.0,1.0,1.8744292237442923
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,10.0,3.0,10.0,2019.0,8.0,5.761627906976744
