"familia","sector","estado","canton","provincia","total_cursos","volumen_capacitados","dia","mes","anio","num_cer","prediction(num_cer)"
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",1.0,1.0,20.0,7.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,21.0,11.0,2019.0,1.0,1.0
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",2.0,9.0,15.0,5.0,2019.0,5.0,3.9054726368159205
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",2.0,3.0,11.0,6.0,2021.0,1.0,1.4796380090497738
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",2.0,3.0,11.0,6.0,2021.0,2.0,1.4796380090497738
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,14.0,13.0,2.0,2019.0,14.0,14.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,11.0,9.0,2018.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,8.0,25.0,6.0,2018.0,8.0,8.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","riobamba","chimborazo",1.0,4.0,17.0,10.0,2019.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","riobamba","chimborazo",1.0,12.0,30.0,11.0,2021.0,12.0,12.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","riobamba","chimborazo",1.0,9.0,1.0,7.0,2021.0,9.0,9.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","riobamba","chimborazo",1.0,4.0,21.0,10.0,2019.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","riobamba","chimborazo",1.0,7.0,12.0,12.0,2020.0,7.0,7.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",1.0,1.0,16.0,12.0,2020.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",1.0,2.0,16.0,5.0,2019.0,2.0,2.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",2.0,4.0,14.0,3.0,2021.0,3.0,1.981012658227848
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",1.0,1.0,17.0,12.0,2020.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",2.0,36.0,12.0,3.0,2021.0,35.0,17.742424242424242
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",3.0,33.0,13.0,5.0,2019.0,1.0,9.181818181818182
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",1.0,1.0,17.0,6.0,2019.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",1.0,1.0,7.0,6.0,2019.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",1.0,1.0,25.0,5.0,2019.0,1.0,1.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",1.0,1.0,20.0,1.0,2021.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",1.0,1.0,22.0,2.0,2021.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",1.0,2.0,12.0,10.0,2020.0,2.0,2.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",2.0,12.0,9.0,11.0,2020.0,4.0,5.761627906976744
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",2.0,12.0,9.0,11.0,2020.0,8.0,5.761627906976744
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",3.0,15.0,26.0,8.0,2019.0,8.0,5.828451882845188
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",3.0,15.0,26.0,8.0,2019.0,5.0,5.828451882845188
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",2.0,3.0,24.0,9.0,2019.0,2.0,1.4796380090497738
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",1.0,12.0,31.0,7.0,2019.0,12.0,12.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",1.0,1.0,5.0,11.0,2020.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",3.0,6.0,9.0,3.0,2020.0,1.0,1.8744292237442923
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",2.0,5.0,24.0,6.0,2019.0,1.0,2.6473684210526316
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",2.0,2.0,18.0,1.0,2021.0,1.0,1.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",2.0,2.0,18.0,1.0,2021.0,1.0,1.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",1.0,2.0,16.0,11.0,2019.0,2.0,2.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",3.0,15.0,18.0,2.0,2020.0,3.0,5.828451882845188
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",3.0,15.0,18.0,2.0,2020.0,11.0,5.828451882845188
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",1.0,1.0,27.0,6.0,2019.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",2.0,5.0,25.0,6.0,2019.0,4.0,2.6473684210526316
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",2.0,4.0,24.0,2.0,2021.0,1.0,1.981012658227848
"actividades comunitarias","otras actividades de servicios personales","habilitado","guayaquil","guayas",1.0,3.0,23.0,9.0,2021.0,3.0,3.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,10.0,8.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,2.0,17.0,10.0,2019.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","guayaquil","guayas",1.0,2.0,19.0,11.0,2019.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,22.0,15.0,2.0,2022.0,3.0,5.828451882845188
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,2.0,5.0,4.0,2022.0,1.0,1.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","cuenca","azuay",1.0,1.0,6.0,5.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cuenca","azuay",1.0,1.0,18.0,1.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,1.0,17.0,9.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,3.0,29.0,8.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,2.0,4.0,4.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,1.0,13.0,6.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,21.0,25.0,10.0,2018.0,21.0,21.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,2.0,13.0,3.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,2.0,15.0,2.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,1.0,22.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,1.0,14.0,5.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",2.0,9.0,15.0,1.0,2019.0,8.0,3.9054726368159205
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,2.0,2.0,4.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,11.0,22.0,10.0,2018.0,11.0,11.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",2.0,60.0,14.0,5.0,2018.0,2.0,32.473684210526315
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,2.0,5.0,10.0,2018.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",2.0,15.0,23.0,3.0,2018.0,14.0,8.609756097560975
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,1.0,7.0,3.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,30.0,19.0,2.0,2018.0,30.0,30.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,13.0,12.0,6.0,2019.0,13.0,13.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,3.0,23.0,7.0,2018.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,4.0,25.0,2.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,8.0,19.0,11.0,2018.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,49.0,23.0,5.0,2018.0,49.0,49.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,4.0,6.0,12.0,2018.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,5.0,4.0,10.0,2018.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,1.0,17.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,1.0,13.0,12.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,18.0,1.0,8.0,2018.0,18.0,18.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,6.0,4.0,7.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,1.0,24.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,7.0,9.0,4.0,2018.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,8.0,10.0,4.0,2018.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,1.0,7.0,12.0,2017.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,1.0,4.0,5.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,28.0,12.0,4.0,2018.0,28.0,28.0
"actividades de enseñanza","enseñanza","habilitado","sucua","sin provincia",1.0,1.0,15.0,5.0,2019.0,1.0,1.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","sucua","sin provincia",1.0,3.0,24.0,5.0,2018.0,3.0,3.0
"tecnología: hardware y software (incluye tic)","programación informática, consultoría de informática y actividades conexas","habilitado","sucua","sin provincia",1.0,1.0,26.0,6.0,2018.0,1.0,1.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","sucua","sin provincia",1.0,2.0,18.0,6.0,2018.0,2.0,2.0
"actividades de salud","administración pública y defensa; planes de seguridad social de afiliación obligatoria","habilitado","guayaquil","guayas",1.0,6.0,31.0,1.0,2022.0,6.0,6.0
"actividades de salud","administración pública y defensa; planes de seguridad social de afiliación obligatoria","habilitado","guayaquil","guayas",1.0,2.0,26.0,1.0,2022.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,1.0,6.0,2021.0,1.0,1.4796380090497738
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,4.0,29.0,7.0,2021.0,3.0,1.981012658227848
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",3.0,4.0,13.0,10.0,2021.0,2.0,1.3373493975903614
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,4.0,13.0,10.0,2021.0,1.0,1.3373493975903614
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,4.0,13.0,10.0,2021.0,1.0,1.3373493975903614
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,3.0,6.0,4.0,2019.0,1.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,6.0,4.0,2019.0,2.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,31.0,8.0,2019.0,2.0,1.4796380090497738
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","quito","pichincha",1.0,2.0,1.0,4.0,2019.0,2.0,2.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","quito","pichincha",1.0,8.0,14.0,1.0,2019.0,8.0,8.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","quito","pichincha",1.0,1.0,30.0,1.0,2019.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","quito","pichincha",5.0,16.0,26.0,3.0,2019.0,9.0,2.92
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","quito","pichincha",1.0,1.0,14.0,10.0,2019.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","quito","pichincha",5.0,13.0,24.0,1.0,2018.0,1.0,2.3189655172413794
"turismo y alimentación","servicio de alimento y bebida","habilitado","quito","pichincha",5.0,13.0,24.0,1.0,2018.0,3.0,2.3189655172413794
"turismo y alimentación","elaboración de productos alimenticios","habilitado","quito","pichincha",2.0,2.0,27.0,12.0,2016.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","quito","pichincha",1.0,4.0,3.0,2.0,2021.0,4.0,4.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","quito","pichincha",1.0,7.0,3.0,8.0,2018.0,7.0,7.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",1.0,1.0,19.0,9.0,2018.0,1.0,1.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","quito","pichincha",1.0,2.0,7.0,2.0,2019.0,2.0,2.0
