"familia","sector","estado","canton","provincia","num_cer","total_horas","volumen_capacitados","total_ganacias","dia","mes","anio","total_cursos","prediction(total_cursos)"
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,9.0,4.0,2021.0,1.0,0.9575734735298491
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","latacunga","cotopaxi",4.0,24.0,17.0,1000.0,9.0,6.0,2022.0,5.0,3.8220664474264803
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,13.0,250.0,12.0,8.0,2021.0,5.0,3.2903160143359154
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,13.0,250.0,12.0,8.0,2021.0,5.0,3.1621912566605923
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",3.0,18.0,3.0,750.0,13.0,9.0,2019.0,1.0,1.002949822233263
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,13.0,10.0,2020.0,2.0,1.9388579325786148
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",4.0,24.0,4.0,1000.0,14.0,9.0,2021.0,1.0,1.2110148590308407
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",19.0,114.0,20.0,4750.0,19.0,3.0,2021.0,2.0,2.3798924943420596
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,20.0,5.0,2022.0,2.0,2.002596616062804
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,23.0,10.0,2019.0,1.0,1.0017544987507288
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,25.0,1.0,2022.0,2.0,2.091495667298589
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,25.0,1.0,2022.0,2.0,2.115571837466562
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",2.0,12.0,4.0,500.0,28.0,9.0,2021.0,2.0,2.511655017790404
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",16.0,96.0,16.0,4000.0,30.0,6.0,2021.0,1.0,1.8481877827093607
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,8.0,500.0,31.0,3.0,2021.0,2.0,2.9395936763780677
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,19.0,250.0,2.0,12.0,2019.0,4.0,3.5940296720048943
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,19.0,250.0,2.0,12.0,2019.0,4.0,3.7453479153603846
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,19.0,250.0,2.0,12.0,2019.0,4.0,2.8293623714179583
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","latacunga","cotopaxi",5.0,30.0,6.0,1250.0,21.0,11.0,2019.0,2.0,1.497071148274629
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","latacunga","cotopaxi",2.0,12.0,5.0,500.0,8.0,4.0,2022.0,3.0,3.2649996165491055
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",10.0,60.0,10.0,2500.0,31.0,3.0,2022.0,1.0,1.0725845553229059
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,12.0,250.0,11.0,5.0,2022.0,3.0,3.7345679991394016
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",4.0,24.0,190.0,1000.0,17.0,3.0,2022.0,8.0,7.149897955404399
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","latacunga","cotopaxi",1.0,6.0,190.0,250.0,17.0,3.0,2022.0,8.0,7.883109332781701
"actividades tipo servicios","agricultura, ganadería, caza y actividades de servicios conexas","habilitado","latacunga","cotopaxi",1.0,6.0,15.0,250.0,22.0,1.0,2021.0,4.0,3.7712609438294047
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",5.0,30.0,23.0,1250.0,25.0,4.0,2022.0,3.0,3.934768333850955
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,4.0,500.0,10.0,12.0,2021.0,2.0,2.462839485488005
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",4.0,24.0,4.0,1000.0,22.0,12.0,2021.0,1.0,0.9895061880160236
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",7.0,42.0,7.0,1750.0,17.0,9.0,2018.0,1.0,0.9855511565850472
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","latacunga","cotopaxi",21.0,126.0,29.0,5250.0,22.0,3.0,2022.0,5.0,5.144506809693142
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","latacunga","cotopaxi",4.0,24.0,29.0,1000.0,22.0,3.0,2022.0,5.0,4.730336828956227
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,30.0,3.0,2021.0,2.0,1.9852137745751728
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",8.0,48.0,8.0,2000.0,10.0,7.0,2019.0,1.0,0.991470735430398
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,11.0,7.0,2019.0,1.0,1.0159950376922504
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",3.0,18.0,4.0,750.0,14.0,12.0,2021.0,2.0,1.837942306545231
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,14.0,11.0,2019.0,1.0,1.007630146082506
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","latacunga","cotopaxi",5.0,30.0,12.0,1250.0,15.0,6.0,2022.0,2.0,3.9873169078454547
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,18.0,5.0,2022.0,1.0,1.009605875758937
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,21.0,250.0,21.0,7.0,2022.0,5.0,4.362687511629631
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",3.0,18.0,3.0,750.0,8.0,2.0,2022.0,1.0,1.1300209856871541
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,9.0,500.0,4.0,11.0,2021.0,6.0,4.572307090676916
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",2.0,12.0,18.0,500.0,11.0,8.0,2021.0,3.0,3.570410264763198
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,5.0,250.0,14.0,1.0,2022.0,3.0,3.0603128568581477
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",5.0,30.0,10.0,1250.0,5.0,11.0,2021.0,5.0,4.0121765925231765
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,14.0,9.0,2019.0,1.0,1.0129172836617224
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","latacunga","cotopaxi",1.0,6.0,16.0,250.0,22.0,11.0,2019.0,3.0,3.2480161859565877
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2.0,12.0,16.0,500.0,22.0,11.0,2019.0,3.0,2.2771117717523746
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","latacunga","cotopaxi",21.0,126.0,23.0,5250.0,1.0,10.0,2018.0,2.0,1.9039552112480331
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","latacunga","cotopaxi",1.0,6.0,5.0,250.0,24.0,10.0,2018.0,2.0,2.8778245628836183
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",4.0,24.0,5.0,1000.0,24.0,10.0,2018.0,2.0,1.1761466767323734
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","latacunga","cotopaxi",1.0,6.0,11.0,250.0,21.0,4.0,2021.0,2.0,3.9116374960703277
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",10.0,60.0,11.0,2500.0,21.0,4.0,2021.0,2.0,1.4425446594013218
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","latacunga","cotopaxi",1.0,6.0,22.0,250.0,18.0,3.0,2021.0,3.0,3.08997319293296
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,1.0,4.0,2021.0,2.0,1.7754305489378774
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,4.0,6.0,2021.0,2.0,1.9387428054923683
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",4.0,24.0,4.0,1000.0,10.0,12.0,2019.0,1.0,1.0343650373682474
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",4.0,24.0,11.0,1000.0,26.0,8.0,2019.0,2.0,1.8811040775957233
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",3.0,18.0,5.0,750.0,31.0,10.0,2019.0,3.0,1.7670882953770226
"construcción","obras de ingeniería civil","habilitado","latacunga","cotopaxi",1.0,6.0,5.0,250.0,31.0,10.0,2019.0,3.0,2.284618631764247
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",4.0,24.0,4.0,1000.0,19.0,8.0,2019.0,1.0,0.9961577702536895
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",3.0,18.0,8.0,750.0,12.0,11.0,2021.0,5.0,3.6639204220318087
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","latacunga","cotopaxi",1.0,6.0,8.0,250.0,12.0,11.0,2021.0,5.0,4.377365687543645
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",22.0,132.0,22.0,5500.0,15.0,10.0,2018.0,1.0,1.063781442498425
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,22.0,11.0,2018.0,1.0,0.9981442630263198
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,11.0,4.0,2019.0,1.0,1.0148950657397515
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",14.0,84.0,14.0,3500.0,6.0,6.0,2019.0,1.0,1.051561116023863
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",38.0,228.0,38.0,9500.0,27.0,5.0,2019.0,1.0,1.118741667538786
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",31.0,186.0,31.0,7750.0,25.0,10.0,2018.0,1.0,1.0401008501525277
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",8.0,48.0,8.0,2000.0,27.0,11.0,2018.0,1.0,0.9873039695284271
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",35.0,210.0,35.0,8750.0,31.0,7.0,2019.0,1.0,0.9774435803887238
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,15.0,5.0,2019.0,1.0,0.9939090113196878
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2.0,12.0,3.0,500.0,4.0,1.0,2019.0,2.0,1.5205993069557033
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",3.0,18.0,3.0,750.0,16.0,5.0,2019.0,1.0,1.001302951522434
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,31.0,1.0,2019.0,1.0,1.0145571019152024
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,2.0,12.0,2021.0,1.0,1.084748213594069
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","latacunga","cotopaxi",9.0,54.0,39.0,2250.0,2.0,6.0,2022.0,7.0,5.185066268826618
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,9.0,500.0,23.0,12.0,2021.0,4.0,3.605363423564925
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",5.0,30.0,9.0,1250.0,23.0,12.0,2021.0,4.0,2.8039708851282947
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","latacunga","cotopaxi",1.0,6.0,3.0,250.0,28.0,1.0,2022.0,3.0,3.0454987443795156
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,15.0,250.0,16.0,1.0,2020.0,3.0,3.1202738113915283
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",68.0,408.0,68.0,17000.0,22.0,7.0,2019.0,1.0,1.2652129098425187
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",6.0,36.0,6.0,1500.0,29.0,7.0,2019.0,1.0,0.9872581928047177
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,12.0,7.0,2019.0,1.0,1.0159950376922504
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,26.0,7.0,2019.0,1.0,0.9853494592401555
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",3.0,18.0,3.0,750.0,28.0,8.0,2019.0,1.0,0.9912454570384464
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",19.0,114.0,19.0,4750.0,21.0,1.0,2019.0,1.0,1.0929440664239545
"actividades comunitarias","actividades de atención de la salud humana","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,22.0,7.0,2021.0,1.0,0.9550894687362623
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,3.0,250.0,14.0,6.0,2019.0,2.0,2.120636802557713
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2.0,12.0,3.0,500.0,14.0,6.0,2019.0,2.0,1.533278505271796
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",18.0,108.0,18.0,4500.0,5.0,4.0,2019.0,1.0,1.056683689746337
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,26.0,4.0,2019.0,2.0,1.9699506601718193
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,27.0,8.0,2021.0,2.0,1.8193041908839271
"actividades comunitarias","actividades de atención de la salud humana","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,27.0,8.0,2021.0,2.0,1.988498267374312
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,13.0,3.0,2019.0,1.0,1.005116744128757
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",7.0,42.0,7.0,1750.0,4.0,5.0,2021.0,1.0,0.8902887121075063
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,4.0,250.0,10.0,9.0,2021.0,4.0,2.7734440376060983
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,4.0,250.0,10.0,9.0,2021.0,4.0,2.9652976394990427
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,5.0,250.0,13.0,10.0,2021.0,4.0,3.2478544906315827
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,18.0,2.0,2019.0,1.0,1.00325212799173
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,16.0,7.0,2019.0,1.0,1.0133795119848807
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,10.0,9.0,2019.0,1.0,1.0028608685473452
