"familia","sector","estado","canton","provincia","id_fact_oec","num_cer","total_horas","volumen_capacitados","total_ganacias","dia","mes","anio","total_cursos","prediction(total_cursos)"
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13919.0,1.0,6.0,1.0,250.0,4.0,12.0,2021.0,1.0,1.0050161749359043
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","riobamba","chimborazo",13922.0,1.0,6.0,1.0,250.0,30.0,1.0,2020.0,1.0,1.0004005283453674
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13925.0,1.0,6.0,1.0,250.0,15.0,5.0,2022.0,1.0,1.001050864088925
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","riobamba","chimborazo",13926.0,2.0,12.0,2.0,500.0,28.0,1.0,2020.0,1.0,0.9919534705013442
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","riobamba","chimborazo",13927.0,1.0,6.0,1.0,250.0,19.0,9.0,2019.0,1.0,0.9854238046655022
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","riobamba","chimborazo",13929.0,5.0,30.0,5.0,1250.0,3.0,5.0,2018.0,1.0,1.0541274171309718
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13930.0,3.0,18.0,3.0,750.0,28.0,3.0,2017.0,1.0,1.0159026240262259
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13932.0,1.0,6.0,1.0,250.0,10.0,4.0,2019.0,1.0,0.9888773072061534
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","riobamba","chimborazo",13933.0,1.0,6.0,1.0,250.0,18.0,3.0,2020.0,1.0,1.0045355818265174
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13935.0,5.0,30.0,9.0,1250.0,20.0,7.0,2017.0,2.0,1.8971189588018982
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","riobamba","chimborazo",13937.0,4.0,24.0,4.0,1000.0,14.0,3.0,2018.0,1.0,1.0848405511687682
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","riobamba","chimborazo",13944.0,6.0,36.0,6.0,1500.0,19.0,6.0,2018.0,1.0,1.07140460598474
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13946.0,1.0,6.0,4.0,250.0,26.0,2.0,2018.0,2.0,2.136659356311598
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","riobamba","chimborazo",13953.0,3.0,18.0,3.0,750.0,7.0,12.0,2017.0,1.0,0.9971470679347343
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","riobamba","chimborazo",13954.0,2.0,12.0,2.0,500.0,15.0,3.0,2018.0,1.0,1.0094263912514956
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","riobamba","chimborazo",13956.0,3.0,18.0,3.0,750.0,27.0,2.0,2018.0,1.0,1.0673436678016381
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","riobamba","chimborazo",13957.0,4.0,24.0,4.0,1000.0,20.0,6.0,2018.0,1.0,1.0743357003639042
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13958.0,13.0,78.0,13.0,3250.0,10.0,3.0,2017.0,1.0,1.0940115290186307
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13959.0,3.0,18.0,3.0,750.0,19.0,9.0,2017.0,1.0,1.0218263763062945
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13960.0,4.0,24.0,4.0,1000.0,28.0,11.0,2017.0,1.0,1.003045069633104
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13961.0,5.0,30.0,5.0,1250.0,26.0,4.0,2017.0,1.0,1.031211000558856
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13962.0,6.0,36.0,6.0,1500.0,14.0,2.0,2017.0,1.0,1.0797518453227761
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13965.0,4.0,24.0,4.0,1000.0,11.0,9.0,2017.0,1.0,1.0241408332558288
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13968.0,6.0,36.0,6.0,1500.0,16.0,2.0,2017.0,1.0,1.0797518453227761
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13972.0,2.0,12.0,2.0,500.0,31.0,1.0,2017.0,1.0,1.0155608761678971
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13973.0,2.0,12.0,2.0,500.0,8.0,2.0,2017.0,1.0,1.0065039698574632
"actividades de enseñanza","enseñanza","habilitado","riobamba","chimborazo",13975.0,4.0,24.0,4.0,1000.0,7.0,6.0,2017.0,1.0,1.0173409730677898
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",13978.0,1.0,6.0,1.0,250.0,3.0,6.0,2021.0,1.0,0.9406581061821138
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",13980.0,1.0,6.0,1.0,250.0,1.0,6.0,2021.0,1.0,1.0729809723570591
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",13981.0,1.0,6.0,3.0,250.0,20.0,9.0,2021.0,2.0,2.5393794095334536
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",13985.0,2.0,12.0,2.0,500.0,7.0,6.0,2021.0,1.0,0.868344531297212
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",13988.0,1.0,6.0,1.0,250.0,11.0,6.0,2021.0,1.0,0.917260623396019
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",13989.0,1.0,6.0,4.0,250.0,30.0,9.0,2021.0,3.0,2.7554102282783655
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",13990.0,2.0,12.0,2.0,500.0,29.0,6.0,2021.0,1.0,0.8834250918052797
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",13992.0,1.0,6.0,1.0,250.0,7.0,9.0,2020.0,1.0,0.9968038209308228
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","la libertad","santa elena",13995.0,53.0,318.0,53.0,13250.0,9.0,10.0,2019.0,1.0,1.0025521793804595
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","la libertad","santa elena",13996.0,15.0,90.0,15.0,3750.0,8.0,10.0,2019.0,1.0,1.004828282259937
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","la libertad","santa elena",13998.0,3.0,18.0,3.0,750.0,28.0,10.0,2019.0,1.0,1.0075044237646447
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","la libertad","santa elena",13999.0,18.0,108.0,18.0,4500.0,24.0,10.0,2018.0,1.0,1.01563199569408
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","la libertad","santa elena",14000.0,10.0,60.0,10.0,2500.0,25.0,10.0,2018.0,1.0,1.0080147535818336
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","la libertad","santa elena",14003.0,1.0,6.0,1.0,250.0,16.0,10.0,2019.0,1.0,1.0064057561366875
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","la libertad","santa elena",14006.0,4.0,24.0,4.0,1000.0,31.0,10.0,2018.0,1.0,0.9916759930974743
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","la libertad","santa elena",14008.0,5.0,30.0,5.0,1250.0,12.0,10.0,2019.0,1.0,1.0052876918971245
"turismo y alimentación","actividades de alojamiento","habilitado","la libertad","santa elena",14009.0,1.0,6.0,1.0,250.0,9.0,6.0,2017.0,1.0,1.029247039507923
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",14013.0,1.0,6.0,1.0,250.0,20.0,7.0,2021.0,1.0,1.0025735187782496
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",14014.0,1.0,6.0,1.0,250.0,21.0,11.0,2019.0,1.0,0.9976803104918739
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",14018.0,5.0,30.0,9.0,1250.0,15.0,5.0,2019.0,2.0,2.2345884060023176
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",14020.0,1.0,6.0,3.0,250.0,11.0,6.0,2021.0,2.0,2.522806547892274
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",14021.0,2.0,12.0,3.0,500.0,11.0,6.0,2021.0,2.0,1.9351493219919442
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",14023.0,14.0,84.0,14.0,3500.0,13.0,2.0,2019.0,1.0,1.023689680548146
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",14029.0,3.0,18.0,3.0,750.0,11.0,9.0,2018.0,1.0,1.0043387614104953
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",14032.0,8.0,48.0,8.0,2000.0,25.0,6.0,2018.0,1.0,1.0023757319840891
"actividades comunitarias","otras actividades de servicios personales","habilitado","riobamba","chimborazo",14038.0,4.0,24.0,4.0,1000.0,17.0,10.0,2019.0,1.0,0.9737233450186844
"actividades comunitarias","otras actividades de servicios personales","habilitado","riobamba","chimborazo",14039.0,12.0,72.0,12.0,3000.0,30.0,11.0,2021.0,1.0,0.94135756514605
"actividades comunitarias","otras actividades de servicios personales","habilitado","riobamba","chimborazo",14041.0,9.0,54.0,9.0,2250.0,1.0,7.0,2021.0,1.0,1.0109118999834985
"actividades comunitarias","otras actividades de servicios personales","habilitado","riobamba","chimborazo",14046.0,4.0,24.0,4.0,1000.0,21.0,10.0,2019.0,1.0,0.9777138771796539
"actividades comunitarias","otras actividades de servicios personales","habilitado","riobamba","chimborazo",14051.0,7.0,42.0,7.0,1750.0,12.0,12.0,2020.0,1.0,0.9637007992323428
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",14052.0,1.0,6.0,1.0,250.0,16.0,12.0,2020.0,1.0,0.9649332357521283
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",14058.0,2.0,12.0,2.0,500.0,16.0,5.0,2019.0,1.0,0.9954478603913097
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",14059.0,3.0,18.0,4.0,750.0,14.0,3.0,2021.0,2.0,1.5919391700526697
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",14061.0,1.0,6.0,1.0,250.0,17.0,12.0,2020.0,1.0,0.9853209537404704
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",14063.0,35.0,210.0,36.0,8750.0,12.0,3.0,2021.0,2.0,1.755903431977445
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",14065.0,1.0,6.0,33.0,250.0,13.0,5.0,2019.0,3.0,2.5320313063120787
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",14068.0,1.0,6.0,1.0,250.0,17.0,6.0,2019.0,1.0,1.0011926663000716
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",14074.0,1.0,6.0,1.0,250.0,7.0,6.0,2019.0,1.0,1.003112938205036
"turismo y alimentación","elaboración de productos alimenticios","desconocido","guayaquil","guayas",14075.0,1.0,6.0,1.0,250.0,25.0,5.0,2019.0,1.0,1.0011926663000716
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",14082.0,1.0,6.0,1.0,250.0,20.0,1.0,2021.0,1.0,1.018284178543568
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",14083.0,1.0,6.0,1.0,250.0,22.0,2.0,2021.0,1.0,1.0108382846819817
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",14084.0,2.0,12.0,2.0,500.0,12.0,10.0,2020.0,1.0,1.0209886846068779
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",14085.0,4.0,24.0,12.0,1000.0,9.0,11.0,2020.0,2.0,2.6776106444676637
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",14086.0,8.0,48.0,12.0,2000.0,9.0,11.0,2020.0,2.0,2.0796737548453033
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",14087.0,8.0,48.0,15.0,2000.0,26.0,8.0,2019.0,3.0,2.905536953622673
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",14088.0,5.0,30.0,15.0,1250.0,26.0,8.0,2019.0,3.0,2.9613859764221937
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",14090.0,2.0,12.0,3.0,500.0,24.0,9.0,2019.0,2.0,1.8516628082588662
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",14093.0,12.0,72.0,12.0,3000.0,31.0,7.0,2019.0,1.0,1.2743859568881684
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",14094.0,1.0,6.0,1.0,250.0,5.0,11.0,2020.0,1.0,0.9949374380821476
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",14097.0,1.0,6.0,6.0,250.0,9.0,3.0,2020.0,3.0,3.1100768797268623
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",14099.0,1.0,6.0,5.0,250.0,24.0,6.0,2019.0,2.0,2.42312712417423
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",14101.0,1.0,6.0,2.0,250.0,18.0,1.0,2021.0,2.0,2.0426557787150026
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",14102.0,1.0,6.0,2.0,250.0,18.0,1.0,2021.0,2.0,2.0426557787150026
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",14103.0,2.0,12.0,2.0,500.0,16.0,11.0,2019.0,1.0,1.0387554178168878
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",14106.0,3.0,18.0,15.0,750.0,18.0,2.0,2020.0,3.0,2.5536736221119876
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",14107.0,11.0,66.0,15.0,2750.0,18.0,2.0,2020.0,3.0,2.59531446639538
"turismo y alimentación","servicio de alimento y bebida","habilitado","daule","guayas",14109.0,1.0,6.0,1.0,250.0,27.0,6.0,2019.0,1.0,0.9647101034215533
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",14110.0,4.0,24.0,5.0,1000.0,25.0,6.0,2019.0,2.0,1.7966482201454577
"turismo y alimentación","elaboración de productos alimenticios","habilitado","daule","guayas",14116.0,1.0,6.0,4.0,250.0,24.0,2.0,2021.0,2.0,2.8284012103112994
"actividades comunitarias","otras actividades de servicios personales","habilitado","guayaquil","guayas",14118.0,3.0,18.0,3.0,750.0,23.0,9.0,2021.0,1.0,1.05587320782523
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",14119.0,1.0,6.0,1.0,250.0,10.0,8.0,2021.0,1.0,1.0017970790040502
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",14121.0,2.0,12.0,2.0,500.0,17.0,10.0,2019.0,1.0,1.0180604488459588
"actividades comunitarias","otras actividades de servicios personales","habilitado","guayaquil","guayas",14122.0,2.0,12.0,2.0,500.0,19.0,11.0,2019.0,1.0,0.9856932908196407
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",14126.0,3.0,18.0,22.0,750.0,15.0,2.0,2022.0,3.0,2.958704364288665
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",14128.0,1.0,6.0,2.0,250.0,5.0,4.0,2022.0,2.0,1.9907598773397561
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","cuenca","azuay",14131.0,1.0,6.0,1.0,250.0,6.0,5.0,2021.0,1.0,0.9767667931200643
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cuenca","azuay",14134.0,1.0,6.0,1.0,250.0,18.0,1.0,2022.0,1.0,0.9781513906864214
