"familia","sector","estado","canton","provincia","total_cursos","volumen_capacitados","dia","mes","anio","total_horas","prediction(total_horas)"
"turismo y alimentación","elaboración de productos alimenticios","habilitado","riobamba","chimborazo",1.0,1.0,2.0,8.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,23.0,29.0,8.0,2019.0,138.0,138.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","guayaquil","guayas",1.0,14.0,28.0,2.0,2019.0,84.0,84.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","guayaquil","guayas",1.0,8.0,19.0,3.0,2019.0,48.0,48.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,24.0,5.0,9.0,2019.0,144.0,144.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","guayaquil","guayas",2.0,11.0,26.0,2.0,2019.0,54.0,34.56976744186046
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",2.0,11.0,26.0,2.0,2019.0,12.0,34.56976744186046
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","guayaquil","guayas",1.0,1.0,7.0,2.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","guayaquil","guayas",1.0,27.0,11.0,2.0,2019.0,162.0,162.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,2.0,6.0,12.0,2019.0,12.0,12.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","guayaquil","guayas",1.0,26.0,2.0,2.0,2019.0,156.0,156.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pastaza","pastaza",1.0,2.0,13.0,5.0,2019.0,12.0,12.0
"actividades de enseñanza","enseñanza","habilitado","pastaza","pastaza",1.0,13.0,5.0,9.0,2019.0,78.0,78.0
"actividades de enseñanza","enseñanza","habilitado","pastaza","pastaza",2.0,13.0,25.0,11.0,2016.0,48.0,34.56976744186046
"actividades de enseñanza","enseñanza","habilitado","pastaza","pastaza",2.0,19.0,3.0,12.0,2016.0,96.0,57.42857142857143
"actividades de enseñanza","enseñanza","habilitado","pastaza","pastaza",1.0,6.0,18.0,12.0,2016.0,36.0,36.0
"actividades de enseñanza","enseñanza","habilitado","pastaza","pastaza",2.0,17.0,11.0,12.0,2016.0,66.0,57.42857142857143
"actividades de enseñanza","enseñanza","habilitado","pastaza","pastaza",2.0,17.0,11.0,12.0,2016.0,36.0,57.42857142857143
"actividades de enseñanza","enseñanza","habilitado","pastaza","pastaza",1.0,4.0,23.0,10.0,2017.0,24.0,24.0
"actividades de enseñanza","enseñanza","habilitado","pastaza","pastaza",2.0,16.0,26.0,3.0,2017.0,24.0,51.36
"actividades tipo servicios","reparación de computadores y de efectos personales y enseres domésticos","habilitado","quito","pichincha",1.0,1.0,26.0,9.0,2019.0,6.0,6.0
"tecnología: hardware y software (incluye tic)","programación informática, consultoría de informática y actividades conexas","habilitado","quito","pichincha",1.0,1.0,3.0,8.0,2018.0,6.0,6.0
"tecnología: hardware y software (incluye tic)","programación informática, consultoría de informática y actividades conexas","habilitado","quito","pichincha",1.0,1.0,20.0,7.0,2018.0,6.0,6.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",3.0,7.0,25.0,11.0,2018.0,18.0,11.246575342465754
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",3.0,7.0,25.0,11.0,2018.0,6.0,11.246575342465754
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",1.0,1.0,7.0,8.0,2017.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","guayaquil","guayas",3.0,7.0,20.0,6.0,2019.0,18.0,11.246575342465754
"turismo y alimentación","elaboración de productos alimenticios","habilitado","guayaquil","guayas",1.0,1.0,10.0,12.0,2018.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","guayaquil","guayas",2.0,2.0,28.0,4.0,2017.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","guayaquil","guayas",1.0,1.0,7.0,8.0,2019.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","guayaquil","guayas",1.0,1.0,17.0,8.0,2018.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","guayaquil","guayas",1.0,6.0,16.0,8.0,2019.0,36.0,36.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","guayaquil","guayas",1.0,3.0,10.0,4.0,2018.0,18.0,18.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","guayaquil","guayas",1.0,2.0,20.0,12.0,2017.0,12.0,12.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","guayaquil","guayas",1.0,2.0,13.0,9.0,2017.0,12.0,12.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","guayaquil","guayas",1.0,2.0,11.0,12.0,2017.0,12.0,12.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","guayaquil","guayas",2.0,3.0,5.0,4.0,2017.0,6.0,8.877828054298643
"actividades comunitarias","actividades creativas, artísticas y de entretenimiento","habilitado","guayaquil","guayas",5.0,8.0,7.0,4.0,2017.0,6.0,11.246575342465754
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",1.0,1.0,27.0,2.0,2020.0,6.0,6.0
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",2.0,2.0,27.0,9.0,2018.0,6.0,6.0
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",2.0,2.0,27.0,9.0,2018.0,6.0,6.0
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",1.0,9.0,22.0,11.0,2018.0,54.0,54.0
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",1.0,2.0,23.0,10.0,2018.0,12.0,12.0
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",2.0,4.0,3.0,10.0,2018.0,12.0,11.886075949367088
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",2.0,4.0,3.0,10.0,2018.0,12.0,11.886075949367088
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",1.0,10.0,21.0,11.0,2018.0,60.0,60.0
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",1.0,1.0,13.0,9.0,2018.0,6.0,6.0
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",1.0,3.0,5.0,10.0,2018.0,18.0,18.0
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",2.0,6.0,10.0,9.0,2018.0,12.0,15.884210526315789
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",2.0,3.0,21.0,9.0,2018.0,12.0,8.877828054298643
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",1.0,1.0,11.0,4.0,2018.0,6.0,6.0
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",2.0,10.0,3.0,1.0,2019.0,42.0,34.56976744186046
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",4.0,6.0,8.0,7.0,2022.0,18.0,11.246575342465754
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",1.0,4.0,17.0,1.0,2022.0,24.0,24.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",1.0,2.0,24.0,1.0,2022.0,12.0,12.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",3.0,3.0,14.0,3.0,2022.0,6.0,6.0
"agricultura y plantaciones","agricultura, ganadería, caza y actividades de servicios conexas","habilitado","la troncal","cañar",3.0,11.0,14.0,11.0,2019.0,30.0,21.2
"tecnología: hardware y software (incluye tic)","programación informática, consultoría de informática y actividades conexas","habilitado","la troncal","cañar",3.0,11.0,14.0,11.0,2019.0,6.0,21.2
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la troncal","cañar",4.0,12.0,15.0,11.0,2019.0,30.0,13.913793103448276
"tecnología: hardware y software (incluye tic)","programación informática, consultoría de informática y actividades conexas","habilitado","la troncal","cañar",4.0,12.0,15.0,11.0,2019.0,30.0,13.913793103448276
"tecnología: hardware y software (incluye tic)","programación informática, consultoría de informática y actividades conexas","habilitado","la troncal","cañar",3.0,4.0,18.0,11.0,2019.0,6.0,8.024096385542169
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la troncal","cañar",3.0,4.0,18.0,11.0,2019.0,12.0,8.024096385542169
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,13.0,11.0,10.0,2018.0,78.0,78.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,8.0,22.0,8.0,2018.0,48.0,48.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,2.0,24.0,9.0,2018.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,7.0,25.0,7.0,2018.0,42.0,42.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,7.0,29.0,8.0,2018.0,42.0,42.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,10.0,30.0,7.0,2018.0,60.0,60.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,10.0,4.0,10.0,2018.0,60.0,60.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,3.0,7.0,8.0,2018.0,18.0,18.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,1.0,6.0,6.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,10.0,18.0,10.0,2018.0,60.0,60.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,11.0,2.0,8.0,2018.0,66.0,66.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,2.0,30.0,9.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,5.0,27.0,9.0,2019.0,30.0,30.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,10.0,21.0,3.0,2019.0,60.0,60.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","quito","pichincha",1.0,1.0,16.0,11.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,15.0,8.0,2019.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","quito","pichincha",1.0,1.0,28.0,9.0,2018.0,6.0,6.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","quito","pichincha",1.0,1.0,5.0,2.0,2019.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","quito","pichincha",2.0,25.0,24.0,9.0,2018.0,72.0,100.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","quito","pichincha",1.0,1.0,5.0,8.0,2017.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",4.0,17.0,22.0,11.0,2021.0,6.0,34.97071129707113
"actividades de enseñanza","enseñanza","habilitado","cañar","cañar",2.0,7.0,9.0,12.0,2016.0,30.0,23.432835820895523
"actividades de enseñanza","enseñanza","habilitado","portoviejo","manabi",2.0,18.0,20.0,9.0,2017.0,18.0,51.36
"actividades de enseñanza","enseñanza","habilitado","portoviejo","manabi",2.0,18.0,20.0,9.0,2017.0,90.0,51.36
"actividades de enseñanza","enseñanza","habilitado","portoviejo","manabi",1.0,6.0,10.0,8.0,2017.0,36.0,36.0
"actividades de enseñanza","enseñanza","habilitado","portoviejo","manabi",3.0,31.0,24.0,5.0,2018.0,60.0,55.09090909090909
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","portoviejo","manabi",2.0,2.0,27.0,10.0,2017.0,6.0,6.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","portoviejo","manabi",2.0,2.0,26.0,9.0,2017.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","portoviejo","manabi",1.0,2.0,24.0,10.0,2017.0,12.0,12.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","portoviejo","manabi",1.0,4.0,16.0,7.0,2018.0,24.0,24.0
"actividades de enseñanza","enseñanza","habilitado","portoviejo","manabi",1.0,1.0,7.0,6.0,2018.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","portoviejo","manabi",1.0,1.0,9.0,3.0,2018.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","portoviejo","manabi",2.0,6.0,23.0,2.0,2018.0,6.0,15.884210526315789
