"familia","sector","estado","canton","provincia","total_cursos","volumen_capacitados","dia","mes","anio","total_ganacias","prediction(total_ganacias)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,7.0,6.0,8.0,2019.0,1750.0,1750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,5.0,27.0,6.0,2019.0,1250.0,1250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,11.0,5.0,7.0,2019.0,2750.0,2750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,23.0,7.0,2019.0,1500.0,1500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,30.0,8.0,2018.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,9.0,24.0,9.0,2018.0,2250.0,2250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,16.0,31.0,8.0,2018.0,4000.0,4000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,5.0,3.0,12.0,2018.0,1250.0,1250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,30.0,8.0,8.0,2019.0,7500.0,7500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,30.0,5.0,2019.0,500.0,500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,18.0,12.0,6.0,2019.0,4500.0,4500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,23.0,8.0,2019.0,750.0,750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,23.0,21.0,3.0,2019.0,5750.0,5750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,9.0,7.0,2018.0,1500.0,1500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,24.0,7.0,2018.0,1500.0,1500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,7.0,11.0,7.0,2018.0,1750.0,1750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,5.0,23.0,1.0,2019.0,1250.0,1250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,9.0,4.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,27.0,12.0,3.0,2019.0,6750.0,6750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,24.0,1.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,26.0,10.0,2018.0,1500.0,1500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,30.0,11.0,2018.0,1000.0,1000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,19.0,11.0,10.0,2019.0,4750.0,4750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,8.0,28.0,10.0,2018.0,2000.0,2000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,8.0,25.0,11.0,2019.0,2000.0,2000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,38.0,2.0,1.0,2020.0,9500.0,9500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,28.0,3.0,12.0,2019.0,7000.0,7000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,43.0,24.0,12.0,2019.0,10750.0,10750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,4.0,29.0,11.0,2019.0,1000.0,1000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,2.0,21.0,11.0,2019.0,500.0,500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,30.0,22.0,11.0,2019.0,7500.0,7500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,11.0,21.0,8.0,2019.0,2750.0,2750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,13.0,30.0,9.0,2019.0,3250.0,3250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,5.0,22.0,7.0,2019.0,1250.0,1250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,17.0,5.0,8.0,2019.0,4250.0,4250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,1.0,12.0,9.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,95.0,18.0,12.0,2019.0,23750.0,25166.666666666668
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,21.0,16.0,7.0,2019.0,5250.0,5250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,3.0,6.0,8.0,2019.0,750.0,750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,22.0,4.0,8.0,2019.0,5500.0,5500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,20.0,26.0,6.0,2019.0,5000.0,5000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,4.0,6.0,9.0,2019.0,1000.0,1000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,22.0,2.0,9.0,2019.0,4250.0,3000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,9.0,23.0,9.0,2019.0,2000.0,976.3681592039801
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",2.0,3.0,26.0,7.0,2022.0,500.0,369.9095022624434
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",3.0,21.0,7.0,3.0,2022.0,3250.0,1457.112970711297
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",2.0,20.0,9.0,9.0,2019.0,250.0,875.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,5.0,25.0,9.0,2019.0,1250.0,1250.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",2.0,22.0,28.0,10.0,2019.0,250.0,3666.6666666666665
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,29.0,10.0,2019.0,1000.0,1000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,17.0,2.0,12.0,2019.0,4250.0,4250.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",2.0,6.0,7.0,2.0,2022.0,750.0,661.8421052631579
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",3.0,28.0,25.0,10.0,2021.0,2250.0,2295.4545454545455
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,29.0,17.0,9.0,2018.0,7250.0,7250.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",2.0,14.0,8.0,11.0,2021.0,3000.0,1440.406976744186
"construcción","construcción de edificios","habilitado","quito","pichincha",1.0,1.0,8.0,11.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,10.0,7.0,2019.0,500.0,500.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",2.0,4.0,5.0,11.0,2019.0,250.0,495.253164556962
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",3.0,31.0,23.0,12.0,2019.0,250.0,2295.4545454545455
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",3.0,31.0,23.0,12.0,2019.0,250.0,2295.4545454545455
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,1.0,5.0,2019.0,1000.0,1000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,21.0,6.0,2019.0,750.0,750.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",3.0,21.0,2.0,2.0,2021.0,250.0,1457.112970711297
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,14.0,9.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",3.0,17.0,5.0,7.0,2021.0,250.0,1457.112970711297
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,21.0,8.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,17.0,19.0,8.0,2019.0,4250.0,4250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,10.0,1.0,4.0,2019.0,2500.0,2500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,14.0,15.0,10.0,2018.0,3500.0,3500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,5.0,23.0,4.0,2019.0,1000.0,661.8421052631579
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,17.0,10.0,2018.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,31.0,7.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,26.0,12.0,11.0,2018.0,6500.0,6500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,28.0,3.0,6.0,2019.0,7000.0,7000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,14.0,3.0,2019.0,750.0,750.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,2.0,10.0,6.0,2021.0,500.0,500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,12.0,22.0,7.0,2019.0,3000.0,3000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,14.0,29.0,7.0,2019.0,3500.0,3500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,24.0,17.0,12.0,2018.0,4250.0,3000.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",2.0,6.0,5.0,11.0,2020.0,500.0,661.8421052631579
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,13.0,14.0,6.0,2019.0,3250.0,3250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,43.0,5.0,8.0,2019.0,10750.0,10750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,34.0,10.0,6.0,2019.0,8500.0,8500.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",3.0,5.0,4.0,5.0,2021.0,250.0,468.60730593607303
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",3.0,10.0,9.0,3.0,2020.0,2000.0,883.3333333333334
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",2.0,35.0,11.0,11.0,2019.0,500.0,4435.606060606061
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,117.0,11.0,3.0,2019.0,29250.0,30333.333333333332
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,25.0,8.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,15.0,1.0,7.0,2019.0,3750.0,3750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,15.0,10.0,12.0,2018.0,3750.0,3750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,3.0,4.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,28.0,2.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,27.0,21.0,5.0,2019.0,6750.0,6750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,25.0,19.0,3.0,2019.0,6250.0,6250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,5.0,18.0,7.0,2019.0,1250.0,1250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,18.0,12.0,2018.0,1000.0,1000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,39.0,29.0,10.0,2018.0,9750.0,9750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,31.0,26.0,11.0,2018.0,7250.0,4435.606060606061
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,4.0,19.0,9.0,2019.0,750.0,495.253164556962
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,26.0,3.0,2019.0,500.0,500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,13.0,21.0,10.0,2019.0,3000.0,1440.406976744186
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,7.0,11.0,2019.0,1500.0,1500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,8.0,12.0,8.0,2019.0,750.0,976.3681592039801
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,42.0,17.0,5.0,2019.0,10500.0,10500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,30.0,7.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",2.0,19.0,15.0,7.0,2019.0,3250.0,3000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,38.0,18.0,3.0,2019.0,9250.0,4435.606060606061
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,18.0,11.0,6.0,2018.0,4250.0,2152.439024390244
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",2.0,18.0,11.0,6.0,2018.0,250.0,2152.439024390244
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,7.0,5.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,16.0,20.0,11.0,2018.0,4000.0,4000.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",3.0,12.0,15.0,6.0,2021.0,250.0,883.3333333333334
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,12.0,11.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,57.0,20.0,3.0,2019.0,14250.0,14250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,3.0,25.0,6.0,2019.0,500.0,369.9095022624434
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",2.0,3.0,25.0,6.0,2019.0,250.0,369.9095022624434
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,23.0,7.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,9.0,4.0,12.0,2017.0,2250.0,2250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,24.0,5.0,2018.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,55.0,28.0,5.0,2018.0,13250.0,8118.421052631579
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",2.0,55.0,28.0,5.0,2018.0,500.0,8118.421052631579
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,26.0,2.0,2019.0,500.0,500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,20.0,11.0,2017.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,25.0,14.0,5.0,2018.0,6250.0,6250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,24.0,4.0,6.0,2018.0,6000.0,6000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,22.0,24.0,9.0,2018.0,5500.0,5500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,21.0,27.0,8.0,2018.0,5250.0,5250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,26.0,6.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,23.0,8.0,2018.0,1500.0,1500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,12.0,3.0,12.0,2018.0,3000.0,3000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,11.0,8.0,8.0,2019.0,2750.0,2750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,12.0,6.0,2019.0,750.0,750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,12.0,4.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,30.0,25.0,2.0,2019.0,7500.0,7500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,23.0,8.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,31.0,11.0,2.0,2019.0,7750.0,7750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,7.0,17.0,7.0,2018.0,1750.0,1750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,13.0,22.0,5.0,2019.0,3250.0,3250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,14.0,7.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,56.0,10.0,9.0,2018.0,8000.0,8118.421052631579
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,26.0,9.0,7.0,2018.0,6500.0,6500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,16.0,25.0,6.0,2018.0,4000.0,4000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,81.0,26.0,3.0,2018.0,20250.0,20562.5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,10.0,15.0,6.0,2018.0,2500.0,2500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,43.0,20.0,8.0,2018.0,10750.0,10750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,2.0,2.0,2018.0,1500.0,1500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,12.0,9.0,2018.0,750.0,750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,7.0,18.0,6.0,2018.0,1750.0,1750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,7.0,12.0,2018.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,9.0,15.0,11.0,2018.0,2250.0,2250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,18.0,12.0,7.0,2018.0,4500.0,4500.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,7.0,27.0,7.0,2019.0,250.0,976.3681592039801
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,29.0,12.0,2018.0,500.0,500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,23.0,14.0,2.0,2018.0,5750.0,5750.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",1.0,1.0,28.0,10.0,2018.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,9.0,22.0,9.0,2019.0,2250.0,2250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,7.0,4.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,13.0,3.0,2018.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,28.0,9.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",2.0,20.0,8.0,12.0,2018.0,1250.0,3000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,24.0,3.0,2018.0,1500.0,1500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,3.0,2.0,2018.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,18.0,8.0,4.0,2018.0,4500.0,4500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,7.0,9.0,2.0,2018.0,1750.0,1750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,9.0,15.0,1.0,2018.0,2250.0,2250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,11.0,22.0,1.0,2018.0,2750.0,2750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,11.0,28.0,1.0,2018.0,2750.0,2750.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",1.0,1.0,14.0,6.0,2017.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,27.0,28.0,11.0,2019.0,6750.0,6750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,15.0,3.0,12.0,2019.0,3750.0,3750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,12.0,26.0,12.0,2019.0,3000.0,3000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,7.0,7.0,10.0,2019.0,1750.0,1750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,4.0,10.0,10.0,2019.0,1000.0,1000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,2.0,16.0,9.0,2019.0,500.0,500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,42.0,23.0,10.0,2019.0,10500.0,10500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,25.0,25.0,9.0,2019.0,6250.0,6250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,50.0,26.0,9.0,2019.0,12500.0,12500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,7.0,2.0,12.0,2019.0,1750.0,1750.0
