"area_familia","modalidad","fecha","canton","provincia","id_fact_oc_cp","id_razon_social","id_fecha","dia","tipo","especialidad_sector","curso_perfil","razon_social","estado","tipo_razon_social","fecha_resolucion","id_curso_perfil","carga_horaria","costo","mes","anio","num_cap_cer","total_ganancias","prediction(total_horas)"
"forestal ecología y medio ambiente","presencial","31-12-2018","quito","pichincha",883.0,1452.0,3.0,31.0,"curso","producción limpia","eficiencia de recursos y producción más limpia","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",470.0,10.0,264.40000000000003,12.0,2018.0,69.59102674719585,32518.159058849335,876.0
"forestal ecología y medio ambiente","presencial","31-12-2018","quito","pichincha",884.0,1452.0,3.0,31.0,"curso","producción limpia","implementación del protocolo de montreal en el ecuador","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",463.0,8.0,528.72,12.0,2018.0,69.59102674719585,32518.159058849335,458.0
"procesos industriales","presencial","31-12-2018","quito","pichincha",885.0,1452.0,3.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","indicadores del sistema de gestión de la seguridad y salud del trabajo","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",466.0,12.0,528.72,12.0,2018.0,69.59102674719585,32518.159058849335,876.0
"administración y legislación","presencial","31-12-2018","quito","pichincha",886.0,1452.0,3.0,31.0,"curso","administración general","metodologías y herramientas para la identificación y fomento de proyectos de emprendimiento","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",467.0,30.0,206.27619047619035,12.0,2018.0,69.59102674719585,32518.159058849335,1840.0
"procesos industriales","presencial","31-12-2018","quito","pichincha",887.0,1452.0,3.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","normativa legal, identificación, evaluación y control de riesgos","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",465.0,32.0,528.64,12.0,2018.0,69.59102674719585,32518.159058849335,2640.0
"forestal ecología y medio ambiente","presencial","31-12-2022","quito","pichincha",1710.0,1452.0,7.0,31.0,"curso","producción limpia","eficiencia de recursos y producción más limpia","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",470.0,10.0,264.40000000000003,12.0,2022.0,69.59102674719585,32518.159058849335,876.0
"administración y legislación","presencial","31-12-2022","quito","pichincha",1711.0,1452.0,7.0,31.0,"curso","administración general","metodologías y herramientas para la identificación y fomento de proyectos de emprendimiento","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",467.0,30.0,206.27619047619035,12.0,2022.0,69.59102674719585,32518.159058849335,1840.0
"forestal ecología y medio ambiente","presencial","31-12-2017","quito","pichincha",1931.0,1452.0,2.0,31.0,"curso","producción limpia","implementación del protocolo de montreal en el ecuador","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",463.0,8.0,528.72,12.0,2017.0,69.59102674719585,32518.159058849335,458.0
"alimentación gastronomía y turismo","presencial","31-12-2018","guayaquil","guayas",942.0,2114.0,3.0,31.0,"curso","panadería y pastelería","pastelería y panadería","valdez macias luis alfredo","calificado","operador de capacitación","10/3/2022",34.0,240.0,3472.8,12.0,2018.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","presencial","31-12-2018","guayaquil","guayas",943.0,2114.0,3.0,31.0,"curso","panadería y pastelería","pastelería y panadería","valdez macias luis alfredo","calificado","operador de capacitación","10/3/2022",36.0,180.0,2604.6,12.0,2018.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","presencial","31-12-2022","guayaquil","guayas",1917.0,2114.0,7.0,31.0,"curso","panadería y pastelería","pastelería y panadería","valdez macias luis alfredo","calificado","operador de capacitación","10/3/2022",34.0,240.0,3472.8,12.0,2022.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","presencial","31-12-2022","guayaquil","guayas",1918.0,2114.0,7.0,31.0,"curso","panadería y pastelería","pastelería y panadería","valdez macias luis alfredo","calificado","operador de capacitación","10/3/2022",36.0,180.0,2604.6,12.0,2022.0,69.59102674719585,32518.159058849335,4332.333333333333
"servicios socioculturales y a la comunidad","presencial","MISSING","manta","manabi",2120.0,1835.0,2143.0,28.0,"curso","salud y medicina","asistencia en fisioterapia y rehabilitación física","rojas robalino paulina jamilett","calificado","operador de capacitación","5/6/2020",1091.0,368.0,529.92,2.0,2023.0,69.59102674719585,32518.159058849335,9568.0
"servicios socioculturales y a la comunidad","presencial","31-12-2020","manta","manabi",804.0,1835.0,5.0,31.0,"curso","salud y medicina","asistencia en fisioterapia y rehabilitación física","rojas robalino paulina jamilett","calificado","operador de capacitación","5/6/2020",1091.0,368.0,529.92,12.0,2020.0,69.59102674719585,32518.159058849335,9568.0
"educación y capacitación","presencial","31-12-2020","manta","manabi",805.0,1835.0,5.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","asistencia en la primera infancia y promoción del desarrollo infantil","rojas robalino paulina jamilett","calificado","operador de capacitación","5/6/2020",1092.0,216.0,99.36,12.0,2020.0,69.59102674719585,32518.159058849335,5616.0
"electricidad y electrónica","presencial","31-12-2020","manta","manabi",806.0,1835.0,5.0,31.0,"curso","electricidad automotriz","electromecánica automotriz e inyección electrónica","rojas robalino paulina jamilett","calificado","operador de capacitación","5/6/2020",1093.0,252.0,2046.24,12.0,2020.0,69.59102674719585,32518.159058849335,5040.0
"tecnologías de la información y comunicación","presencial","31-12-2020","manta","manabi",807.0,1835.0,5.0,31.0,"curso","hardware y equipos","reparación de equipos electrónicos y técnicas de micro electrónica especializada aplicada a los celulares","rojas robalino paulina jamilett","calificado","operador de capacitación","5/6/2020",1094.0,132.0,1190.64,12.0,2020.0,69.59102674719585,32518.159058849335,2508.0
"procesos industriales","online","MISSING","quito","pichincha",2107.0,1932.0,2143.0,28.0,"curso","seguridad prevención de riesgos e higiene industrial","brigadas de primeros auxilios","seguridad industrial pompier chano seinpomep cia. ltda.","calificado","operador de capacitación","29-05-2020",2021.0,8.0,14.72,2.0,2023.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","online","31-12-2020","quito","pichincha",808.0,1932.0,5.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","brigadas de comunicación","seguridad industrial pompier chano seinpomep cia. ltda.","calificado","operador de capacitación","29-05-2020",2022.0,8.0,14.72,12.0,2020.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","online","31-12-2020","quito","pichincha",809.0,1932.0,5.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","brigadas de evacuación y rescate","seguridad industrial pompier chano seinpomep cia. ltda.","calificado","operador de capacitación","29-05-2020",2020.0,8.0,14.72,12.0,2020.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","online","31-12-2020","quito","pichincha",810.0,1932.0,5.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","brigadas de primeros auxilios","seguridad industrial pompier chano seinpomep cia. ltda.","calificado","operador de capacitación","29-05-2020",2021.0,8.0,14.72,12.0,2020.0,69.59102674719585,32518.159058849335,472.0
"tecnologías de la información y comunicación","presencial","31-12-2020","quito","pichincha",811.0,1932.0,5.0,31.0,"curso","control de calidad","metodologías de identificación de riesgos","seguridad industrial pompier chano seinpomep cia. ltda.","calificado","operador de capacitación","29-05-2020",2023.0,12.0,82.51047619047614,12.0,2020.0,69.59102674719585,32518.159058849335,876.0
"actividades tipo servicios","desconocida","31-12-2020","quito","pichincha",812.0,1932.0,5.0,31.0,"perfil","actividades de oficinas principales; actividades de consultoría de gestión","prevención en riesgos laborales","seguridad industrial pompier chano seinpomep cia. ltda.","calificado","operador de capacitación","29-05-2020",7049.0,6.0,250.0,12.0,2020.0,69.59102674719585,32518.159058849335,456.0
"servicios socioculturales y a la comunidad","presencial","MISSING","guayaquil","guayas",2101.0,1063.0,2143.0,28.0,"curso","salud y medicina","procedimientos y técnicas básicas en primeros auxilios","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",45.0,40.0,550.0,2.0,2023.0,69.59102674719585,32518.159058849335,2760.0
"artes y artesanía","presencial","31-12-2019","guayaquil","guayas",1044.0,1063.0,4.0,31.0,"curso","peluquería y belleza barbería y estilismo","belleza profesional","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",42.0,120.0,2799.6,12.0,2019.0,69.59102674719585,32518.159058849335,4332.333333333333
"servicios socioculturales y a la comunidad","presencial","31-12-2019","guayaquil","guayas",1045.0,1063.0,4.0,31.0,"curso","salud y medicina","procedimientos y técnicas básicas en primeros auxilios","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",45.0,40.0,550.0,12.0,2019.0,69.59102674719585,32518.159058849335,2760.0
"servicios socioculturales y a la comunidad","online","31-12-2019","guayaquil","guayas",1046.0,1063.0,4.0,31.0,"curso","salud y medicina","procedimientos y técnicas básicas en primeros auxilios","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",46.0,40.0,140.0,12.0,2019.0,69.59102674719585,32518.159058849335,3040.0
"artes y artesanía","presencial","31-12-2022","guayaquil","guayas",1649.0,1063.0,7.0,31.0,"curso","peluquería y belleza barbería y estilismo","belleza profesional","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",42.0,120.0,2799.6,12.0,2022.0,69.59102674719585,32518.159058849335,4332.333333333333
"servicios socioculturales y a la comunidad","presencial","31-12-2022","guayaquil","guayas",1652.0,1063.0,7.0,31.0,"curso","salud y medicina","procedimientos y técnicas básicas en primeros auxilios","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",45.0,40.0,550.0,12.0,2022.0,69.59102674719585,32518.159058849335,2760.0
"servicios socioculturales y a la comunidad","online","31-12-2022","guayaquil","guayas",1653.0,1063.0,7.0,31.0,"curso","salud y medicina","procedimientos y técnicas básicas en primeros auxilios","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",46.0,40.0,140.0,12.0,2022.0,69.59102674719585,32518.159058849335,3040.0
"artes y artesanía","presencial","31-12-2022","guayaquil","guayas",1648.0,1063.0,7.0,31.0,"curso","peluquería y belleza barbería y estilismo","barber shop, técnicas y estilos","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",44.0,40.0,550.0,12.0,2022.0,69.59102674719585,32518.159058849335,2760.0
"artes y artesanía","presencial","31-12-2022","guayaquil","guayas",1650.0,1063.0,7.0,31.0,"curso","peluquería y belleza barbería y estilismo","colorimetría profesional","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",43.0,50.0,723.5,12.0,2022.0,69.59102674719585,32518.159058849335,2760.0
"administración y legislación","presencial","31-12-2022","guayaquil","guayas",1651.0,1063.0,7.0,31.0,"curso","administración contable y de costos","normas contables y tributarias aplicables al sector comercial","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",41.0,500.0,5835.0,12.0,2022.0,69.59102674719585,32518.159058849335,4332.333333333333
"transporte y logística","presencial","MISSING","quito","pichincha",2184.0,1217.0,2143.0,28.0,"curso","conducción de vehículos terrestres","seguridad vial infantil","instituto tecnologico superior japon","calificado","operador de capacitación","31-01-2022",3294.0,120.0,1982.4,2.0,2023.0,69.59102674719585,32518.159058849335,8580.0
"transporte y logística","presencial","31-12-2019","quito","pichincha",1059.0,1217.0,4.0,31.0,"curso","conducción de vehículos terrestres","seguridad vial infantil","instituto tecnologico superior japon","calificado","operador de capacitación","31-01-2022",3294.0,120.0,1982.4,12.0,2019.0,69.59102674719585,32518.159058849335,8580.0
"transporte y logística","presencial","31-12-2019","quito","pichincha",1060.0,1217.0,4.0,31.0,"curso","conducción de vehículos terrestres","seguridad vial infantil","instituto tecnologico superior japon","calificado","operador de capacitación","31-01-2022",3295.0,120.0,2799.6,12.0,2019.0,69.59102674719585,32518.159058849335,8580.0
"enseñanza","desconocida","31-12-2019","portoviejo","manabi",945.0,28.0,4.0,31.0,"perfil","otros tipos de enseñanza n.c.p","formación de formadores","administrativa, ambiental, financiera, legal guadamud&giler consultconfianza s.a.","calificado","operador de capacitación","20-02-2019",5676.0,6.0,250.0,12.0,2019.0,69.59102674719585,32518.159058849335,1536.0
"administración y legislación","presencial","31-12-2019","portoviejo","manabi",946.0,28.0,4.0,31.0,"curso","administración general","planificación y administración de una cooperativa","administrativa, ambiental, financiera, legal guadamud&giler consultconfianza s.a.","calificado","operador de capacitación","20-02-2019",614.0,20.0,1187.4,12.0,2019.0,69.59102674719585,32518.159058849335,680.0
"educación y capacitación","virtual","31-12-2019","quito","pichincha",1010.0,679.0,4.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de formadores","edukre centro de capacitación y soluciones elearning cia ltda","calificado","operador de capacitación","28-01-2022",3131.0,120.0,69.6,12.0,2019.0,69.59102674719585,32518.159058849335,8640.0
"educación y capacitación","virtual","31-12-2022","quito","pichincha",1547.0,679.0,7.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de formadores","edukre centro de capacitación y soluciones elearning cia ltda","calificado","operador de capacitación","28-01-2022",3131.0,120.0,69.6,12.0,2022.0,69.59102674719585,32518.159058849335,8640.0
"procesos industriales","virtual","31-12-2022","quito","pichincha",1548.0,679.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgos laborales","edukre centro de capacitación y soluciones elearning cia ltda","calificado","operador de capacitación","28-01-2022",3133.0,60.0,222.6,12.0,2022.0,69.59102674719585,32518.159058849335,2640.0
"otras actividades de servicios","desconocida","31-12-2019","quito","pichincha",1043.0,998.0,4.0,31.0,"perfil","actividades de peluquería y otros tratamientos de belleza","peluquería y estética","haro guanga pola irlanda","calificado","operador de capacitación","15-12-2021",5703.0,6.0,250.0,12.0,2019.0,69.59102674719585,32518.159058849335,426.0
"tecnologías de la información y comunicación","online","31-12-2019","manta","manabi",1047.0,1153.0,4.0,31.0,"curso","software especializado","curso básico de autocad","instituto superior tecnológico luis arboleda martínez - manta","calificado","operador de capacitación","7/11/2019",3333.0,40.0,266.4,12.0,2019.0,69.59102674719585,32518.159058849335,2508.0
"procesos industriales","presencial","31-12-2019","manta","manabi",1048.0,1153.0,4.0,31.0,"curso","automatización industrial y robótica","curso básico de programación de plc (controladores lógicos programables)","instituto superior tecnológico luis arboleda martínez - manta","calificado","operador de capacitación","7/11/2019",3325.0,40.0,75.19999999999999,12.0,2019.0,69.59102674719585,32518.159058849335,2136.0
"procesos industriales","online","31-12-2019","manta","manabi",1049.0,1153.0,4.0,31.0,"curso","automatización industrial y robótica","curso básico de programación de plc (controladores lógicos programables)","instituto superior tecnológico luis arboleda martínez - manta","calificado","operador de capacitación","7/11/2019",3334.0,40.0,60.0,12.0,2019.0,69.59102674719585,32518.159058849335,2136.0
"administración y legislación","online","31-12-2019","manta","manabi",1050.0,1153.0,4.0,31.0,"curso","gestión del talento humano","curso de liderazgo","instituto superior tecnológico luis arboleda martínez - manta","calificado","operador de capacitación","7/11/2019",3332.0,40.0,60.0,12.0,2019.0,69.59102674719585,32518.159058849335,1680.0
"tecnologías de la información y comunicación","presencial","31-12-2019","manta","manabi",1051.0,1153.0,4.0,31.0,"curso","redes","excel intermedio","instituto superior tecnológico luis arboleda martínez - manta","calificado","operador de capacitación","7/11/2019",3327.0,40.0,360.8,12.0,2019.0,69.59102674719585,32518.159058849335,2508.0
"tecnologías de la información y comunicación","online","31-12-2019","manta","manabi",1052.0,1153.0,4.0,31.0,"curso","programas de escritorio","excel intermedio","instituto superior tecnológico luis arboleda martínez - manta","calificado","operador de capacitación","7/11/2019",3330.0,40.0,266.4,12.0,2019.0,69.59102674719585,32518.159058849335,2508.0
"alimentación gastronomía y turismo","presencial","31-12-2019","quito","pichincha",1061.0,1264.0,4.0,31.0,"curso","catering y servicio de bar y comedores","bases para la administración de bares y comedores estudiantiles","jativa diaz karina del rocio","calificado","operador de capacitación","12/9/2022",2664.0,40.0,528.8000000000001,12.0,2019.0,69.59102674719585,32518.159058849335,2480.0
"alimentación gastronomía y turismo","presencial","31-12-2019","quito","pichincha",1062.0,1264.0,4.0,31.0,"curso","catering y servicio de bar y comedores","preparación de menús para bares escolares","jativa diaz karina del rocio","calificado","operador de capacitación","12/9/2022",2663.0,40.0,528.8000000000001,12.0,2019.0,69.59102674719585,32518.159058849335,2480.0
"alimentación gastronomía y turismo","presencial","31-12-2022","quito","pichincha",1681.0,1264.0,7.0,31.0,"curso","catering y servicio de bar y comedores","bases para la administración de bares y comedores estudiantiles","jativa diaz karina del rocio","calificado","operador de capacitación","12/9/2022",2664.0,40.0,528.8000000000001,12.0,2022.0,69.59102674719585,32518.159058849335,2480.0
"alimentación gastronomía y turismo","presencial","31-12-2022","quito","pichincha",1682.0,1264.0,7.0,31.0,"curso","catering y servicio de bar y comedores","preparación de menús para bares escolares","jativa diaz karina del rocio","calificado","operador de capacitación","12/9/2022",2663.0,40.0,528.8000000000001,12.0,2022.0,69.59102674719585,32518.159058849335,2480.0
"alimentación gastronomía y turismo","presencial","31-12-2022","quito","pichincha",1680.0,1264.0,7.0,31.0,"curso","catering y servicio de bar y comedores","atención para bares y comedores estudiantiles","jativa diaz karina del rocio","calificado","operador de capacitación","12/9/2022",2662.0,40.0,528.8000000000001,12.0,2022.0,69.59102674719585,32518.159058849335,2480.0
"administración y legislación","presencial","31-12-2019","manta","manabi",1071.0,1356.0,4.0,31.0,"curso","administración general","contabilidad básica","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",1773.0,12.0,1187.52,12.0,2019.0,69.59102674719585,32518.159058849335,396.0
"industria agropecuaria","presencial","31-12-2019","manta","manabi",1072.0,1356.0,4.0,31.0,"curso","conglomerados agroindustriales","productos elaborados de soya","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",1790.0,30.0,290.1,12.0,2019.0,69.59102674719585,32518.159058849335,2220.0
"alimentación gastronomía y turismo","presencial","31-12-2019","manta","manabi",1073.0,1356.0,4.0,31.0,"curso","repostería y confitería","técnicas de repostería","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",1783.0,18.0,146.16,12.0,2019.0,69.59102674719585,32518.159058849335,2136.0
"industria agropecuaria","presencial","31-12-2022","manta","manabi",1694.0,1356.0,7.0,31.0,"curso","conglomerados agroindustriales","productos elaborados de soya","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",1790.0,30.0,290.1,12.0,2022.0,69.59102674719585,32518.159058849335,2220.0
"alimentación gastronomía y turismo","presencial","31-12-2022","manta","manabi",1695.0,1356.0,7.0,31.0,"curso","repostería y confitería","técnicas de repostería","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",1783.0,18.0,146.16,12.0,2022.0,69.59102674719585,32518.159058849335,2136.0
"alimentación gastronomía y turismo","presencial","31-12-2022","manta","manabi",1688.0,1356.0,7.0,31.0,"curso","elaboración tecnología y producción de alimentos","buenas prácticas de manufactura-bpm","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",1778.0,40.0,75.19999999999999,12.0,2022.0,69.59102674719585,32518.159058849335,2136.0
"alimentación gastronomía y turismo","presencial","31-12-2022","manta","manabi",1689.0,1356.0,7.0,31.0,"curso","repostería y confitería","chocolatería básica","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",1785.0,18.0,146.16,12.0,2022.0,69.59102674719585,32518.159058849335,2136.0
"educación y capacitación","presencial","31-12-2022","manta","manabi",1690.0,1356.0,7.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de facilitadores","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",1787.0,40.0,150.0,12.0,2022.0,69.59102674719585,32518.159058849335,2136.0
"alimentación gastronomía y turismo","presencial","31-12-2022","manta","manabi",1691.0,1356.0,7.0,31.0,"curso","elaboración tecnología y producción de alimentos","manipulación de alimentos","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",1779.0,40.0,200.0,12.0,2022.0,69.59102674719585,32518.159058849335,2136.0
"finanzas comercio y ventas","presencial","31-12-2022","manta","manabi",1692.0,1356.0,7.0,31.0,"curso","marketing y ventas","marketing y comercialización","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",1786.0,12.0,22.56,12.0,2022.0,69.59102674719585,32518.159058849335,396.0
"alimentación gastronomía y turismo","presencial","31-12-2022","manta","manabi",1693.0,1356.0,7.0,31.0,"curso","panadería y pastelería","panadería y pastelería comercial","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",1782.0,16.0,129.92,12.0,2022.0,69.59102674719585,32518.159058849335,2136.0
"procesos industriales","presencial","31-12-2019","samborondon","sin provincia",1120.0,1584.0,4.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgos laborales","nsf ecuador s.a.","calificado","operador de capacitación","21-03-2021",2314.0,10.0,475.6,12.0,2019.0,69.59102674719585,32518.159058849335,558.0
"procesos industriales","presencial","31-12-2019","samborondon","sin provincia",1172.0,2088.0,4.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgos psicosociales","universidad particular de especialidades espiritu santo","calificado","operador de capacitación","15-11-2021",4925.0,40.0,550.0,12.0,2019.0,69.59102674719585,32518.159058849335,600.0
"procesos industriales","presencial","31-12-2019","samborondon","sin provincia",1173.0,2088.0,4.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgos psicosociales","universidad particular de especialidades espiritu santo","calificado","operador de capacitación","15-11-2021",4926.0,40.0,760.8,12.0,2019.0,69.59102674719585,32518.159058849335,600.0
"procesos industriales","presencial","31-12-2019","samborondon","sin provincia",1174.0,2088.0,4.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","sistema de gestión de seguridad y salud laboral","universidad particular de especialidades espiritu santo","calificado","operador de capacitación","15-11-2021",4921.0,18.0,247.5,12.0,2019.0,69.59102674719585,32518.159058849335,558.0
"procesos industriales","presencial","31-12-2019","samborondon","sin provincia",1175.0,2088.0,4.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","sistema de gestión de seguridad y salud laboral","universidad particular de especialidades espiritu santo","calificado","operador de capacitación","15-11-2021",4922.0,18.0,761.04,12.0,2019.0,69.59102674719585,32518.159058849335,558.0
"procesos industriales","online","31-12-2020","quito","pichincha",795.0,342.0,5.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgos laborales","capacitalibertad s.a.","calificado","operador de capacitación","27-04-2020",1685.0,20.0,36.8,12.0,2020.0,69.59102674719585,32518.159058849335,1617.0
"construcción e infraestructura","virtual","31-12-2020","MISSING","imbabura",796.0,472.0,5.0,31.0,"curso","tecnología de la construcción","presentación de proyectos arquitectónicos - revit bim 1.0","chamorro chamorro wilfrido orlando","calificado","operador de capacitación","28-12-2020",1231.0,40.0,463.6,12.0,2020.0,69.59102674719585,32518.159058849335,1680.0
"administración y legislación","presencial","31-12-2020","quito","pichincha",800.0,1559.0,5.0,31.0,"curso","gestión de la calidad","auditoría interna según iso 19011:2011. directrices para la auditoría de sistemas de gestión","narvaez benitez abrahan mauricio","calificado","operador de capacitación","10/2/2020",885.0,24.0,165.02095238095228,12.0,2020.0,69.59102674719585,32518.159058849335,1752.0
"administración y legislación","presencial","31-12-2020","quito","pichincha",801.0,1559.0,5.0,31.0,"curso","gestión de la calidad","norma de calidad iso 9001:2015. sistemas de gestión de calidad-requisitos","narvaez benitez abrahan mauricio","calificado","operador de capacitación","10/2/2020",884.0,16.0,110.0139682539682,12.0,2020.0,69.59102674719585,32518.159058849335,1264.0
"artes y artesanía","presencial","31-12-2022","santo domingo","santo domingo de los tsachilas",1177.0,38.0,7.0,31.0,"curso","peluquería y belleza barbería y estilismo","make up tendencias","aguilera mora sandra magaly","calificado","operador de capacitación","15-08-2022",3474.0,40.0,75.19999999999999,12.0,2022.0,69.59102674719585,32518.159058849335,1040.0
"artes y artesanía","presencial","31-12-2022","santo domingo","santo domingo de los tsachilas",1178.0,38.0,7.0,31.0,"curso","peluquería y belleza barbería y estilismo","nuevas tendencias en uñas","aguilera mora sandra magaly","calificado","operador de capacitación","15-08-2022",3467.0,40.0,75.19999999999999,12.0,2022.0,69.59102674719585,32518.159058849335,1040.0
"otras actividades de servicios","desconocida","31-12-2022","santo domingo","santo domingo de los tsachilas",1179.0,38.0,7.0,31.0,"perfil","actividades de peluquería y otros tratamientos de belleza","peluquería y estética","aguilera mora sandra magaly","calificado","operador de capacitación","15-08-2022",5817.0,6.0,250.0,12.0,2022.0,69.59102674719585,32518.159058849335,264.0
"artes y artesanía","presencial","31-12-2022","santo domingo","santo domingo de los tsachilas",1180.0,38.0,7.0,31.0,"curso","peluquería y belleza barbería y estilismo","técnicas de alisado","aguilera mora sandra magaly","calificado","operador de capacitación","15-08-2022",3473.0,40.0,200.0,12.0,2022.0,69.59102674719585,32518.159058849335,1040.0
"tecnologías de la información y comunicación","virtual","31-12-2022","quito","pichincha",1181.0,157.0,7.0,31.0,"curso","control de calidad","implementación del 'esquema gubernamental de seguridad de la información 2.0' - (egsi 2.0)","audetic-ec cia.ltda.","calificado","operador de capacitación","28-09-2022",1227.0,24.0,89.03999999999999,12.0,2022.0,69.59102674719585,32518.159058849335,1752.0
"transporte y logística","presencial","31-12-2022","quito","pichincha",1182.0,161.0,7.0,31.0,"curso","conducción de vehículos terrestres","educación y seguridad vial conducción defensiva","automovil club del ecuador aneta","calificado","operador de capacitación","15-02-2022",2031.0,12.0,528.72,12.0,2022.0,69.59102674719585,32518.159058849335,876.0
"comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","desconocida","31-12-2022","quito","pichincha",1183.0,162.0,7.0,31.0,"perfil","mantenimiento y reparación de vehículos automotores","mantenimiento de vehículos automotores","autotrain sa","calificado","operador de capacitación","27-06-2022",5711.0,6.0,250.0,12.0,2022.0,69.59102674719585,32518.159058849335,426.0
"administración y legislación","presencial","31-12-2022","quito","pichincha",1191.0,247.0,7.0,31.0,"curso","gestión del talento humano","administración del talento humano","bravo intriago annabell cristina","calificado","operador de capacitación","9/5/2022",243.0,20.0,137.51746031746023,12.0,2022.0,69.59102674719585,32518.159058849335,1752.0
"procesos industriales","presencial","31-12-2022","quito","pichincha",1192.0,247.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","brigadas de emergencias","bravo intriago annabell cristina","calificado","operador de capacitación","9/5/2022",270.0,16.0,528.8,12.0,2022.0,69.59102674719585,32518.159058849335,1512.0
"administración y legislación","presencial","31-12-2022","quito","pichincha",1193.0,247.0,7.0,31.0,"curso","administración contable y de costos","contabilidad gubernamental","bravo intriago annabell cristina","calificado","operador de capacitación","9/5/2022",254.0,24.0,165.02095238095228,12.0,2022.0,69.59102674719585,32518.159058849335,1752.0
"administración y legislación","presencial","31-12-2022","quito","pichincha",1194.0,247.0,7.0,31.0,"curso","administración general","contratación y compras públicas","bravo intriago annabell cristina","calificado","operador de capacitación","9/5/2022",239.0,120.0,825.1047619047614,12.0,2022.0,69.59102674719585,32518.159058849335,8580.0
"administración y legislación","presencial","31-12-2022","quito","pichincha",1195.0,247.0,7.0,31.0,"curso","gestión del talento humano","dirección y liderazgo","bravo intriago annabell cristina","calificado","operador de capacitación","9/5/2022",272.0,16.0,110.0139682539682,12.0,2022.0,69.59102674719585,32518.159058849335,1264.0
"administración y legislación","presencial","31-12-2022","quito","pichincha",1196.0,247.0,7.0,31.0,"curso","gestión del talento humano","evaluación de desempeño del talento humano","bravo intriago annabell cristina","calificado","operador de capacitación","9/5/2022",244.0,20.0,137.51746031746023,12.0,2022.0,69.59102674719585,32518.159058849335,1752.0
