"estado","canton","provincia","id_fact_oec_rs","id_razon_social","id_fecha","volumen_porcentaje_asistencia","volumen_horas","fecha","razon_social","tipo_razon_social","fecha_resolucion","volumen_cer","volumen_ganancias","total_perfiles","dia","mes","anio","prediction(volumen_horas)"
"habilitado","latacunga","cotopaxi",10452.0,666.0,1358.0,0.0,42.0,"20-05-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",7.0,1750.0,1.0,20.0,5.0,2019.0,42.0
"habilitado","latacunga","cotopaxi",10555.0,666.0,1819.0,0.0,12.0,"26-11-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,26.0,11.0,2018.0,12.0
"habilitado","latacunga","cotopaxi",10584.0,666.0,1930.0,0.0,114.0,"28-06-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",19.0,4750.0,2.0,28.0,6.0,2018.0,114.0
"habilitado","latacunga","cotopaxi",10596.0,666.0,1986.0,0.0,240.0,"29-04-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",40.0,10000.0,2.0,29.0,4.0,2019.0,240.0
"habilitado","latacunga","cotopaxi",10220.0,666.0,305.0,0.0,6.0,"05-04-2021","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,5.0,4.0,2021.0,6.0
"habilitado","latacunga","cotopaxi",10221.0,666.0,306.0,0.0,12.0,"05-04-2022","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,5.0,4.0,2022.0,12.0
"habilitado","latacunga","cotopaxi",10283.0,666.0,587.0,0.0,6.0,"09-05-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,9.0,5.0,2019.0,6.0
"habilitado","latacunga","cotopaxi",10359.0,666.0,921.0,0.0,24.0,"14-01-2022","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",4.0,1000.0,2.0,14.0,1.0,2022.0,24.0
"habilitado","latacunga","cotopaxi",10392.0,666.0,1062.0,0.0,6.0,"16-02-2022","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,16.0,2.0,2022.0,6.0
"habilitado","latacunga","cotopaxi",10499.0,666.0,1551.0,0.0,24.0,"22-12-2021","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",4.0,1000.0,1.0,22.0,12.0,2021.0,24.0
"habilitado","latacunga","cotopaxi",10517.0,666.0,1626.0,0.0,12.0,"24-01-2022","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,2.0,24.0,1.0,2022.0,12.0
"habilitado","latacunga","cotopaxi",10529.0,666.0,1702.0,0.0,12.0,"25-02-2022","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,2.0,25.0,2.0,2022.0,12.0
"habilitado","latacunga","cotopaxi",10603.0,666.0,2005.0,0.0,6.0,"29-07-2021","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,29.0,7.0,2021.0,6.0
"habilitado","latacunga","cotopaxi",10281.0,666.0,582.0,0.0,30.0,"09-04-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",5.0,1250.0,1.0,9.0,4.0,2019.0,30.0
"habilitado","latacunga","cotopaxi",10479.0,666.0,1493.0,0.0,12.0,"22-03-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,22.0,3.0,2019.0,12.0
"habilitado","latacunga","cotopaxi",10549.0,666.0,1796.0,0.0,6.0,"26-07-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,26.0,7.0,2019.0,6.0
"habilitado","latacunga","cotopaxi",10627.0,666.0,2113.0,0.0,12.0,"31-05-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,31.0,5.0,2019.0,12.0
"habilitado","latacunga","cotopaxi",10216.0,666.0,280.0,0.0,6.0,"04-12-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,4.0,12.0,2019.0,6.0
"habilitado","latacunga","cotopaxi",10615.0,666.0,2066.0,0.0,12.0,"30-07-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,30.0,7.0,2019.0,12.0
"habilitado","latacunga","cotopaxi",10208.0,666.0,241.0,0.0,12.0,"04-06-2021","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,2.0,4.0,6.0,2021.0,12.0
"habilitado","latacunga","cotopaxi",10345.0,666.0,875.0,0.0,18.0,"13-05-2022","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",3.0,750.0,2.0,13.0,5.0,2022.0,18.0
"habilitado","latacunga","cotopaxi",10441.0,666.0,1295.0,0.0,6.0,"19-07-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,19.0,7.0,2018.0,6.0
"habilitado","latacunga","cotopaxi",10178.0,666.0,68.0,0.0,12.0,"02-01-2020","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,2.0,2.0,1.0,2020.0,12.0
"habilitado","latacunga","cotopaxi",10228.0,666.0,343.0,0.0,6.0,"05-11-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,5.0,11.0,2018.0,6.0
"habilitado","latacunga","cotopaxi",10276.0,666.0,551.0,0.0,42.0,"08-11-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",7.0,1750.0,1.0,8.0,11.0,2018.0,42.0
"habilitado","latacunga","cotopaxi",10288.0,666.0,620.0,0.0,6.0,"09-11-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,9.0,11.0,2018.0,6.0
"habilitado","latacunga","cotopaxi",10383.0,666.0,1022.0,0.0,12.0,"15-08-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,15.0,8.0,2018.0,12.0
"habilitado","latacunga","cotopaxi",10457.0,666.0,1384.0,0.0,6.0,"20-09-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,20.0,9.0,2018.0,6.0
"habilitado","latacunga","cotopaxi",10558.0,666.0,1838.0,0.0,84.0,"27-02-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",14.0,3500.0,1.0,27.0,2.0,2019.0,84.0
"habilitado","latacunga","cotopaxi",10564.0,666.0,1866.0,0.0,24.0,"27-07-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",4.0,1000.0,1.0,27.0,7.0,2018.0,24.0
"habilitado","latacunga","cotopaxi",10611.0,666.0,2056.0,0.0,24.0,"30-05-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",4.0,1000.0,1.0,30.0,5.0,2019.0,24.0
"habilitado","latacunga","cotopaxi",10626.0,666.0,2112.0,0.0,48.0,"31-05-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",8.0,2000.0,1.0,31.0,5.0,2018.0,48.0
"habilitado","latacunga","cotopaxi",10181.0,666.0,99.0,0.0,6.0,"02-07-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,2.0,7.0,2019.0,6.0
"habilitado","latacunga","cotopaxi",10191.0,666.0,145.0,0.0,90.0,"03-02-2021","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",15.0,3750.0,1.0,3.0,2.0,2021.0,90.0
"habilitado","latacunga","cotopaxi",10210.0,666.0,245.0,0.0,12.0,"04-07-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,4.0,7.0,2019.0,12.0
"habilitado","latacunga","cotopaxi",10328.0,666.0,812.0,0.0,12.0,"12-07-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,12.0,7.0,2018.0,12.0
"habilitado","latacunga","cotopaxi",10349.0,666.0,890.0,0.0,24.0,"13-08-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",4.0,1000.0,1.0,13.0,8.0,2019.0,24.0
"habilitado","latacunga","cotopaxi",10586.0,666.0,1945.0,0.0,18.0,"28-08-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",3.0,750.0,1.0,28.0,8.0,2019.0,18.0
"habilitado","latacunga","cotopaxi",10168.0,666.0,17.0,0.0,210.0,"01-04-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",35.0,8750.0,1.0,1.0,4.0,2019.0,210.0
"habilitado","latacunga","cotopaxi",10175.0,666.0,49.0,0.0,138.0,"01-10-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",23.0,5750.0,2.0,1.0,10.0,2018.0,138.0
"habilitado","latacunga","cotopaxi",10187.0,666.0,132.0,0.0,114.0,"02-12-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",19.0,4750.0,4.0,2.0,12.0,2019.0,114.0
"habilitado","latacunga","cotopaxi",10200.0,666.0,192.0,0.0,150.0,"03-10-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",25.0,6250.0,1.0,3.0,10.0,2019.0,150.0
"habilitado","latacunga","cotopaxi",10204.0,666.0,217.0,0.0,96.0,"04-02-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",16.0,4000.0,1.0,4.0,2.0,2019.0,96.0
"habilitado","latacunga","cotopaxi",10207.0,666.0,240.0,0.0,6.0,"04-06-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,4.0,6.0,2019.0,6.0
"habilitado","latacunga","cotopaxi",10230.0,666.0,351.0,0.0,12.0,"05-12-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,5.0,12.0,2019.0,12.0
"habilitado","latacunga","cotopaxi",10237.0,666.0,388.0,0.0,84.0,"06-06-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",14.0,3500.0,1.0,6.0,6.0,2019.0,84.0
"habilitado","latacunga","cotopaxi",10244.0,666.0,403.0,0.0,96.0,"06-09-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",16.0,4000.0,1.0,6.0,9.0,2018.0,96.0
"habilitado","latacunga","cotopaxi",10247.0,666.0,420.0,0.0,6.0,"06-12-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,6.0,12.0,2018.0,6.0
"habilitado","latacunga","cotopaxi",10258.0,666.0,463.0,0.0,270.0,"07-08-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",45.0,11250.0,1.0,7.0,8.0,2018.0,270.0
"habilitado","latacunga","cotopaxi",10333.0,666.0,824.0,0.0,30.0,"12-09-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",5.0,1250.0,1.0,12.0,9.0,2018.0,30.0
"habilitado","latacunga","cotopaxi",10335.0,666.0,838.0,0.0,6.0,"12-11-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,12.0,11.0,2019.0,6.0
"habilitado","latacunga","cotopaxi",10350.0,666.0,896.0,0.0,12.0,"13-09-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,13.0,9.0,2018.0,12.0
"habilitado","latacunga","cotopaxi",10356.0,666.0,914.0,0.0,60.0,"13-12-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",10.0,2500.0,1.0,13.0,12.0,2018.0,60.0
"habilitado","latacunga","cotopaxi",10368.0,666.0,954.0,0.0,150.0,"14-08-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",25.0,6250.0,1.0,14.0,8.0,2018.0,150.0
"habilitado","latacunga","cotopaxi",10415.0,666.0,1168.0,0.0,42.0,"17-09-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",7.0,1750.0,1.0,17.0,9.0,2018.0,42.0
"habilitado","latacunga","cotopaxi",10417.0,666.0,1186.0,0.0,30.0,"17-12-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",5.0,1250.0,1.0,17.0,12.0,2018.0,30.0
"habilitado","latacunga","cotopaxi",10419.0,666.0,1200.0,0.0,12.0,"18-02-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,18.0,2.0,2019.0,12.0
"habilitado","latacunga","cotopaxi",10421.0,666.0,1204.0,0.0,78.0,"18-03-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",13.0,3250.0,2.0,18.0,3.0,2019.0,78.0
"habilitado","latacunga","cotopaxi",10427.0,666.0,1218.0,0.0,12.0,"18-06-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,18.0,6.0,2018.0,12.0
"habilitado","latacunga","cotopaxi",10447.0,666.0,1322.0,0.0,48.0,"19-11-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",8.0,2000.0,1.0,19.0,11.0,2018.0,48.0
"habilitado","latacunga","cotopaxi",10458.0,666.0,1396.0,0.0,24.0,"20-11-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",4.0,1000.0,1.0,20.0,11.0,2018.0,24.0
"habilitado","latacunga","cotopaxi",10465.0,666.0,1421.0,0.0,18.0,"21-03-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",3.0,750.0,1.0,21.0,3.0,2019.0,18.0
"habilitado","latacunga","cotopaxi",10474.0,666.0,1468.0,0.0,24.0,"21-11-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",4.0,1000.0,1.0,21.0,11.0,2018.0,24.0
"habilitado","latacunga","cotopaxi",10500.0,666.0,1554.0,0.0,6.0,"23-01-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,23.0,1.0,2019.0,6.0
"habilitado","latacunga","cotopaxi",10504.0,666.0,1576.0,0.0,54.0,"23-05-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",9.0,2250.0,1.0,23.0,5.0,2018.0,54.0
"habilitado","latacunga","cotopaxi",10516.0,666.0,1623.0,0.0,30.0,"24-01-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",5.0,1250.0,1.0,24.0,1.0,2019.0,30.0
"habilitado","latacunga","cotopaxi",10518.0,666.0,1642.0,0.0,12.0,"24-04-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,24.0,4.0,2019.0,12.0
"habilitado","latacunga","cotopaxi",10519.0,666.0,1646.0,0.0,6.0,"24-05-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,24.0,5.0,2018.0,6.0
"habilitado","latacunga","cotopaxi",10521.0,666.0,1651.0,0.0,270.0,"24-06-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",45.0,11250.0,2.0,24.0,6.0,2019.0,270.0
"habilitado","latacunga","cotopaxi",10525.0,666.0,1673.0,0.0,30.0,"24-10-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",5.0,1250.0,2.0,24.0,10.0,2018.0,30.0
"habilitado","latacunga","cotopaxi",10530.0,666.0,1704.0,0.0,96.0,"25-03-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",16.0,4000.0,1.0,25.0,3.0,2019.0,96.0
"habilitado","latacunga","cotopaxi",10536.0,666.0,1735.0,0.0,6.0,"25-08-2021","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,25.0,8.0,2021.0,6.0
"habilitado","latacunga","cotopaxi",10537.0,666.0,1737.0,0.0,36.0,"25-09-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",6.0,1500.0,1.0,25.0,9.0,2018.0,36.0
"habilitado","latacunga","cotopaxi",10538.0,666.0,1743.0,0.0,186.0,"25-10-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",31.0,7750.0,1.0,25.0,10.0,2018.0,186.0
"habilitado","latacunga","cotopaxi",10561.0,666.0,1855.0,0.0,228.0,"27-05-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",38.0,9500.0,1.0,27.0,5.0,2019.0,228.0
"habilitado","latacunga","cotopaxi",10630.0,666.0,2130.0,0.0,30.0,"31-10-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",5.0,1250.0,1.0,31.0,10.0,2018.0,30.0
"habilitado","latacunga","cotopaxi",10170.0,666.0,25.0,0.0,12.0,"01-06-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,1.0,6.0,2018.0,12.0
"habilitado","latacunga","cotopaxi",10173.0,666.0,35.0,0.0,174.0,"01-08-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",29.0,7250.0,1.0,1.0,8.0,2018.0,174.0
"habilitado","latacunga","cotopaxi",10227.0,666.0,338.0,0.0,18.0,"05-10-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",3.0,750.0,1.0,5.0,10.0,2018.0,18.0
"habilitado","latacunga","cotopaxi",10248.0,666.0,421.0,0.0,6.0,"06-12-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,6.0,12.0,2019.0,6.0
"habilitado","latacunga","cotopaxi",10273.0,666.0,531.0,0.0,114.0,"08-08-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",19.0,4750.0,1.0,8.0,8.0,2018.0,114.0
"habilitado","latacunga","cotopaxi",10425.0,666.0,1214.0,0.0,48.0,"18-05-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",8.0,2000.0,1.0,18.0,5.0,2018.0,48.0
"habilitado","latacunga","cotopaxi",10470.0,666.0,1450.0,0.0,78.0,"21-08-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",13.0,3250.0,1.0,21.0,8.0,2018.0,78.0
"habilitado","latacunga","cotopaxi",10486.0,666.0,1509.0,0.0,42.0,"22-06-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",7.0,1750.0,2.0,22.0,6.0,2018.0,42.0
"habilitado","latacunga","cotopaxi",10511.0,666.0,1606.0,0.0,168.0,"23-10-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",28.0,7000.0,1.0,23.0,10.0,2018.0,168.0
"habilitado","latacunga","cotopaxi",10534.0,666.0,1725.0,0.0,198.0,"25-07-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",33.0,8250.0,1.0,25.0,7.0,2018.0,198.0
"habilitado","latacunga","cotopaxi",10554.0,666.0,1814.0,0.0,6.0,"26-10-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,26.0,10.0,2018.0,6.0
"habilitado","latacunga","cotopaxi",10566.0,666.0,1872.0,0.0,6.0,"27-08-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,27.0,8.0,2018.0,6.0
"habilitado","latacunga","cotopaxi",10569.0,666.0,1879.0,0.0,12.0,"27-09-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,27.0,9.0,2018.0,12.0
"habilitado","latacunga","cotopaxi",10616.0,666.0,2072.0,0.0,156.0,"30-08-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",26.0,6500.0,1.0,30.0,8.0,2018.0,156.0
"habilitado","latacunga","cotopaxi",10513.0,666.0,1612.0,0.0,24.0,"23-11-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",4.0,1000.0,1.0,23.0,11.0,2018.0,24.0
"habilitado","latacunga","cotopaxi",10531.0,666.0,1710.0,0.0,6.0,"25-04-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,25.0,4.0,2019.0,6.0
"habilitado","latacunga","cotopaxi",10572.0,666.0,1887.0,0.0,24.0,"27-10-2020","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",4.0,1000.0,1.0,27.0,10.0,2020.0,24.0
"habilitado","latacunga","cotopaxi",10590.0,666.0,1963.0,0.0,42.0,"28-11-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",7.0,1750.0,1.0,28.0,11.0,2018.0,42.0
"habilitado","latacunga","cotopaxi",10324.0,666.0,773.0,0.0,6.0,"11-12-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,11.0,12.0,2019.0,6.0
"habilitado","latacunga","cotopaxi",10475.0,666.0,1469.0,0.0,36.0,"21-11-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",6.0,1500.0,2.0,21.0,11.0,2019.0,36.0
"habilitado","latacunga","cotopaxi",10592.0,666.0,1970.0,0.0,24.0,"28-12-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",4.0,1000.0,1.0,28.0,12.0,2019.0,24.0
"habilitado","latacunga","cotopaxi",10256.0,666.0,451.0,0.0,6.0,"07-06-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,7.0,6.0,2018.0,6.0
"habilitado","latacunga","cotopaxi",10395.0,666.0,1076.0,0.0,12.0,"16-05-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,2.0,16.0,5.0,2018.0,12.0
"habilitado","latacunga","cotopaxi",10546.0,666.0,1788.0,0.0,48.0,"26-06-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",8.0,2000.0,1.0,26.0,6.0,2018.0,48.0
"habilitado","latacunga","cotopaxi",10280.0,666.0,578.0,0.0,84.0,"09-03-2021","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",14.0,3500.0,1.0,9.0,3.0,2021.0,84.0
"habilitado","latacunga","cotopaxi",10293.0,666.0,652.0,0.0,12.0,"10-04-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,10.0,4.0,2019.0,12.0
"habilitado","latacunga","cotopaxi",10239.0,666.0,392.0,0.0,12.0,"06-07-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",2.0,500.0,1.0,6.0,7.0,2018.0,12.0
"habilitado","latacunga","cotopaxi",10367.0,666.0,952.0,0.0,102.0,"14-07-2022","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",17.0,4250.0,4.0,14.0,7.0,2022.0,102.0
"habilitado","latacunga","cotopaxi",10378.0,666.0,1001.0,0.0,30.0,"15-04-2021","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",5.0,1250.0,1.0,15.0,4.0,2021.0,30.0
"habilitado","latacunga","cotopaxi",10286.0,666.0,596.0,0.0,96.0,"09-07-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",16.0,4000.0,1.0,9.0,7.0,2018.0,96.0
"habilitado","latacunga","cotopaxi",10379.0,666.0,1005.0,0.0,6.0,"15-05-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,15.0,5.0,2019.0,6.0
"habilitado","latacunga","cotopaxi",10212.0,666.0,264.0,0.0,168.0,"04-10-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",28.0,7000.0,1.0,4.0,10.0,2019.0,168.0
"habilitado","latacunga","cotopaxi",10271.0,666.0,525.0,0.0,246.0,"08-07-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",41.0,10250.0,1.0,8.0,7.0,2019.0,246.0
"habilitado","latacunga","cotopaxi",10344.0,666.0,874.0,0.0,6.0,"13-05-2021","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",1.0,250.0,1.0,13.0,5.0,2021.0,6.0
"habilitado","latacunga","cotopaxi",10353.0,666.0,905.0,0.0,24.0,"13-10-2021","econstrucciones riego y seguridad industrial seprytsa s.a.","organismo evaluador de la conformidad","11/5/2020",4.0,1000.0,3.0,13.0,10.0,2021.0,24.0
