"area_familia","especialidad_sector","modalidad","fecha","razon_social","fecha_resolucion","canton","provincia","id_fact_oc_cp","id_razon_social","id_curso_perfil","id_fecha","dia","mes","tipo","curso_perfil","estado","tipo_razon_social","num_cap_cer","total_horas","total_ganancias","carga_horaria","costo","anio","porcentaje_asistencia","prediction(porcentaje_asistencia)"
"servicios socioculturales y a la comunidad","salud y medicina","presencial","31-12-2022","MISSING","MISSING","guayaquil","guayas",1646.0,1038.0,3037.0,7.0,31.0,12.0,"curso","limpieza y desinfección hospitalaria","calificado","operador de capacitación",310.0,37200.0,867876.0,120.0,2799.6,2022.0,0.0,161.30952380952382
"MISSING","MISSING","desconocida","31-12-2022","MISSING","MISSING","MISSING","MISSING",1647.0,1058.0,5782.0,7.0,31.0,12.0,"perfil","formación de formadores","calificado","operador de capacitación",35.0,210.0,8750.0,6.0,250.0,2022.0,0.0,6.944444444444445
"educación y capacitación","idiomas","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1654.0,1067.0,3443.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",26.0,4680.0,32179.08571428569,180.0,1237.6571428571422,2022.0,0.0,2.525252525252525
"educación y capacitación","idiomas","MISSING","31-12-2022","MISSING","MISSING","quito","pichincha",1655.0,1067.0,3444.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",26.0,4680.0,234.0,180.0,9.0,2022.0,0.0,2.525252525252525
"electricidad y electrónica","MISSING","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1656.0,1119.0,1389.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",29.0,1160.0,22063.2,40.0,760.8,2022.0,0.0,6.944444444444445
"MISSING","MISSING","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1657.0,1119.0,1393.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",72.0,2880.0,54777.6,40.0,760.8,2022.0,0.0,6.944444444444445
"tecnologías de la información y comunicación","software especializado","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1658.0,1119.0,1395.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",94.0,3760.0,33915.2,40.0,360.8,2022.0,0.0,1.5345320102928102
"MISSING","MISSING","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1659.0,1157.0,477.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",26.0,1040.0,19780.8,40.0,760.8,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1660.0,1209.0,411.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",52.0,1040.0,27497.6,20.0,528.8000000000001,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1661.0,1209.0,412.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",52.0,1040.0,10920.0,20.0,210.0,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1662.0,1209.0,413.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",5.0,40.0,2643.6000000000004,8.0,528.72,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1663.0,1209.0,414.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",5.0,40.0,3804.8,8.0,760.96,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1664.0,1209.0,423.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",5.0,120.0,2643.6000000000004,24.0,528.72,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1665.0,1209.0,424.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",5.0,120.0,3805.2,24.0,761.04,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1666.0,1209.0,439.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",4.0,32.0,2114.88,8.0,528.72,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1667.0,1209.0,440.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",4.0,32.0,3043.84,8.0,760.96,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1668.0,1209.0,425.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",13.0,312.0,6873.360000000001,24.0,528.72,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1669.0,1209.0,426.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",13.0,312.0,9893.52,24.0,761.04,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","elaboración tecnología y producción de alimentos","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1670.0,1209.0,431.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",29.0,232.0,15332.88,8.0,528.72,2022.0,0.0,0.1262626262626262
"alimentación gastronomía y turismo","elaboración tecnología y producción de alimentos","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1671.0,1209.0,432.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",29.0,232.0,22067.84,8.0,760.96,2022.0,0.0,0.1262626262626262
"alimentación gastronomía y turismo","elaboración tecnología y producción de alimentos","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1672.0,1209.0,433.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",29.0,928.0,15330.56,32.0,528.64,2022.0,0.0,0.1262626262626262
"alimentación gastronomía y turismo","elaboración tecnología y producción de alimentos","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1673.0,1209.0,434.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",29.0,928.0,22067.84,32.0,760.96,2022.0,0.0,0.1262626262626262
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1674.0,1209.0,417.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",3.0,24.0,1586.16,8.0,528.72,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1675.0,1209.0,418.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",3.0,24.0,2282.88,8.0,760.96,2022.0,0.0,6.944444444444445
"administración y legislación","gestión de la calidad","online","31-12-2022","MISSING","28-01-2022","quito","pichincha",1676.0,1237.0,343.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",28.0,1120.0,7700.977777777773,40.0,275.03492063492047,2022.0,0.0,0.8946635012386455
"procesos industriales","MISSING","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1677.0,1241.0,1524.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",21.0,8400.0,2772.0,400.0,132.0,2022.0,0.0,6.944444444444445
"MISSING","MISSING","desconocida","31-12-2022","MISSING","28-01-2022","quito","pichincha",1678.0,1248.0,5849.0,7.0,31.0,12.0,"perfil","formación de formadores","calificado","operador de capacitación",42.0,252.0,10500.0,6.0,250.0,2022.0,0.0,6.944444444444445
"MISSING","MISSING","desconocida","31-12-2022","MISSING","28-01-2022","quito","pichincha",1679.0,1248.0,5814.0,7.0,31.0,12.0,"perfil",,"calificado","operador de capacitación",14.0,84.0,3500.0,6.0,250.0,2022.0,0.0,6.944444444444445
"educación y capacitación","idiomas","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1683.0,1271.0,5450.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",16.0,2880.0,86.39999999999999,180.0,5.4,2022.0,0.0,2.0202020202020203
"educación y capacitación","idiomas","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1684.0,1271.0,5451.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",18.0,6480.0,194.4,360.0,10.8,2022.0,0.0,2.0202020202020203
"educación y capacitación","capacitación","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1685.0,1271.0,5452.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",56.0,14560.0,436.8,260.0,7.8,2022.0,0.0,27.97619047619048
"actividades de enseñanza","enseñanza","desconocida","31-12-2022","MISSING","MISSING","MISSING","MISSING",1686.0,1307.0,6138.0,7.0,31.0,12.0,"perfil","formación de formadores","calificado","operador de capacitación",145.0,870.0,36250.0,6.0,250.0,2022.0,0.0,1.1363636363636365
"administración y legislación","gestión del talento humano","online","31-12-2022","MISSING","MISSING","quito","pichincha",1687.0,1335.0,2945.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",6.0,120.0,825.1047619047614,20.0,137.51746031746023,2022.0,0.0,13.727327276906806
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1697.0,1396.0,5462.0,7.0,31.0,12.0,"curso","fundamentos de la seguridad y salud en el trabajo","calificado","operador de capacitación",7.0,140.0,3701.6,20.0,528.8000000000001,2022.0,0.0,1.046176046176046
"servicios socioculturales y a la comunidad","salud y medicina","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1698.0,1396.0,5465.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",84.0,3360.0,44419.2,40.0,528.8000000000001,2022.0,0.0,57.738095238095234
"servicios socioculturales y a la comunidad","salud y medicina","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1699.0,1396.0,5471.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",120.0,5760.0,105004.8,48.0,875.04,2022.0,0.0,57.738095238095234
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1700.0,1396.0,5475.0,7.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",26.0,624.0,13746.72,24.0,528.72,2022.0,0.0,1.046176046176046
"administración y legislación","administración contable y de costos","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1702.0,1414.0,26.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",15.0,900.0,6188.28571428571,60.0,412.5523809523807,2022.0,0.0,5.6547451675931315
"procesos industriales","MISSING","presencial","31-12-2022","MISSING","MISSING","MISSING","pichincha",1703.0,1440.0,199.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",16.0,3456.0,380.16,216.0,23.76,2022.0,0.0,6.944444444444445
"procesos industriales","MISSING","presencial","31-12-2022","MISSING","MISSING","MISSING","pichincha",1704.0,1440.0,200.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",18.0,3888.0,73949.76,216.0,4108.32,2022.0,0.0,6.944444444444445
"MISSING","MISSING","presencial","31-12-2022","MISSING","MISSING","MISSING","pichincha",1705.0,1440.0,198.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",2.0,184.0,14.72,92.0,7.36,2022.0,0.0,6.944444444444445
"MISSING","MISSING","presencial","31-12-2022","MISSING","MISSING","MISSING","pichincha",1706.0,1440.0,203.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",1.0,92.0,148.12,92.0,148.12,2022.0,0.0,6.944444444444445
"MISSING","MISSING","presencial","31-12-2022","MISSING","MISSING","MISSING","pichincha",1707.0,1440.0,201.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",6.0,552.0,7987.44,92.0,1331.24,2022.0,0.0,6.944444444444445
"MISSING","MISSING","desconocida","31-12-2022","MISSING","MISSING","MISSING","pichincha",1708.0,1440.0,5648.0,7.0,31.0,12.0,"perfil",,"calificado","operador de capacitación",19.0,114.0,4750.0,6.0,250.0,2022.0,0.0,6.944444444444445
"MISSING","MISSING","desconocida","31-12-2022","MISSING","MISSING","MISSING","pichincha",1709.0,1440.0,5647.0,7.0,31.0,12.0,"perfil",,"calificado","operador de capacitación",16.0,96.0,4000.0,6.0,250.0,2022.0,0.0,6.944444444444445
"servicios socioculturales y a la comunidad","salud y medicina","presencial","31-12-2022","MISSING","MISSING","MISSING","guayas",1712.0,1563.0,3089.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",9.0,1350.0,19534.5,150.0,2170.5,2022.0,0.0,4.074224386724387
"servicios socioculturales y a la comunidad","salud y medicina","presencial","31-12-2022","MISSING","MISSING","MISSING","guayas",1713.0,1563.0,3090.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",10.0,480.0,12595.2,48.0,1259.52,2022.0,0.0,4.074224386724387
"servicios socioculturales y a la comunidad","salud y medicina","presencial","31-12-2022","MISSING","MISSING","MISSING","guayas",1714.0,1563.0,3088.0,7.0,31.0,12.0,"curso","primeros auxilios","calificado","operador de capacitación",17.0,680.0,12933.6,40.0,760.8,2022.0,0.0,4.074224386724387
"servicios socioculturales y a la comunidad","salud y medicina","presencial","31-12-2022","MISSING","MISSING","MISSING","guayas",1715.0,1563.0,3091.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",491.0,15712.0,373631.36,32.0,760.96,2022.0,0.0,59.72222222222222
"servicios socioculturales y a la comunidad","salud y medicina","online","31-12-2022","MISSING","MISSING","MISSING","guayas",1716.0,1563.0,3094.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",491.0,15712.0,83587.84000000001,32.0,170.24,2022.0,0.0,59.72222222222222
"servicios socioculturales y a la comunidad","salud y medicina","presencial","31-12-2022","MISSING","MISSING","MISSING","guayas",1717.0,1563.0,3092.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",360.0,17280.0,50457.6,48.0,140.16,2022.0,0.0,161.30952380952382
"servicios socioculturales y a la comunidad","salud y medicina","online","31-12-2022","MISSING","MISSING","MISSING","guayas",1718.0,1563.0,3095.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",360.0,17280.0,28857.6,48.0,80.16,2022.0,0.0,161.30952380952382
"tecnologías de la información y comunicación","software especializado","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1719.0,1564.0,3449.0,7.0,31.0,12.0,"curso","diseño gráfico","calificado","operador de capacitación",40.0,2800.0,19252.44444444443,70.0,481.3111111111108,2022.0,0.0,1.5345320102928102
"finanzas comercio y ventas","marketing y ventas","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1720.0,1564.0,3448.0,7.0,31.0,12.0,"curso","marketing digital","calificado","operador de capacitación",1.0,70.0,925.4,70.0,925.4,2022.0,0.0,8.432358012144478
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1818.0,1615.0,2602.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",1.0,20.0,761.0,20.0,761.0,2022.0,0.0,1.046176046176046
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1819.0,1615.0,2600.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",45.0,900.0,34245.0,20.0,761.0,2022.0,0.0,1.046176046176046
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1820.0,1615.0,2605.0,7.0,31.0,12.0,"curso","prevención de riesgos eléctricos","calificado","operador de capacitación",19.0,380.0,14459.0,20.0,761.0,2022.0,0.0,1.046176046176046
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1821.0,1615.0,2599.0,7.0,31.0,12.0,"curso","prevención de riesgos laborales","calificado","operador de capacitación",117.0,2340.0,89037.0,20.0,761.0,2022.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1822.0,1615.0,2603.0,7.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",338.0,6760.0,257218.0,20.0,761.0,2022.0,0.0,182.14285714285714
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1823.0,1615.0,2601.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",10.0,200.0,7610.0,20.0,761.0,2022.0,0.0,1.046176046176046
"administración y legislación","atención y servicios de oficina","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1824.0,1615.0,2598.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",51.0,1020.0,60557.4,20.0,1187.4,2022.0,0.0,0.984849484073092
"administración y legislación","atención y servicios de oficina","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1825.0,1615.0,2597.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",88.0,1760.0,104491.19999999998,20.0,1187.4,2022.0,0.0,0.984849484073092
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1826.0,1615.0,2604.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",193.0,3860.0,40530.0,20.0,210.0,2022.0,0.0,33.909530124742766
"administración y legislación","gestión del talento humano","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1827.0,1624.0,487.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",14.0,560.0,16626.4,40.0,1187.6,2022.0,0.0,13.727327276906806
"administración y legislación","atención y servicios de oficina","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1828.0,1624.0,490.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",16.0,640.0,19001.6,40.0,1187.6,2022.0,0.0,0.984849484073092
"MISSING","MISSING","presencial","31-12-2022","MISSING","MISSING","guayaquil","guayas",1829.0,1644.0,47.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",25.0,8975.0,111020.75,359.0,4440.83,2022.0,0.0,6.944444444444445
"MISSING","MISSING","presencial","31-12-2022","MISSING","MISSING","guayaquil","guayas",1830.0,1644.0,48.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",33.0,11847.0,171426.09000000003,359.0,5194.7300000000005,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","guayaquil","guayas",1831.0,1644.0,50.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",22.0,6600.0,293304.0,300.0,13332.0,2022.0,0.0,6.944444444444445
"administración y legislación","administración contable y de costos","virtual","31-12-2022","MISSING","MISSING","MISSING","pichincha",1832.0,1730.0,2768.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",5.0,120.0,1357.2,24.0,271.44,2022.0,0.0,5.6547451675931315
"administración y legislación","atención y servicios de oficina","virtual","31-12-2022","MISSING","MISSING","MISSING","pichincha",1833.0,1730.0,2765.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",20.0,480.0,1579.2000000000005,24.0,78.96000000000001,2022.0,0.0,0.984849484073092
"administración y legislación","atención y servicios de oficina","virtual","31-12-2022","MISSING","MISSING","MISSING","pichincha",1834.0,1730.0,2781.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",20.0,800.0,5424.0,40.0,271.2,2022.0,0.0,0.984849484073092
"administración y legislación","administración general","desconocida","31-12-2022","MISSING","MISSING","MISSING","pichincha",1835.0,1730.0,10439.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",20.0,480.0,7209.6,24.0,360.48,2022.0,0.0,5.335761920429985
"administración y legislación","atención y servicios de oficina","virtual","31-12-2022","MISSING","MISSING","MISSING","pichincha",1836.0,1730.0,2766.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",11.0,264.0,979.44,24.0,89.03999999999999,2022.0,0.0,0.984849484073092
"administración y legislación","atención y servicios de oficina","virtual","31-12-2022","MISSING","MISSING","MISSING","pichincha",1837.0,1730.0,2782.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",11.0,440.0,2983.2,40.0,271.2,2022.0,0.0,0.984849484073092
"tecnologías de la información y comunicación","programas de escritorio","virtual","31-12-2022","MISSING","MISSING","MISSING","pichincha",1838.0,1730.0,2767.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",40.0,1600.0,1376.0,40.0,34.4,2022.0,0.0,0.4683375824828322
"finanzas comercio y ventas","trámites de exportación e importación","virtual","31-12-2022","MISSING","MISSING","MISSING","pichincha",1839.0,1730.0,2773.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",3.0,72.0,480.24,24.0,160.07999999999998,2022.0,0.0,0.011214953271028
"educación y capacitación","MISSING","virtual","31-12-2022","MISSING","MISSING","MISSING","pichincha",1840.0,1730.0,2770.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",7.0,168.0,283.92,24.0,40.56,2022.0,0.0,6.944444444444445
"administración y legislación","gestión del talento humano","virtual","31-12-2022","MISSING","MISSING","MISSING","pichincha",1841.0,1730.0,2772.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",18.0,432.0,1602.7199999999998,24.0,89.03999999999999,2022.0,0.0,13.727327276906806
"administración y legislación","gestión del talento humano","virtual","31-12-2022","MISSING","MISSING","MISSING","pichincha",1842.0,1730.0,2784.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",18.0,720.0,4881.599999999999,40.0,271.2,2022.0,0.0,13.727327276906806
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1843.0,1747.0,2736.0,7.0,31.0,12.0,"curso","fundamentos de la seguridad y salud en el trabajo","calificado","operador de capacitación",30.0,240.0,15861.6,8.0,528.72,2022.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1844.0,1747.0,2740.0,7.0,31.0,12.0,"curso","legislación y normativa de seguridad y salud ocupacional","calificado","operador de capacitación",10.0,80.0,5287.200000000001,8.0,528.72,2022.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1845.0,1747.0,2749.0,7.0,31.0,12.0,"curso","manejo seguro de montacargas","calificado","operador de capacitación",12.0,240.0,6345.6,20.0,528.8000000000001,2022.0,0.0,1.046176046176046
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1846.0,1747.0,2739.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",202.0,2424.0,106801.44,12.0,528.72,2022.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1847.0,1747.0,2737.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",51.0,1224.0,26964.72,24.0,528.72,2022.0,0.0,1.046176046176046
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1848.0,1747.0,2751.0,7.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",86.0,860.0,28423.0,10.0,330.5,2022.0,0.0,1.4805278403604765
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1849.0,1747.0,2734.0,7.0,31.0,12.0,"curso","reglamento de seguridad y salud - organismos paritarios","calificado","operador de capacitación",24.0,192.0,12689.28,8.0,528.72,2022.0,0.0,2.9761904761904754
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1850.0,1889.0,1132.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",67.0,36850.0,16214.0,550.0,242.0,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1851.0,1889.0,1131.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",40.0,2800.0,4788.0,70.0,119.7,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1852.0,1889.0,1136.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",9.0,540.0,10270.8,60.0,1141.2,2022.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1853.0,1889.0,1123.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",10.0,200.0,2100.0,20.0,210.0,2022.0,0.0,6.944444444444445
"finanzas comercio y ventas","MISSING","presencial","31-12-2022","MISSING","MISSING","guayaquil","guayas",1854.0,1930.0,903.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",75.0,750.0,10852.500000000002,10.0,144.70000000000002,2022.0,0.0,6.944444444444445
"finanzas comercio y ventas","MISSING","online","31-12-2022","MISSING","MISSING","guayaquil","guayas",1855.0,1930.0,905.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",75.0,750.0,6562.5,10.0,87.5,2022.0,0.0,6.944444444444445
"finanzas comercio y ventas","MISSING","presencial","31-12-2022","MISSING","MISSING","guayaquil","guayas",1856.0,1930.0,904.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",152.0,1520.0,21994.4,10.0,144.70000000000002,2022.0,0.0,6.944444444444445
"finanzas comercio y ventas","MISSING","online","31-12-2022","MISSING","MISSING","guayaquil","guayas",1857.0,1930.0,906.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",152.0,1520.0,6080.0,10.0,40.0,2022.0,0.0,6.944444444444445
"construcción e infraestructura","MISSING","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1858.0,1934.0,1994.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",16.0,3840.0,70003.2,240.0,4375.2,2022.0,0.0,6.944444444444445
"forestal ecología y medio ambiente","gestión e impacto ambiental","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1859.0,1934.0,1958.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",6.0,240.0,3172.8,40.0,528.8000000000001,2022.0,0.0,0.5952380952380952
"forestal ecología y medio ambiente","gestión e impacto ambiental","virtual","31-12-2022","MISSING","MISSING","quito","pichincha",1860.0,1934.0,1959.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",6.0,240.0,626.4,40.0,104.4,2022.0,0.0,0.5952380952380952
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1861.0,1934.0,1916.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",66.0,2640.0,34900.8,40.0,528.8000000000001,2022.0,0.0,1.4805278403604765
"procesos industriales","seguridad prevención de riesgos e higiene industrial","virtual","31-12-2022","MISSING","MISSING","quito","pichincha",1862.0,1934.0,1931.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",66.0,2640.0,6890.4,40.0,104.4,2022.0,0.0,38.69047619047619
"procesos industriales","seguridad prevención de riesgos e higiene industrial","virtual","31-12-2022","MISSING","MISSING","quito","pichincha",1863.0,1934.0,1943.0,7.0,31.0,12.0,"curso","brigadas contra incendios","calificado","operador de capacitación",9.0,360.0,939.6,40.0,104.4,2022.0,0.0,2.976190476190475
