"razon_social","estado","fecha_resolucion","canton","provincia","id_fact_oec_rs","id_razon_social","id_fecha","fecha","tipo_razon_social","volumen_cer","volumen_horas","volumen_ganancias","total_perfiles","dia","mes","anio","volumen_porcentaje_asistencia","prediction(volumen_porcentaje_asistencia)"
"MISSING","habilitado","24-05-2021","quito","pichincha",11091.0,771.0,562.0,"08-11-2021","organismo evaluador de la conformidad",18.0,108.0,4500.0,1.0,8.0,11.0,2021.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",11097.0,771.0,602.0,"09-06-2021","organismo evaluador de la conformidad",12.0,72.0,3000.0,1.0,9.0,6.0,2021.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",11175.0,771.0,1025.0,"15-07-2020","organismo evaluador de la conformidad",5.0,30.0,1250.0,1.0,15.0,7.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11177.0,771.0,1027.0,"15-07-2022","organismo evaluador de la conformidad",8.0,48.0,2000.0,3.0,15.0,7.0,2022.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11179.0,771.0,1032.0,"15-08-2020","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,15.0,8.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11238.0,771.0,1356.0,"20-03-2020","organismo evaluador de la conformidad",31.0,186.0,7750.0,2.0,20.0,3.0,2020.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",11240.0,771.0,1369.0,"20-05-2022","organismo evaluador de la conformidad",17.0,102.0,4250.0,2.0,20.0,5.0,2022.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",11244.0,771.0,1387.0,"20-08-2020","organismo evaluador de la conformidad",16.0,96.0,4000.0,1.0,20.0,8.0,2020.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11261.0,771.0,1466.0,"21-09-2020","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,21.0,9.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11264.0,771.0,1473.0,"21-10-2021","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,21.0,10.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11274.0,771.0,1503.0,"22-03-2021","organismo evaluador de la conformidad",11.0,66.0,2750.0,1.0,22.0,3.0,2021.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11309.0,771.0,1729.0,"25-06-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,25.0,6.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11334.0,771.0,1865.0,"27-05-2022","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,27.0,5.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11351.0,771.0,1948.0,"28-07-2021","organismo evaluador de la conformidad",5.0,30.0,1250.0,2.0,28.0,7.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11356.0,771.0,1990.0,"29-03-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,29.0,3.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11359.0,771.0,2000.0,"29-05-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,29.0,5.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11370.0,771.0,2057.0,"30-03-2022","organismo evaluador de la conformidad",24.0,688.0,6400.558730158728,3.0,30.0,3.0,2022.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",11379.0,771.0,2123.0,"31-05-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,31.0,5.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11011.0,771.0,117.0,"02-08-2022","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,2.0,8.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11064.0,771.0,422.0,"06-11-2018","organismo evaluador de la conformidad",8.0,48.0,2000.0,1.0,6.0,11.0,2018.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",11105.0,771.0,630.0,"09-11-2020","organismo evaluador de la conformidad",6.0,36.0,1500.0,2.0,9.0,11.0,2020.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",11160.0,771.0,940.0,"14-03-2021","organismo evaluador de la conformidad",6.0,36.0,1500.0,3.0,14.0,3.0,2021.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11213.0,771.0,1225.0,"18-05-2022","organismo evaluador de la conformidad",14.0,84.0,3500.0,1.0,18.0,5.0,2022.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11268.0,771.0,1483.0,"21-12-2019","organismo evaluador de la conformidad",8.0,48.0,2000.0,1.0,21.0,12.0,2019.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11368.0,771.0,2039.0,"29-11-2021","organismo evaluador de la conformidad",13.0,78.0,3250.0,1.0,29.0,11.0,2021.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",11109.0,771.0,650.0,"10-02-2021","organismo evaluador de la conformidad",16.0,96.0,4000.0,2.0,10.0,2.0,2021.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",11111.0,771.0,656.0,"10-03-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,10.0,3.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11199.0,771.0,1146.0,"17-03-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,17.0,3.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11222.0,771.0,1280.0,"19-02-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,19.0,2.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11276.0,771.0,1520.0,"22-06-2022","organismo evaluador de la conformidad",11.0,66.0,2750.0,2.0,22.0,6.0,2022.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11307.0,771.0,1725.0,"25-05-2022","organismo evaluador de la conformidad",13.0,78.0,3250.0,2.0,25.0,5.0,2022.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11347.0,771.0,1934.0,"28-05-2021","organismo evaluador de la conformidad",6.0,36.0,1500.0,1.0,28.0,5.0,2021.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",11060.0,771.0,401.0,"06-07-2019","organismo evaluador de la conformidad",8.0,48.0,2000.0,1.0,6.0,7.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",11148.0,771.0,865.0,"13-02-2019","organismo evaluador de la conformidad",15.0,90.0,3750.0,2.0,13.0,2.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",11219.0,771.0,1272.0,"19-01-2019","organismo evaluador de la conformidad",61.0,366.0,15250.0,1.0,19.0,1.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",11256.0,771.0,1435.0,"21-04-2019","organismo evaluador de la conformidad",11.0,66.0,2750.0,1.0,21.0,4.0,2019.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11339.0,771.0,1894.0,"27-10-2019","organismo evaluador de la conformidad",5.0,30.0,1250.0,1.0,27.0,10.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11376.0,771.0,2104.0,"30-12-2019","organismo evaluador de la conformidad",24.0,144.0,6000.0,2.0,30.0,12.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",11375.0,771.0,2100.0,"30-11-2020","organismo evaluador de la conformidad",22.0,132.0,5500.0,2.0,30.0,11.0,2020.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",11057.0,771.0,384.0,"06-04-2019","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,6.0,4.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11183.0,771.0,1055.0,"15-12-2018","organismo evaluador de la conformidad",5.0,30.0,1250.0,1.0,15.0,12.0,2018.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",10996.0,771.0,17.0,"01-02-2022","organismo evaluador de la conformidad",16.0,96.0,4000.0,1.0,1.0,2.0,2022.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",11098.0,771.0,603.0,"09-06-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,9.0,6.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11110.0,771.0,651.0,"10-02-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,10.0,2.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11122.0,771.0,720.0,"11-02-2021","organismo evaluador de la conformidad",16.0,96.0,4000.0,3.0,11.0,2.0,2021.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",11223.0,771.0,1281.0,"19-02-2022","organismo evaluador de la conformidad",23.0,138.0,5750.0,1.0,19.0,2.0,2022.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",11343.0,771.0,1913.0,"28-01-2021","organismo evaluador de la conformidad",23.0,138.0,5750.0,1.0,28.0,1.0,2021.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",11357.0,771.0,1991.0,"29-03-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,29.0,3.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11055.0,771.0,360.0,"05-12-2020","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,5.0,12.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11232.0,771.0,1321.0,"19-09-2020","organismo evaluador de la conformidad",25.0,150.0,6250.0,1.0,19.0,9.0,2020.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",11088.0,771.0,548.0,"08-09-2020","organismo evaluador de la conformidad",8.0,48.0,2000.0,1.0,8.0,9.0,2020.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",11278.0,771.0,1526.0,"22-07-2021","organismo evaluador de la conformidad",13.0,78.0,3250.0,2.0,22.0,7.0,2021.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11310.0,771.0,1742.0,"25-08-2020","organismo evaluador de la conformidad",6.0,36.0,1500.0,1.0,25.0,8.0,2020.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11324.0,771.0,1825.0,"26-10-2021","organismo evaluador de la conformidad",5.0,30.0,1250.0,1.0,26.0,10.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11039.0,771.0,245.0,"04-05-2022","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,4.0,5.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11253.0,771.0,1419.0,"21-01-2021","organismo evaluador de la conformidad",3.0,86.0,800.0698412698409,3.0,21.0,1.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11018.0,771.0,145.0,"03-01-2019","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,3.0,1.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11024.0,771.0,176.0,"03-06-2022","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,3.0,6.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11083.0,771.0,520.0,"08-04-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,8.0,4.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11247.0,771.0,1399.0,"20-10-2019","organismo evaluador de la conformidad",6.0,36.0,1500.0,1.0,20.0,10.0,2019.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11315.0,771.0,1769.0,"26-01-2019","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,26.0,1.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11316.0,771.0,1781.0,"26-03-2019","organismo evaluador de la conformidad",22.0,132.0,5500.0,1.0,26.0,3.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",10994.0,771.0,3.0,"31-12-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,31.0,12.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11112.0,771.0,665.0,"10-05-2019","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,10.0,5.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11006.0,771.0,77.0,"02-01-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,2.0,1.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11273.0,771.0,1502.0,"22-03-2020","organismo evaluador de la conformidad",22.0,132.0,5500.0,1.0,22.0,3.0,2020.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",11198.0,771.0,1145.0,"17-03-2020","organismo evaluador de la conformidad",15.0,90.0,3750.0,2.0,17.0,3.0,2020.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11131.0,771.0,780.0,"11-12-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,11.0,12.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11077.0,771.0,502.0,"08-01-2019","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,8.0,1.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11078.0,771.0,508.0,"08-02-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,8.0,2.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11161.0,771.0,943.0,"14-04-2019","organismo evaluador de la conformidad",7.0,42.0,1750.0,1.0,14.0,4.0,2019.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11163.0,771.0,948.0,"14-05-2021","organismo evaluador de la conformidad",10.0,60.0,2500.0,1.0,14.0,5.0,2021.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",11096.0,771.0,601.0,"09-06-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,9.0,6.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11119.0,771.0,711.0,"11-01-2019","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,11.0,1.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11002.0,771.0,47.0,"01-08-2022","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,1.0,8.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11027.0,771.0,190.0,"03-08-2022","organismo evaluador de la conformidad",8.0,48.0,2000.0,2.0,3.0,8.0,2022.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",11283.0,771.0,1558.0,"22-12-2020","organismo evaluador de la conformidad",12.0,140.0,3050.069841269841,5.0,22.0,12.0,2020.0,0.0,0.6194690265486726
"MISSING","habilitado","24-05-2021","quito","pichincha",11314.0,771.0,1765.0,"25-12-2020","organismo evaluador de la conformidad",17.0,102.0,4250.0,1.0,25.0,12.0,2020.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",11192.0,771.0,1103.0,"16-08-2021","organismo evaluador de la conformidad",12.0,140.0,3050.069841269841,4.0,16.0,8.0,2021.0,0.0,0.6194690265486726
"MISSING","habilitado","24-05-2021","quito","pichincha",11072.0,771.0,456.0,"07-05-2021","organismo evaluador de la conformidad",4.0,92.0,1050.069841269841,4.0,7.0,5.0,2021.0,0.0,0.6194690265486726
"MISSING","habilitado","24-05-2021","quito","pichincha",11193.0,771.0,1120.0,"16-11-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,16.0,11.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11152.0,771.0,894.0,"13-07-2020","organismo evaluador de la conformidad",11.0,66.0,2750.0,1.0,13.0,7.0,2020.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",11038.0,771.0,242.0,"04-05-2019","organismo evaluador de la conformidad",7.0,42.0,1750.0,1.0,4.0,5.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",11195.0,771.0,1132.0,"17-01-2020","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,17.0,1.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11143.0,771.0,827.0,"12-08-2020","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,12.0,8.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11226.0,771.0,1289.0,"19-04-2019","organismo evaluador de la conformidad",33.0,198.0,8250.0,1.0,19.0,4.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",11246.0,771.0,1394.0,"20-09-2020","organismo evaluador de la conformidad",20.0,120.0,5000.0,2.0,20.0,9.0,2020.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",11267.0,771.0,1478.0,"21-11-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,21.0,11.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",11328.0,771.0,1835.0,"26-12-2020","organismo evaluador de la conformidad",5.0,30.0,1250.0,2.0,26.0,12.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",11361.0,771.0,2012.0,"29-07-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,29.0,7.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",674.0,1110.0,141.0,"02-12-2020","organismo evaluador de la conformidad",2.0,46.0,400.0,2.0,2.0,12.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",688.0,1110.0,499.0,"07-12-2020","organismo evaluador de la conformidad",2.0,46.0,400.0,2.0,7.0,12.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",671.0,1110.0,72.0,"01-12-2020","organismo evaluador de la conformidad",88.0,2024.0,17600.0,2.0,1.0,12.0,2020.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","MISSING","MISSING",690.0,1110.0,535.0,"08-07-2021","organismo evaluador de la conformidad",6.0,36.0,1500.0,2.0,8.0,7.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",700.0,1110.0,740.0,"11-06-2019","organismo evaluador de la conformidad",6.0,36.0,1500.0,1.0,11.0,6.0,2019.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",704.0,1110.0,823.0,"12-07-2021","organismo evaluador de la conformidad",8.0,48.0,2000.0,1.0,12.0,7.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",747.0,1110.0,1592.0,"23-06-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,23.0,6.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",673.0,1110.0,121.0,"02-09-2019","organismo evaluador de la conformidad",12.0,72.0,3000.0,1.0,2.0,9.0,2019.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",710.0,1110.0,930.0,"14-02-2017","organismo evaluador de la conformidad",5.0,30.0,1250.0,1.0,14.0,2.0,2017.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",757.0,1110.0,1767.0,"26-01-2017","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,26.0,1.0,2017.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",766.0,1110.0,1957.0,"28-09-2017","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,28.0,9.0,2017.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",687.0,1110.0,489.0,"07-11-2016","organismo evaluador de la conformidad",5.0,30.0,1250.0,1.0,7.0,11.0,2016.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",750.0,1110.0,1618.0,"23-11-2016","organismo evaluador de la conformidad",5.0,30.0,1250.0,1.0,23.0,11.0,2016.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",729.0,1110.0,1335.0,"19-12-2016","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,19.0,12.0,2016.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",755.0,1110.0,1685.0,"24-11-2016","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,24.0,11.0,2016.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",708.0,1110.0,900.0,"13-08-2021","organismo evaluador de la conformidad",10.0,60.0,2500.0,1.0,13.0,8.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",733.0,1110.0,1410.0,"20-12-2017","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,20.0,12.0,2017.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",677.0,1110.0,212.0,"03-12-2018","organismo evaluador de la conformidad",21.0,126.0,5250.0,1.0,3.0,12.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","MISSING","MISSING",714.0,1110.0,1024.0,"15-07-2019","organismo evaluador de la conformidad",11.0,66.0,2750.0,1.0,15.0,7.0,2019.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",727.0,1110.0,1304.0,"19-07-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,19.0,7.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",741.0,1110.0,1524.0,"22-07-2019","organismo evaluador de la conformidad",9.0,54.0,2250.0,1.0,22.0,7.0,2019.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",749.0,1110.0,1615.0,"23-10-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,23.0,10.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",720.0,1110.0,1119.0,"16-11-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,16.0,11.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",771.0,1110.0,2135.0,"31-08-2021","organismo evaluador de la conformidad",9.0,54.0,2250.0,1.0,31.0,8.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",672.0,1110.0,87.0,"02-03-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,2.0,3.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",678.0,1110.0,223.0,"04-02-2017","organismo evaluador de la conformidad",5.0,30.0,1250.0,2.0,4.0,2.0,2017.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",721.0,1110.0,1143.0,"17-03-2017","organismo evaluador de la conformidad",12.0,72.0,3000.0,1.0,17.0,3.0,2017.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",756.0,1110.0,1707.0,"25-02-2019","organismo evaluador de la conformidad",17.0,102.0,4250.0,1.0,25.0,2.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","MISSING","MISSING",676.0,1110.0,163.0,"03-04-2017","organismo evaluador de la conformidad",15.0,90.0,3750.0,2.0,3.0,4.0,2017.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",698.0,1110.0,724.0,"11-03-2019","organismo evaluador de la conformidad",16.0,96.0,4000.0,1.0,11.0,3.0,2019.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",713.0,1110.0,1001.0,"15-03-2017","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,15.0,3.0,2017.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",730.0,1110.0,1353.0,"20-03-2017","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,20.0,3.0,2017.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",736.0,1110.0,1443.0,"21-06-2017","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,21.0,6.0,2017.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",743.0,1110.0,1560.0,"23-01-2017","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,23.0,1.0,2017.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",762.0,1110.0,1891.0,"27-10-2016","organismo evaluador de la conformidad",9.0,54.0,2250.0,1.0,27.0,10.0,2016.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",669.0,1110.0,61.0,"01-11-2016","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,1.0,11.0,2016.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",670.0,1110.0,68.0,"01-12-2016","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,1.0,12.0,2016.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",675.0,1110.0,156.0,"03-03-2017","organismo evaluador de la conformidad",8.0,48.0,2000.0,2.0,3.0,3.0,2017.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",679.0,1110.0,292.0,"05-01-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,5.0,1.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",680.0,1110.0,298.0,"05-02-2018","organismo evaluador de la conformidad",3.0,18.0,750.0,3.0,5.0,2.0,2018.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",681.0,1110.0,305.0,"05-03-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,5.0,3.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",682.0,1110.0,327.0,"05-07-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,5.0,7.0,2018.0,0.0,0.03726585106779755
