"razon_social","estado","fecha_resolucion","canton","provincia","id_fact_oec_rs","id_razon_social","id_fecha","fecha","tipo_razon_social","volumen_cer","volumen_horas","volumen_ganancias","total_perfiles","dia","mes","anio","volumen_porcentaje_asistencia","prediction(volumen_porcentaje_asistencia)"
"MISSING","habilitado","MISSING","quito","pichincha",8427.0,509.0,1900.0,"27-11-2018","organismo evaluador de la conformidad",10.0,60.0,2500.0,1.0,27.0,11.0,2018.0,0.0,0.477326968973747
"MISSING","habilitado","MISSING","quito","pichincha",8402.0,509.0,804.0,"12-04-2019","organismo evaluador de la conformidad",7.0,42.0,1750.0,1.0,12.0,4.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","MISSING","quito","pichincha",8404.0,509.0,886.0,"13-06-2019","organismo evaluador de la conformidad",23.0,138.0,5750.0,1.0,13.0,6.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","quito","pichincha",8426.0,509.0,1869.0,"27-06-2019","organismo evaluador de la conformidad",37.0,222.0,9250.0,1.0,27.0,6.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","quito","pichincha",8432.0,509.0,2139.0,"31-10-2019","organismo evaluador de la conformidad",15.0,90.0,3750.0,1.0,31.0,10.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","MISSING","quito","pichincha",8412.0,509.0,1366.0,"20-05-2019","organismo evaluador de la conformidad",20.0,120.0,5000.0,1.0,20.0,5.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","quito","pichincha",8397.0,509.0,595.0,"09-05-2019","organismo evaluador de la conformidad",20.0,120.0,5000.0,1.0,9.0,5.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","quito","pichincha",8406.0,509.0,1043.0,"15-10-2019","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,15.0,10.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","quito","pichincha",8431.0,509.0,2074.0,"30-07-2019","organismo evaluador de la conformidad",14.0,84.0,3500.0,2.0,30.0,7.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","MISSING","quito","pichincha",8396.0,509.0,559.0,"08-11-2018","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,8.0,11.0,2018.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","quito","pichincha",8430.0,509.0,2064.0,"30-05-2019","organismo evaluador de la conformidad",78.0,468.0,19500.0,1.0,30.0,5.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","quito","pichincha",8385.0,509.0,57.0,"01-10-2018","organismo evaluador de la conformidad",21.0,126.0,5250.0,1.0,1.0,10.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","quito","pichincha",8387.0,509.0,126.0,"02-10-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,2.0,10.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","quito","pichincha",8388.0,509.0,140.0,"02-12-2019","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,2.0,12.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","quito","pichincha",8390.0,509.0,359.0,"05-12-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,5.0,12.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","quito","pichincha",8409.0,509.0,1194.0,"17-12-2018","organismo evaluador de la conformidad",19.0,114.0,4750.0,1.0,17.0,12.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","quito","pichincha",8424.0,509.0,1654.0,"24-05-2018","organismo evaluador de la conformidad",10.0,60.0,2500.0,1.0,24.0,5.0,2018.0,0.0,0.8750994431185362
"MISSING","habilitado","MISSING","quito","pichincha",8425.0,509.0,1659.0,"24-06-2019","organismo evaluador de la conformidad",34.0,204.0,8500.0,1.0,24.0,6.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","quito","pichincha",8384.0,509.0,33.0,"01-06-2018","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,1.0,6.0,2018.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","quito","pichincha",8391.0,509.0,369.0,"06-02-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,6.0,2.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","quito","pichincha",8394.0,509.0,528.0,"08-06-2018","organismo evaluador de la conformidad",6.0,36.0,1500.0,1.0,8.0,6.0,2018.0,0.0,0.477326968973747
"MISSING","habilitado","MISSING","quito","pichincha",8421.0,509.0,1614.0,"23-10-2018","organismo evaluador de la conformidad",23.0,138.0,5750.0,1.0,23.0,10.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","quito","pichincha",8418.0,509.0,1488.0,"22-01-2019","organismo evaluador de la conformidad",14.0,84.0,3500.0,2.0,22.0,1.0,2019.0,0.0,0.8750994431185362
"MISSING","habilitado","MISSING","quito","pichincha",8417.0,509.0,1477.0,"21-11-2019","organismo evaluador de la conformidad",6.0,36.0,1500.0,1.0,21.0,11.0,2019.0,0.0,0.8750994431185362
"MISSING","habilitado","MISSING","quito","pichincha",8429.0,509.0,1978.0,"28-12-2019","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,28.0,12.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","quito","pichincha",8392.0,509.0,507.0,"08-02-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,8.0,2.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","quito","pichincha",8411.0,509.0,1298.0,"19-06-2019","organismo evaluador de la conformidad",36.0,216.0,9000.0,1.0,19.0,6.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","quito","pichincha",8410.0,509.0,1253.0,"18-10-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,18.0,10.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","quito","pichincha",8401.0,509.0,747.0,"11-07-2019","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,11.0,7.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","quito","pichincha",8415.0,509.0,1439.0,"21-05-2019","organismo evaluador de la conformidad",44.0,264.0,11000.0,1.0,21.0,5.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","quito","pichincha",8393.0,509.0,524.0,"08-05-2019","organismo evaluador de la conformidad",31.0,186.0,7750.0,1.0,8.0,5.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","quito","pichincha",8407.0,509.0,1085.0,"16-05-2019","organismo evaluador de la conformidad",12.0,72.0,3000.0,1.0,16.0,5.0,2019.0,0.0,0.8750994431185362
"MISSING","habilitado","MISSING","quito","pichincha",8399.0,509.0,689.0,"10-09-2019","organismo evaluador de la conformidad",13.0,78.0,3250.0,1.0,10.0,9.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","MISSING","quito","pichincha",8420.0,509.0,1594.0,"23-07-2018","organismo evaluador de la conformidad",9.0,54.0,2250.0,1.0,23.0,7.0,2018.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9684.0,569.0,670.0,"10-06-2019","organismo evaluador de la conformidad",25.0,150.0,6250.0,1.0,10.0,6.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9730.0,569.0,1626.0,"23-12-2019","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,23.0,12.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",9741.0,569.0,1828.0,"26-11-2019","organismo evaluador de la conformidad",15.0,90.0,3750.0,1.0,26.0,11.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9655.0,569.0,37.0,"01-07-2019","organismo evaluador de la conformidad",19.0,114.0,4750.0,1.0,1.0,7.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9662.0,569.0,180.0,"03-07-2019","organismo evaluador de la conformidad",8.0,48.0,2000.0,1.0,3.0,7.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9670.0,569.0,328.0,"05-07-2019","organismo evaluador de la conformidad",18.0,108.0,4500.0,1.0,5.0,7.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9676.0,569.0,472.0,"07-08-2019","organismo evaluador de la conformidad",26.0,156.0,6500.0,1.0,7.0,8.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9685.0,569.0,688.0,"10-09-2018","organismo evaluador de la conformidad",25.0,150.0,6250.0,1.0,10.0,9.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9705.0,569.0,1159.0,"17-06-2019","organismo evaluador de la conformidad",45.0,270.0,11250.0,1.0,17.0,6.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9747.0,569.0,1939.0,"28-06-2019","organismo evaluador de la conformidad",8.0,48.0,2000.0,1.0,28.0,6.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9701.0,569.0,1101.0,"16-08-2019","organismo evaluador de la conformidad",11.0,66.0,2750.0,1.0,16.0,8.0,2019.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9712.0,569.0,1241.0,"18-08-2019","organismo evaluador de la conformidad",9.0,54.0,2250.0,1.0,18.0,8.0,2019.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9716.0,569.0,1312.0,"19-08-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,19.0,8.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",9718.0,569.0,1373.0,"20-06-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,20.0,6.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",9657.0,569.0,58.0,"01-10-2019","organismo evaluador de la conformidad",11.0,66.0,2750.0,1.0,1.0,10.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9664.0,569.0,212.0,"03-12-2018","organismo evaluador de la conformidad",42.0,252.0,10500.0,1.0,3.0,12.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9668.0,569.0,287.0,"04-12-2018","organismo evaluador de la conformidad",32.0,192.0,8000.0,1.0,4.0,12.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9673.0,569.0,412.0,"06-09-2019","organismo evaluador de la conformidad",11.0,66.0,2750.0,1.0,6.0,9.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9686.0,569.0,695.0,"10-10-2019","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,10.0,10.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",9695.0,569.0,1024.0,"15-07-2019","organismo evaluador de la conformidad",10.0,60.0,2500.0,1.0,15.0,7.0,2019.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9699.0,569.0,1078.0,"16-04-2019","organismo evaluador de la conformidad",46.0,276.0,11500.0,1.0,16.0,4.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9702.0,569.0,1126.0,"16-12-2019","organismo evaluador de la conformidad",24.0,144.0,6000.0,1.0,16.0,12.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9708.0,569.0,1195.0,"17-12-2019","organismo evaluador de la conformidad",24.0,144.0,6000.0,1.0,17.0,12.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9719.0,569.0,1393.0,"20-09-2019","organismo evaluador de la conformidad",7.0,42.0,1750.0,1.0,20.0,9.0,2019.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9720.0,569.0,1412.0,"20-12-2019","organismo evaluador de la conformidad",27.0,162.0,6750.0,1.0,20.0,12.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9723.0,569.0,1459.0,"21-08-2019","organismo evaluador de la conformidad",12.0,72.0,3000.0,1.0,21.0,8.0,2019.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9728.0,569.0,1595.0,"23-07-2019","organismo evaluador de la conformidad",21.0,126.0,5250.0,1.0,23.0,7.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9737.0,569.0,1728.0,"25-06-2019","organismo evaluador de la conformidad",16.0,96.0,4000.0,1.0,25.0,6.0,2019.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9740.0,569.0,1811.0,"26-08-2019","organismo evaluador de la conformidad",13.0,78.0,3250.0,1.0,26.0,8.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9744.0,569.0,1881.0,"27-08-2019","organismo evaluador de la conformidad",13.0,78.0,3250.0,1.0,27.0,8.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9745.0,569.0,1900.0,"27-11-2018","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,27.0,11.0,2018.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",9746.0,569.0,1901.0,"27-11-2019","organismo evaluador de la conformidad",33.0,198.0,8250.0,1.0,27.0,11.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9665.0,569.0,247.0,"04-06-2018","organismo evaluador de la conformidad",8.0,48.0,2000.0,1.0,4.0,6.0,2018.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9677.0,569.0,492.0,"07-11-2019","organismo evaluador de la conformidad",31.0,186.0,7750.0,1.0,7.0,11.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9690.0,569.0,803.0,"12-04-2018","organismo evaluador de la conformidad",35.0,210.0,8750.0,1.0,12.0,4.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9697.0,569.0,1042.0,"15-10-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,15.0,10.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",9726.0,569.0,1549.0,"22-11-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,22.0,11.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",9751.0,569.0,2030.0,"29-10-2018","organismo evaluador de la conformidad",10.0,60.0,2500.0,1.0,29.0,10.0,2018.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9693.0,569.0,993.0,"15-01-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,15.0,1.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",9735.0,569.0,1707.0,"25-02-2019","organismo evaluador de la conformidad",27.0,162.0,6750.0,1.0,25.0,2.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9713.0,569.0,1266.0,"18-12-2019","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,18.0,12.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",9734.0,569.0,1694.0,"24-12-2019","organismo evaluador de la conformidad",15.0,90.0,3750.0,1.0,24.0,12.0,2019.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9743.0,569.0,1869.0,"27-06-2019","organismo evaluador de la conformidad",7.0,42.0,1750.0,1.0,27.0,6.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9669.0,569.0,305.0,"05-03-2018","organismo evaluador de la conformidad",7.0,42.0,1750.0,1.0,5.0,3.0,2018.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9687.0,569.0,739.0,"11-06-2018","organismo evaluador de la conformidad",20.0,120.0,5000.0,1.0,11.0,6.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9688.0,569.0,774.0,"11-11-2019","organismo evaluador de la conformidad",10.0,60.0,2500.0,1.0,11.0,11.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9698.0,569.0,1077.0,"16-04-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,16.0,4.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",9717.0,569.0,1319.0,"19-09-2018","organismo evaluador de la conformidad",5.0,30.0,1250.0,1.0,19.0,9.0,2018.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",9654.0,569.0,22.0,"01-03-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,1.0,3.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",9681.0,569.0,590.0,"09-04-2019","organismo evaluador de la conformidad",29.0,174.0,7250.0,1.0,9.0,4.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9739.0,569.0,1804.0,"26-07-2019","organismo evaluador de la conformidad",59.0,354.0,14750.0,1.0,26.0,7.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9752.0,569.0,2098.0,"30-11-2018","organismo evaluador de la conformidad",61.0,366.0,15250.0,1.0,30.0,11.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9671.0,569.0,351.0,"05-11-2018","organismo evaluador de la conformidad",21.0,126.0,5250.0,1.0,5.0,11.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9683.0,569.0,628.0,"09-11-2018","organismo evaluador de la conformidad",32.0,192.0,8000.0,1.0,9.0,11.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9696.0,569.0,1030.0,"15-08-2018","organismo evaluador de la conformidad",30.0,180.0,7500.0,1.0,15.0,8.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9753.0,569.0,2120.0,"31-05-2018","organismo evaluador de la conformidad",22.0,132.0,5500.0,1.0,31.0,5.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9660.0,569.0,107.0,"02-07-2019","organismo evaluador de la conformidad",18.0,108.0,4500.0,1.0,2.0,7.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9667.0,569.0,253.0,"04-07-2019","organismo evaluador de la conformidad",7.0,42.0,1750.0,1.0,4.0,7.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9692.0,569.0,898.0,"13-08-2019","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,13.0,8.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",9656.0,569.0,57.0,"01-10-2018","organismo evaluador de la conformidad",14.0,84.0,3500.0,1.0,1.0,10.0,2018.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9658.0,569.0,93.0,"02-04-2018","organismo evaluador de la conformidad",13.0,78.0,3250.0,1.0,2.0,4.0,2018.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9663.0,569.0,200.0,"03-10-2019","organismo evaluador de la conformidad",18.0,108.0,4500.0,1.0,3.0,10.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9674.0,569.0,428.0,"06-12-2018","organismo evaluador de la conformidad",30.0,180.0,7500.0,1.0,6.0,12.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9709.0,569.0,1212.0,"18-03-2019","organismo evaluador de la conformidad",27.0,162.0,6750.0,1.0,18.0,3.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9710.0,569.0,1226.0,"18-06-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,18.0,6.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",9725.0,569.0,1543.0,"22-10-2018","organismo evaluador de la conformidad",11.0,66.0,2750.0,1.0,22.0,10.0,2018.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9731.0,569.0,1650.0,"24-04-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,24.0,4.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",9733.0,569.0,1681.0,"24-10-2018","organismo evaluador de la conformidad",14.0,84.0,3500.0,1.0,24.0,10.0,2018.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9736.0,569.0,1712.0,"25-03-2019","organismo evaluador de la conformidad",23.0,138.0,5750.0,1.0,25.0,3.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9738.0,569.0,1786.0,"26-04-2018","organismo evaluador de la conformidad",5.0,30.0,1250.0,1.0,26.0,4.0,2018.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",9694.0,569.0,1002.0,"15-03-2018","organismo evaluador de la conformidad",11.0,66.0,2750.0,1.0,15.0,3.0,2018.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9714.0,569.0,1288.0,"19-04-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,19.0,4.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",9724.0,569.0,1517.0,"22-06-2018","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,22.0,6.0,2018.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",9727.0,569.0,1573.0,"23-03-2018","organismo evaluador de la conformidad",15.0,90.0,3750.0,1.0,23.0,3.0,2018.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9729.0,569.0,1620.0,"23-11-2018","organismo evaluador de la conformidad",12.0,72.0,3000.0,1.0,23.0,11.0,2018.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9749.0,569.0,1971.0,"28-11-2018","organismo evaluador de la conformidad",7.0,42.0,1750.0,1.0,28.0,11.0,2018.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9653.0,569.0,4.0,"31-12-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,31.0,12.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",9691.0,569.0,853.0,"12-12-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,12.0,12.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",9682.0,569.0,604.0,"09-07-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,9.0,7.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","quito","pichincha",9679.0,569.0,533.0,"08-07-2019","organismo evaluador de la conformidad",35.0,210.0,8750.0,1.0,8.0,7.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9711.0,569.0,1234.0,"18-07-2019","organismo evaluador de la conformidad",27.0,162.0,6750.0,1.0,18.0,7.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9750.0,569.0,1972.0,"28-11-2019","organismo evaluador de la conformidad",14.0,84.0,3500.0,1.0,28.0,11.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9715.0,569.0,1298.0,"19-06-2019","organismo evaluador de la conformidad",23.0,138.0,5750.0,1.0,19.0,6.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9722.0,569.0,1444.0,"21-06-2018","organismo evaluador de la conformidad",14.0,84.0,3500.0,1.0,21.0,6.0,2018.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9659.0,569.0,99.0,"02-05-2019","organismo evaluador de la conformidad",41.0,246.0,10250.0,1.0,2.0,5.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9672.0,569.0,352.0,"05-11-2019","organismo evaluador de la conformidad",14.0,84.0,3500.0,1.0,5.0,11.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9675.0,569.0,460.0,"07-06-2019","organismo evaluador de la conformidad",51.0,306.0,12750.0,1.0,7.0,6.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9706.0,569.0,1164.0,"17-07-2018","organismo evaluador de la conformidad",7.0,42.0,1750.0,1.0,17.0,7.0,2018.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9721.0,569.0,1439.0,"21-05-2019","organismo evaluador de la conformidad",68.0,408.0,17000.0,1.0,21.0,5.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9748.0,569.0,1965.0,"28-10-2019","organismo evaluador de la conformidad",7.0,42.0,1750.0,1.0,28.0,10.0,2019.0,0.0,0.477326968973747
"MISSING","habilitado","24-05-2021","quito","pichincha",9666.0,569.0,252.0,"04-07-2018","organismo evaluador de la conformidad",26.0,156.0,6500.0,1.0,4.0,7.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9700.0,569.0,1085.0,"16-05-2019","organismo evaluador de la conformidad",63.0,378.0,15750.0,1.0,16.0,5.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9704.0,569.0,1150.0,"17-04-2019","organismo evaluador de la conformidad",18.0,108.0,4500.0,1.0,17.0,4.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9707.0,569.0,1179.0,"17-09-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,17.0,9.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","quito","pichincha",9703.0,569.0,1146.0,"17-03-2021","organismo evaluador de la conformidad",7.0,42.0,1750.0,1.0,17.0,3.0,2021.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9732.0,569.0,1670.0,"24-08-2018","organismo evaluador de la conformidad",10.0,60.0,2500.0,1.0,24.0,8.0,2018.0,0.0,0.8750994431185362
"MISSING","habilitado","24-05-2021","quito","pichincha",9689.0,569.0,780.0,"11-12-2018","organismo evaluador de la conformidad",35.0,210.0,8750.0,1.0,11.0,12.0,2018.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9678.0,569.0,502.0,"08-01-2019","organismo evaluador de la conformidad",34.0,204.0,8500.0,1.0,8.0,1.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","quito","pichincha",9742.0,569.0,1858.0,"27-04-2018","organismo evaluador de la conformidad",19.0,114.0,4750.0,1.0,27.0,4.0,2018.0,0.0,0.9268313621990469
