id_fact_oec_rs,id_razon_social,id_fecha,total_perfiles,prediction_total_perfiles,volumen_cer,prediction_volumen_cer,volumen_horas,prediction_volumen_horas,volumen_ganancias,prediction_volumen_ganancias,volumen_porcentaje_asistencia,prediction_volumen_porcentaje_asistencia
1679.0,1192.0,824.0,1.0,1.647586397827243,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1705.0,1192.0,1746.0,1.0,0.9927708744968442,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1714.0,1192.0,2027.0,1.0,1.5308792686634007,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1715.0,1192.0,2083.0,1.0,1.574000660941809,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
1669.0,1192.0,564.0,1.0,1.000630415432741,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1671.0,1192.0,633.0,1.0,1.3193126634292895,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1694.0,1192.0,1312.0,1.0,1.2976837884822343,24.0,24.0,144.0,144.0,6000.0,6000.0,0.0,0.9268313621990468
1660.0,1192.0,358.0,1.0,0.9883741833206188,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1663.0,1192.0,433.0,1.0,1.309506975260436,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1678.0,1192.0,815.0,1.0,1.2967848369595487,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
1680.0,1192.0,926.0,1.0,1.0150169608047035,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1685.0,1192.0,1031.0,1.0,1.443507221877215,13.0,13.0,78.0,78.0,3250.0,3250.0,0.0,0.3357234779300443
1687.0,1192.0,1126.0,2.0,1.3160983678031954,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
1689.0,1192.0,1195.0,1.0,1.3581069857469883,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
1695.0,1192.0,1320.0,3.0,1.4959234806816568,13.0,13.0,78.0,78.0,3250.0,3250.0,0.0,0.3357234779300443
1654.0,1192.0,86.0,1.0,1.0040849664752642,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1657.0,1192.0,229.0,1.0,1.2971341198141346,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1683.0,1192.0,968.0,1.0,1.26809360949176,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
1682.0,1192.0,963.0,1.0,1.3903531359980008,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.3357234779300443
1675.0,1192.0,728.0,1.0,1.314850529452659,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1712.0,1192.0,1922.0,1.0,0.9990678342970823,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1655.0,1192.0,156.0,1.0,1.2416436379140834,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
1666.0,1192.0,527.0,1.0,1.0040175031268774,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1672.0,1192.0,653.0,1.0,1.295977100992448,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1692.0,1192.0,1233.0,1.0,0.9991485952874684,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1713.0,1192.0,1938.0,1.0,0.9973207743556742,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1684.0,1192.0,983.0,2.0,1.464948331297481,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
1656.0,1192.0,199.0,1.0,1.2063660509671792,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
1688.0,1192.0,1194.0,2.0,1.2580067337845575,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1696.0,1192.0,1360.0,1.0,1.0008956552288766,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1698.0,1192.0,1429.0,1.0,1.0030761128097112,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1702.0,1192.0,1631.0,2.0,1.243647530471779,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1703.0,1192.0,1659.0,1.0,1.0000073563084044,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1704.0,1192.0,1675.0,1.0,1.26809360949176,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
1707.0,1192.0,1786.0,1.0,1.1345616133918413,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
1706.0,1192.0,1768.0,1.0,1.018165306081417,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1709.0,1192.0,1852.0,1.0,1.0008956552288766,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1681.0,1192.0,937.0,1.0,1.2535445998079269,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1708.0,1192.0,1845.0,1.0,1.2380540239979638,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1665.0,1192.0,507.0,1.0,1.0043362217062424,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1686.0,1192.0,1053.0,1.0,1.3193126634292895,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1674.0,1192.0,725.0,1.0,1.4165100113465343,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
1667.0,1192.0,533.0,1.0,1.4386717803068934,18.0,18.0,108.0,108.0,4500.0,4500.0,0.0,0.9268313621990468
1652.0,1192.0,13.0,2.0,1.256828692800471,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1658.0,1192.0,237.0,1.0,1.3031825753938648,20.0,20.0,120.0,120.0,5000.0,5000.0,0.0,0.9268313621990468
1659.0,1192.0,323.0,1.0,1.3606315229996,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
1661.0,1192.0,377.0,2.0,1.3394098006980386,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
1662.0,1192.0,405.0,1.0,0.999647364713954,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1664.0,1192.0,457.0,1.0,1.6236794946022457,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1668.0,1192.0,549.0,1.0,1.0009848080104604,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1670.0,1192.0,599.0,1.0,1.0040175031268774,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1673.0,1192.0,694.0,1.0,0.9989184380853005,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1676.0,1192.0,745.0,1.0,1.0040175031268774,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1677.0,1192.0,813.0,1.0,1.0048668452024032,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1690.0,1192.0,1201.0,2.0,1.3571157947013746,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
1691.0,1192.0,1217.0,1.0,1.0008956552288766,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1693.0,1192.0,1298.0,1.0,1.2424973340827166,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1697.0,1192.0,1428.0,1.0,1.0008956552288766,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1699.0,1192.0,1444.0,1.0,0.9991485952874684,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1700.0,1192.0,1611.0,1.0,0.9995090084727308,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1701.0,1192.0,1624.0,2.0,1.312561785366259,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1710.0,1192.0,1853.0,1.0,1.0030761128097112,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1711.0,1192.0,1907.0,1.0,0.996620268614268,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3308.0,1494.0,26.0,1.0,1.0121945880479215,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3365.0,1494.0,935.0,1.0,1.3431926682393425,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
3400.0,1494.0,1454.0,2.0,1.2571779269934524,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3411.0,1494.0,1622.0,1.0,0.9900471943425402,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3445.0,1494.0,2037.0,1.0,0.993038560047924,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3427.0,1494.0,1793.0,2.0,1.3098760011640735,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3316.0,1494.0,160.0,2.0,1.29163645769643,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3373.0,1494.0,1057.0,1.0,1.2796483735406838,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3380.0,1494.0,1140.0,1.0,1.2738402293331348,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3381.0,1494.0,1141.0,1.0,1.3016918396321018,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3392.0,1494.0,1306.0,1.0,1.289189418385493,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3401.0,1494.0,1484.0,1.0,1.4457029369265255,18.0,18.0,108.0,108.0,4500.0,4500.0,0.0,0.9268313621990468
3407.0,1494.0,1576.0,1.0,1.0072755358947945,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3408.0,1494.0,1580.0,1.0,1.2843438218993726,9.0,9.0,54.0,54.0,2250.0,2250.0,0.0,0.3357234779300443
3417.0,1494.0,1673.0,1.0,1.003043066894523,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3423.0,1494.0,1746.0,1.0,1.0098558913911149,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3424.0,1494.0,1758.0,1.0,1.1456815501484272,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3428.0,1494.0,1812.0,1.0,0.999688134349188,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3443.0,1494.0,1995.0,1.0,1.0004865703182333,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3333.0,1494.0,392.0,1.0,1.0025662379436,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3310.0,1494.0,37.0,1.0,1.244551258740674,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
3348.0,1494.0,649.0,1.0,1.2736029892081462,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3378.0,1494.0,1127.0,2.0,1.6033483565157696,14.0,14.0,84.0,84.0,3500.0,3500.0,0.0,0.3357234779300443
3385.0,1494.0,1210.0,1.0,1.009402610065652,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3353.0,1494.0,706.0,2.0,1.2205497340370386,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3322.0,1494.0,287.0,1.0,1.204184264547283,31.0,31.0,186.0,186.0,7750.0,7750.0,0.0,0.9268313621990468
3328.0,1494.0,358.0,1.0,1.2213885874267618,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3371.0,1494.0,1024.0,1.0,1.173903235827882,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
3377.0,1494.0,1108.0,1.0,1.1631114708767456,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3391.0,1494.0,1304.0,1.0,1.0006440705425377,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3395.0,1494.0,1331.0,1.0,1.000113177159281,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3397.0,1494.0,1349.0,1.0,1.0087920723841564,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3435.0,1494.0,1900.0,1.0,1.199548066765263,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3444.0,1494.0,2030.0,2.0,1.2771896777600231,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
3432.0,1494.0,1869.0,1.0,1.2040851322350392,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
3358.0,1494.0,756.0,1.0,1.2617699624503331,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3393.0,1494.0,1319.0,1.0,1.0154669761419683,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3442.0,1494.0,1994.0,3.0,1.2496664129108723,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3412.0,1494.0,1647.0,1.0,1.256765290964384,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3431.0,1494.0,1861.0,1.0,1.0022138697773957,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3319.0,1494.0,205.0,1.0,0.9969743245479804,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3313.0,1494.0,83.0,2.0,1.4710176545055476,13.0,13.0,78.0,78.0,3250.0,3250.0,0.0,0.3357234779300443
3384.0,1494.0,1208.0,1.0,1.1686518191532995,16.0,16.0,96.0,96.0,4000.0,4000.0,0.0,0.3357234779300443
3414.0,1494.0,1659.0,1.0,1.0006440705425377,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3422.0,1494.0,1745.0,1.0,1.0042985800415665,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3410.0,1494.0,1614.0,1.0,1.139643626437308,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3446.0,1494.0,2132.0,1.0,0.9883324128119312,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3434.0,1494.0,1895.0,1.0,1.2682195161511374,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3418.0,1494.0,1695.0,1.0,1.2728974954776533,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3334.0,1494.0,424.0,1.0,1.2869857998636036,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3370.0,1494.0,1015.0,1.0,1.2497539517213485,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3398.0,1494.0,1407.0,1.0,1.0024239078071588,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3366.0,1494.0,944.0,1.0,1.007627904060999,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3369.0,1494.0,1009.0,2.0,1.316626879227104,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3409.0,1494.0,1601.0,1.0,0.9951213783884924,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3386.0,1494.0,1234.0,1.0,1.0006440705425377,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3403.0,1494.0,1519.0,1.0,1.2833607102662683,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3436.0,1494.0,1907.0,1.0,1.0036465749823291,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3317.0,1494.0,174.0,1.0,1.002798620693855,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3324.0,1494.0,318.0,1.0,1.0104270315447397,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3327.0,1494.0,352.0,1.0,1.0011879346881216,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3357.0,1494.0,736.0,1.0,1.1786780139342483,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3338.0,1494.0,468.0,1.0,1.3591731640195832,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
3402.0,1494.0,1498.0,1.0,1.0043409439482531,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3321.0,1494.0,267.0,2.0,1.2897308566795147,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3367.0,1494.0,987.0,2.0,1.5871670677630647,14.0,14.0,84.0,84.0,3500.0,3500.0,0.0,0.3357234779300443
3368.0,1494.0,1005.0,3.0,1.316626879227104,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3441.0,1494.0,1992.0,1.0,0.9954249042008344,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3337.0,1494.0,455.0,1.0,1.0104270315447397,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3375.0,1494.0,1085.0,1.0,1.1480546635544926,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3419.0,1494.0,1715.0,1.0,1.0022138697773957,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3332.0,1494.0,386.0,1.0,1.2339813358054272,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3339.0,1494.0,487.0,1.0,1.2858662001750674,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3352.0,1494.0,702.0,1.0,1.0911849699065244,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3356.0,1494.0,727.0,1.0,1.0025662379436,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3372.0,1494.0,1025.0,1.0,1.2583256780895935,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3379.0,1494.0,1134.0,1.0,1.4543253666639686,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
3399.0,1494.0,1432.0,1.0,1.0022138697773957,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3405.0,1494.0,1564.0,1.0,1.0096658069766165,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3421.0,1494.0,1737.0,1.0,1.2571779269934524,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3346.0,1494.0,630.0,3.0,1.6609808638646684,12.0,12.0,72.0,72.0,3000.0,3000.0,0.0,0.3357234779300443
3350.0,1494.0,673.0,1.0,0.9967329794404832,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3383.0,1494.0,1190.0,1.0,1.2682195161511374,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3341.0,1494.0,510.0,1.0,1.013164643397093,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3362.0,1494.0,867.0,2.0,1.320605272871606,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3374.0,1494.0,1076.0,1.0,1.0029611649903274,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3429.0,1494.0,1842.0,1.0,1.272174510508765,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3420.0,1494.0,1723.0,1.0,1.0066649982132987,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3359.0,1494.0,763.0,2.0,1.2982522514872727,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3416.0,1494.0,1672.0,1.0,0.999688134349188,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3306.0,1494.0,10.0,2.0,1.8000045088125518,14.0,14.0,84.0,84.0,3500.0,3500.0,0.0,0.3357234779300443
3307.0,1494.0,17.0,1.0,1.0058503309361442,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3309.0,1494.0,30.0,1.0,1.29163645769643,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3311.0,1494.0,51.0,1.0,0.9999221967615342,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3312.0,1494.0,65.0,1.0,1.0430692563846862,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3314.0,1494.0,90.0,2.0,1.5092152837465875,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
3315.0,1494.0,134.0,1.0,1.3040868461909014,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3318.0,1494.0,188.0,1.0,1.2782835998192497,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3320.0,1494.0,221.0,2.0,1.6040665306505872,13.0,13.0,78.0,78.0,3250.0,3250.0,0.0,0.3357234779300443
3323.0,1494.0,302.0,1.0,1.2766606156225209,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3325.0,1494.0,335.0,2.0,1.306769794373966,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3326.0,1494.0,342.0,1.0,1.341641092568014,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3329.0,1494.0,364.0,2.0,1.2468950889712034,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3330.0,1494.0,366.0,2.0,1.4622001870599235,9.0,9.0,54.0,54.0,2250.0,2250.0,0.0,0.3357234779300443
3331.0,1494.0,380.0,1.0,1.0025662379436,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3335.0,1494.0,442.0,1.0,1.4011511131381014,34.0,34.0,204.0,204.0,8500.0,8500.0,0.0,0.9268313621990468
3336.0,1494.0,447.0,2.0,1.333089908549144,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3340.0,1494.0,494.0,2.0,1.294887981094351,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3342.0,1494.0,580.0,2.0,1.479526058662148,19.0,19.0,114.0,114.0,4750.0,4750.0,0.0,0.9268313621990468
3343.0,1494.0,581.0,1.0,1.2668304035183866,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3344.0,1494.0,603.0,1.0,1.263928805056483,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3345.0,1494.0,624.0,1.0,1.2625381766453103,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3347.0,1494.0,644.0,1.0,1.013614522695778,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3349.0,1494.0,651.0,1.0,1.24008129930792,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3351.0,1494.0,685.0,1.0,1.0006856656788188,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3354.0,1494.0,720.0,2.0,1.4000567894842135,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
3355.0,1494.0,721.0,1.0,1.2690752377826613,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3360.0,1494.0,788.0,2.0,1.6422098543122303,15.0,15.0,90.0,90.0,3750.0,3750.0,0.0,0.3357234779300443
3361.0,1494.0,789.0,1.0,1.0051431914131428,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3363.0,1494.0,868.0,1.0,1.0046933121144577,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3364.0,1494.0,928.0,2.0,1.3216657575400206,11.0,10.272727272727272,66.0,66.0,2750.0,2605.787157287157,0.0,0.3357234779300443
3376.0,1494.0,1087.0,1.0,1.0029611649903274,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3382.0,1494.0,1173.0,2.0,1.258360297285097,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3387.0,1494.0,1254.0,1.0,1.001796826067792,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3388.0,1494.0,1274.0,2.0,1.562003323603338,34.0,34.0,204.0,204.0,8500.0,8500.0,0.0,0.9268313621990468
