"especialidad_sector","modalidad","razon_social","fecha_resolucion","canton","provincia","id_fact_oc","id_razon_social","id_curso_perfil","id_fecha","%_asistencia","costo","tipo","area_familia","curso_perfil","estado","tipo_razon_social","num_cap_cer","total_cursos","volumen_capacitados","total_horas","carga_horaria","anio","total_ganancias","prediction(total_ganancias)"
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1203.0,558.0,2656.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",15.0,35.0,1795.0,360.0,24.0,2022.0,0.0,3026.957142857143
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1204.0,558.0,2667.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",46.0,35.0,1795.0,552.0,12.0,2022.0,0.0,5325.64
"MISSING","online","MISSING","MISSING","MISSING","MISSING",1205.0,558.0,2694.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",46.0,35.0,1795.0,552.0,12.0,2022.0,0.0,5325.64
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1206.0,558.0,2678.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",13.0,35.0,1795.0,104.0,8.0,2022.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1207.0,558.0,2665.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",12.0,35.0,1795.0,96.0,8.0,2022.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1208.0,558.0,2686.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",108.0,35.0,1795.0,864.0,8.0,2022.0,0.0,7196.09
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1209.0,558.0,2674.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",11.0,35.0,1795.0,88.0,8.0,2022.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1210.0,558.0,2662.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",19.0,35.0,1795.0,342.0,18.0,2022.0,0.0,3026.957142857143
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1211.0,558.0,2659.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",38.0,35.0,1795.0,304.0,8.0,2022.0,0.0,3026.957142857143
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1212.0,558.0,2664.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",21.0,35.0,1795.0,252.0,12.0,2022.0,0.0,3026.957142857143
"MISSING","online","MISSING","MISSING","MISSING","MISSING",1213.0,558.0,2691.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",434.0,35.0,1795.0,5208.0,12.0,2022.0,0.0,34688.11
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1214.0,558.0,2684.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",603.0,35.0,1795.0,7236.0,12.0,2022.0,0.0,34688.11
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1215.0,558.0,2666.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",61.0,35.0,1795.0,732.0,12.0,2022.0,0.0,7196.09
"MISSING","online","MISSING","MISSING","MISSING","MISSING",1216.0,558.0,2693.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",61.0,35.0,1795.0,732.0,12.0,2022.0,0.0,7196.09
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1217.0,558.0,2675.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",92.0,35.0,1795.0,736.0,8.0,2022.0,0.0,7196.09
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1218.0,558.0,2685.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",135.0,35.0,1795.0,1620.0,12.0,2022.0,0.0,19648.734104166666
"MISSING","online","MISSING","MISSING","MISSING","MISSING",1219.0,558.0,2692.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",135.0,35.0,1795.0,1620.0,12.0,2022.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","quito","pichincha",1220.0,589.0,2889.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",24.0,4.0,94.0,9792.0,408.0,2022.0,0.0,85929.324998295
"MISSING","presencial","MISSING","MISSING","quito","pichincha",1221.0,589.0,2885.0,7.0,0.0,0.0,"curso","artes y artesanía",,"calificado","operador de capacitación",16.0,4.0,94.0,768.0,48.0,2022.0,0.0,7196.09
"MISSING","presencial","MISSING","MISSING","quito","pichincha",1222.0,589.0,2887.0,7.0,0.0,0.0,"curso","artes y artesanía",,"calificado","operador de capacitación",8.0,4.0,94.0,384.0,48.0,2022.0,0.0,3886.186666666666
"MISSING","MISSING","MISSING","MISSING","quito","pichincha",1223.0,589.0,4949.0,7.0,0.0,0.0,"perfil","otras actividades de servicios",,"calificado","operador de capacitación",46.0,4.0,94.0,0.0,0.0,2022.0,0.0,212.81000000000003
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1224.0,608.0,3917.0,7.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",34.0,4.0,132.0,1360.0,40.0,2022.0,0.0,19648.734104166666
"MISSING","online","MISSING","MISSING","MISSING","MISSING",1225.0,608.0,3923.0,7.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",34.0,4.0,132.0,1360.0,40.0,2022.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1226.0,608.0,3919.0,7.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",57.0,4.0,132.0,7980.0,140.0,2022.0,0.0,85929.324998295
"MISSING","online","MISSING","MISSING","MISSING","MISSING",1227.0,608.0,3924.0,7.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",57.0,4.0,132.0,7980.0,140.0,2022.0,0.0,85929.324998295
"MISSING","presencial","MISSING","MISSING","MISSING","MISSING",1228.0,608.0,3916.0,7.0,0.0,0.0,"curso","transporte y logística",,"calificado","operador de capacitación",12.0,4.0,132.0,480.0,40.0,2022.0,0.0,5325.64
"MISSING","online","MISSING","MISSING","MISSING","MISSING",1229.0,608.0,3922.0,7.0,0.0,0.0,"curso","transporte y logística",,"calificado","operador de capacitación",12.0,4.0,132.0,480.0,40.0,2022.0,0.0,5325.64
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1230.0,613.0,3690.0,7.0,17.857142857142858,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",30.0,55.0,5435.0,240.0,8.0,2022.0,0.0,1011.25
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1231.0,613.0,3731.0,7.0,1.7857142857142856,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",3.0,55.0,5435.0,60.0,20.0,2022.0,0.0,615.6961538375385
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1232.0,613.0,3801.0,7.0,1.7857142857142856,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",3.0,55.0,5435.0,60.0,20.0,2022.0,0.0,615.6961538375385
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1233.0,613.0,3691.0,7.0,15.476190476190476,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",26.0,55.0,5435.0,208.0,8.0,2022.0,0.0,1094.4599999696
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1234.0,613.0,3791.0,7.0,16.666666666666664,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",28.0,55.0,5435.0,224.0,8.0,2022.0,0.0,1094.4599999696
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1235.0,613.0,3795.0,7.0,16.666666666666664,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",28.0,55.0,5435.0,224.0,8.0,2022.0,0.0,1094.4599999696
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1236.0,613.0,3740.0,7.0,0.5952380952380952,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",1.0,55.0,5435.0,20.0,20.0,2022.0,0.0,212.81000000000003
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1237.0,613.0,3779.0,7.0,0.5952380952380952,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",1.0,55.0,5435.0,20.0,20.0,2022.0,0.0,212.81000000000003
"software especializado","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1238.0,613.0,3734.0,7.0,4.761904761904762,295.0,"curso","tecnologías de la información y comunicación","autocad 2d y 3d","calificado","operador de capacitación",8.0,55.0,5435.0,160.0,20.0,2022.0,2360.0,2098.6285714285714
"software especializado","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1239.0,613.0,3777.0,7.0,4.761904761904762,295.0,"curso","tecnologías de la información y comunicación","autocad 2d y 3d","calificado","operador de capacitación",8.0,55.0,5435.0,160.0,20.0,2022.0,2360.0,2098.6285714285714
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1240.0,613.0,3692.0,7.0,23.809523809523807,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",40.0,55.0,5435.0,320.0,8.0,2022.0,0.0,1011.25
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1241.0,613.0,3693.0,7.0,9.523809523809524,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",16.0,55.0,5435.0,128.0,8.0,2022.0,0.0,615.6961538375385
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1242.0,613.0,3694.0,7.0,16.666666666666664,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",28.0,55.0,5435.0,224.0,8.0,2022.0,0.0,1094.4599999696
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1243.0,613.0,3707.0,7.0,12.5,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",21.0,55.0,5435.0,168.0,8.0,2022.0,0.0,2098.6285714285714
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1244.0,613.0,3708.0,7.0,38.69047619047619,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",65.0,55.0,5435.0,520.0,8.0,2022.0,0.0,5325.64
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1245.0,613.0,3726.0,7.0,1.1904761904761905,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",2.0,55.0,5435.0,20.0,10.0,2022.0,0.0,212.81000000000003
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1246.0,613.0,3759.0,7.0,1.1904761904761905,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",2.0,55.0,5435.0,20.0,10.0,2022.0,0.0,212.81000000000003
"capacitación","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1247.0,613.0,3705.0,7.0,100.0,0.0,"curso","educación y capacitación","diseño de sistemas contra incendios","calificado","operador de capacitación",168.0,55.0,5435.0,3360.0,20.0,2022.0,0.0,34688.11
"capacitación","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1248.0,613.0,3752.0,7.0,100.0,193.4,"curso","educación y capacitación","diseño de sistemas contra incendios","calificado","operador de capacitación",168.0,55.0,5435.0,3360.0,20.0,2022.0,32491.2,34688.11
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1249.0,613.0,3729.0,7.0,0.5952380952380952,0.0,"curso","construcción e infraestructura",,"calificado","operador de capacitación",1.0,55.0,5435.0,20.0,20.0,2022.0,0.0,212.81000000000003
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1250.0,613.0,3762.0,7.0,0.5952380952380952,0.0,"curso","construcción e infraestructura",,"calificado","operador de capacitación",1.0,55.0,5435.0,20.0,20.0,2022.0,0.0,212.81000000000003
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1251.0,613.0,3793.0,7.0,21.428571428571427,84.0,"curso","comunicación y artes gráficas","diseño gráfico","calificado","operador de capacitación",36.0,55.0,5435.0,288.0,8.0,2022.0,3024.0,3026.957142857143
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1252.0,613.0,3797.0,7.0,21.428571428571427,0.0,"curso","comunicación y artes gráficas","diseño gráfico","calificado","operador de capacitación",36.0,55.0,5435.0,288.0,8.0,2022.0,0.0,1011.25
"capacitación","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1253.0,613.0,3706.0,7.0,276.1904761904762,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",464.0,55.0,5435.0,9280.0,20.0,2022.0,0.0,85929.324998295
"capacitación","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1254.0,613.0,3753.0,7.0,276.1904761904762,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",464.0,55.0,5435.0,9280.0,20.0,2022.0,0.0,85929.324998295
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1255.0,613.0,3799.0,7.0,20.833333333333336,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",35.0,55.0,5435.0,280.0,8.0,2022.0,0.0,1011.25
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1256.0,613.0,3806.0,7.0,20.833333333333336,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",35.0,55.0,5435.0,280.0,8.0,2022.0,0.0,3026.957142857143
"programas de escritorio","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1257.0,613.0,3810.0,7.0,4.761904761904762,48.124999995,"curso","tecnologías de la información y comunicación","excel avanzado","calificado","operador de capacitación",8.0,55.0,5435.0,120.0,15.0,2022.0,384.99999996,615.6961538375385
"programas de escritorio","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1258.0,613.0,3811.0,7.0,4.761904761904762,48.124999995,"curso","tecnologías de la información y comunicación","excel avanzado","calificado","operador de capacitación",8.0,55.0,5435.0,120.0,15.0,2022.0,384.99999996,615.6961538375385
"programas de escritorio","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1259.0,613.0,3800.0,7.0,0.5952380952380952,84.0,"curso","tecnologías de la información y comunicación","excel basico","calificado","operador de capacitación",1.0,55.0,5435.0,8.0,8.0,2022.0,84.0,212.81000000000003
"programas de escritorio","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1260.0,613.0,3807.0,7.0,0.5952380952380952,84.0,"curso","tecnologías de la información y comunicación","excel basico","calificado","operador de capacitación",1.0,55.0,5435.0,8.0,8.0,2022.0,84.0,212.81000000000003
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1261.0,613.0,3728.0,7.0,233.33333333333331,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",392.0,55.0,5435.0,15680.0,40.0,2022.0,0.0,85929.324998295
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1262.0,613.0,3761.0,7.0,233.33333333333331,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",392.0,55.0,5435.0,15680.0,40.0,2022.0,0.0,85929.324998295
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1263.0,613.0,3710.0,7.0,20.833333333333336,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",35.0,55.0,5435.0,560.0,16.0,2022.0,0.0,5325.64
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1264.0,613.0,3741.0,7.0,10.11904761904762,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",17.0,55.0,5435.0,170.0,10.0,2022.0,0.0,2098.6285714285714
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1265.0,613.0,3780.0,7.0,10.11904761904762,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",17.0,55.0,5435.0,170.0,10.0,2022.0,0.0,2098.6285714285714
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1266.0,613.0,3802.0,7.0,2.380952380952381,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",4.0,55.0,5435.0,32.0,8.0,2022.0,0.0,212.81000000000003
"capacitación","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1267.0,613.0,3721.0,7.0,165.47619047619045,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",278.0,55.0,5435.0,2224.0,8.0,2022.0,0.0,14064.3
"capacitación","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1268.0,613.0,3754.0,7.0,165.47619047619045,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",278.0,55.0,5435.0,2224.0,8.0,2022.0,0.0,14064.3
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1269.0,613.0,3675.0,7.0,176.78571428571428,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",297.0,55.0,5435.0,2376.0,8.0,2022.0,0.0,14064.3
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1270.0,613.0,3712.0,7.0,176.78571428571428,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",297.0,55.0,5435.0,2376.0,8.0,2022.0,0.0,14064.3
"capacitación","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1271.0,613.0,3702.0,7.0,105.95238095238096,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",178.0,55.0,5435.0,1424.0,8.0,2022.0,0.0,10812.15
"capacitación","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1272.0,613.0,3749.0,7.0,105.95238095238096,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",178.0,55.0,5435.0,1424.0,8.0,2022.0,0.0,10812.15
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1273.0,613.0,3676.0,7.0,106.54761904761904,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",179.0,55.0,5435.0,1432.0,8.0,2022.0,0.0,10812.15
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1274.0,613.0,3713.0,7.0,106.54761904761904,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",179.0,55.0,5435.0,1432.0,8.0,2022.0,0.0,10812.15
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1275.0,613.0,3725.0,7.0,2.380952380952381,0.0,"curso","transporte y logística",,"calificado","operador de capacitación",4.0,55.0,5435.0,32.0,8.0,2022.0,0.0,212.81000000000003
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1276.0,613.0,3758.0,7.0,2.380952380952381,0.0,"curso","transporte y logística",,"calificado","operador de capacitación",4.0,55.0,5435.0,32.0,8.0,2022.0,0.0,212.81000000000003
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1277.0,613.0,3704.0,7.0,53.57142857142857,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",90.0,55.0,5435.0,1800.0,20.0,2022.0,0.0,10812.15
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1278.0,613.0,3751.0,7.0,53.57142857142857,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",90.0,55.0,5435.0,1800.0,20.0,2022.0,0.0,10812.15
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1279.0,613.0,3727.0,7.0,68.45238095238095,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",115.0,55.0,5435.0,1150.0,10.0,2022.0,0.0,10812.15
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1280.0,613.0,3760.0,7.0,68.45238095238095,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",115.0,55.0,5435.0,1150.0,10.0,2022.0,0.0,10812.15
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1281.0,613.0,3764.0,7.0,0.5952380952380952,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",1.0,55.0,5435.0,10.0,10.0,2022.0,0.0,212.81000000000003
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1282.0,613.0,3804.0,7.0,0.5952380952380952,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",1.0,55.0,5435.0,10.0,10.0,2022.0,0.0,212.81000000000003
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1283.0,613.0,3792.0,7.0,25.0,0.0,"curso","finanzas comercio y ventas",,"calificado","operador de capacitación",42.0,55.0,5435.0,336.0,8.0,2022.0,0.0,3026.957142857143
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1284.0,613.0,3796.0,7.0,25.0,0.0,"curso","finanzas comercio y ventas",,"calificado","operador de capacitación",42.0,55.0,5435.0,336.0,8.0,2022.0,0.0,1011.25
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1285.0,613.0,3747.0,7.0,15.476190476190476,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",26.0,55.0,5435.0,260.0,10.0,2022.0,0.0,1011.25
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1286.0,613.0,3786.0,7.0,15.476190476190476,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",26.0,55.0,5435.0,260.0,10.0,2022.0,0.0,3026.957142857143
"programas de escritorio","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1287.0,613.0,3790.0,7.0,0.5952380952380952,62.400000000000006,"curso","tecnologías de la información y comunicación","office avanzado","calificado","operador de capacitación",1.0,55.0,5435.0,20.0,20.0,2022.0,62.400000000000006,212.81000000000003
"programas de escritorio","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1288.0,613.0,3805.0,7.0,0.5952380952380952,62.400000000000006,"curso","tecnologías de la información y comunicación","office avanzado","calificado","operador de capacitación",1.0,55.0,5435.0,20.0,20.0,2022.0,62.400000000000006,212.81000000000003
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1289.0,613.0,3755.0,7.0,108.33333333333331,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",182.0,55.0,5435.0,1456.0,8.0,2022.0,0.0,10812.15
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1290.0,613.0,3722.0,7.0,11.30952380952381,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",19.0,55.0,5435.0,152.0,8.0,2022.0,0.0,2098.6285714285714
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1291.0,613.0,3808.0,7.0,151.19047619047618,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",254.0,55.0,5435.0,2032.0,8.0,2022.0,0.0,14064.3
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1292.0,613.0,3812.0,7.0,151.19047619047618,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",254.0,55.0,5435.0,2032.0,8.0,2022.0,0.0,14064.3
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1293.0,613.0,3680.0,7.0,182.14285714285717,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",306.0,55.0,5435.0,2448.0,8.0,2022.0,0.0,14064.3
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1294.0,613.0,3717.0,7.0,182.14285714285717,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",306.0,55.0,5435.0,2448.0,8.0,2022.0,0.0,14064.3
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1295.0,613.0,3716.0,7.0,41.07142857142857,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",69.0,55.0,5435.0,552.0,8.0,2022.0,0.0,5325.64
"capacitación","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1296.0,613.0,3724.0,7.0,27.97619047619048,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",47.0,55.0,5435.0,376.0,8.0,2022.0,0.0,3026.957142857143
"capacitación","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1297.0,613.0,3757.0,7.0,27.97619047619048,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",47.0,55.0,5435.0,376.0,8.0,2022.0,0.0,1011.25
"capacitación","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1298.0,613.0,3756.0,7.0,10.714285714285714,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",18.0,55.0,5435.0,144.0,8.0,2022.0,0.0,615.6961538375385
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1299.0,613.0,3681.0,7.0,0.5952380952380952,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",1.0,55.0,5435.0,8.0,8.0,2022.0,0.0,212.81000000000003
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1300.0,613.0,3719.0,7.0,0.5952380952380952,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",1.0,55.0,5435.0,8.0,8.0,2022.0,0.0,212.81000000000003
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1301.0,613.0,3682.0,7.0,307.1428571428572,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",516.0,55.0,5435.0,4128.0,8.0,2022.0,0.0,34688.11
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1302.0,613.0,3720.0,7.0,307.1428571428572,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",516.0,55.0,5435.0,8256.0,16.0,2022.0,0.0,85929.324998295
"MISSING","presencial","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1303.0,613.0,3684.0,7.0,60.71428571428571,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",102.0,55.0,5435.0,816.0,8.0,2022.0,0.0,7196.09
"MISSING","online","cvimsa ecuador c-vimsaecuador s.a.","28-01-2022","quito","pichincha",1304.0,613.0,3696.0,7.0,60.71428571428571,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",102.0,55.0,5435.0,816.0,8.0,2022.0,0.0,7196.09
