id_fact_oc_rs,id_razon_social,id_fecha,volumen_cap_cer,volumen_horas,volumen_ganancias,volumen_porcentaje_asistencia,total_cursos_perfiles
174,345,7,800.0,25760.0,322794.4,0.0,6
175,348,6,61.0,1420.0,20545.0,0.0,2
176,356,7,619.0,24760.0,735124.4000000001,0.0,3
177,36,5,2850.0,91200.0,1273621.892063492,35.998484274346346,22
178,371,4,16.0,640.0,8460.800000000001,0.0,1
179,371,6,308.0,12008.0,150940.32126984128,0.0,14
180,38,7,75.0,1504.0,13705.6,0.0,4
181,4,6,25.0,1500.0,7500.0,0.0,1
182,403,4,10.0,1000.0,16520.0,0.0,1
183,403,6,1.0,100.0,1652.0,0.0,1
184,405,7,19.0,722.0,8262.671746031745,0.0,2
185,417,4,7.0,280.0,1925.2444444444432,0.0,1
186,417,6,7.0,280.0,1925.2444444444432,0.0,1
187,440,3,49.0,15288.0,97687.20000000001,0.0,2
188,440,4,54.0,16848.0,75703.68000000001,0.0,2
189,440,6,235.0,68808.0,495740.88,0.0,4
190,445,7,793.0,456768.0,1635229.44,0.0,1
191,446,6,210.0,16800.0,115514.6666666666,0.0,1
192,452,6,5234.0,132950.0,1570741.4563492062,18.679514632405425,44
193,457,6,345.0,63930.0,2410.1400000000003,0.0,5
194,464,7,84.0,504.0,21000.0,0.0,2
195,472,5,6.0,240.0,2781.6000000000004,0.0,1
196,491,7,1336.0,107405.0,559110.99,168.68686868686868,33
197,50,6,84.0,31584.0,248786.7022222221,0.0,4
198,507,7,1708.0,198608.0,1365603.3879365071,0.0,4
199,518,7,29.0,1048.0,15114.160000000002,0.0,2
200,537,7,94.0,2432.0,16722.123174603163,0.0,3
201,538,6,98.0,10140.0,176361.59999999998,0.0,6
202,539,7,222.0,6760.0,92841.63873015874,0.0,32
203,541,6,143.0,3160.0,19890.0,0.0,2
204,558,7,1850.0,21398.0,812945.32,0.0,17
205,564,3,118.0,4720.0,4059.2,2.1454545454545455,3
206,564,4,87.0,3480.0,2992.7999999999997,1.581818181818182,3
207,564,7,198.0,7920.0,6811.2,3.6,7
208,572,6,17116.0,372460.0,4688166.50952381,0.0,99
209,582,6,9.0,120.0,4758.96,0.0,4
210,589,7,94.0,11220.0,193569.76,0.0,4
211,608,7,206.0,19640.0,53519.200000000004,0.0,6
212,613,7,20624.0,320600.0,5930162.34984127,12276.190476190477,192
213,623,7,420.0,2520.0,105000.0,0.0,2
214,632,6,1337.0,85568.0,240446.08000000002,0.0,1
215,644,7,12.0,768.0,25382.399999999998,0.0,1
216,653,7,386.0,27408.0,110728.31999999999,0.0,10
217,66,6,1146.0,34380.0,316639.80000000005,0.0,2
218,660,7,7.0,840.0,20580.0,0.0,1
219,665,3,68.0,408.0,17000.0,0.0,1
220,665,4,18.0,288.0,13697.28,0.0,1
221,665,6,432.0,4970.0,211101.2,0.0,3
222,673,3,31.0,620.0,4263.041269841267,0.0,2
223,673,7,105.0,2050.0,14095.539682539675,0.0,4
224,679,4,6.0,720.0,417.59999999999997,0.0,1
225,679,7,76.0,8880.0,5901.599999999999,0.0,2
226,680,4,46.0,966.0,6642.09333333333,0.0,2
227,680,6,1792.0,41629.0,286235.71777777764,0.0,12
228,681,6,18.0,720.0,4950.628571428568,0.0,3
229,721,7,261.0,3746.0,92198.15000000001,0.0,3
230,731,3,1280.0,12800.0,277352.8,0.0,16
231,731,4,4.0,40.0,710.0999999999999,0.0,4
232,734,7,125.0,3840.0,28837.314285714274,0.0,8
233,737,6,79.0,3160.0,15072.996825396818,0.0,2
234,740,7,64.0,2147.0,15283.282222222215,0.0,5
235,764,6,100.0,800.0,5500.69841269841,0.0,1
236,768,6,110.0,10112.0,36200.96,0.0,4
237,770,7,1410.0,17112.0,666886.4634920635,0.0,18
238,773,3,29.0,232.0,22067.84,0.0,1
239,773,7,1315.0,19196.0,690544.433015873,0.0,4
240,793,5,66.0,1400.0,29740.0,0.0,2
241,795,7,2291.0,702240.0,84268.79999999999,0.0,8
242,8,5,330.0,68680.0,142732.24,0.0,8
243,813,7,94.0,14024.0,296924.8685714285,0.0,6
244,816,3,11.0,88.0,714.56,0.0,1
245,816,7,322.0,2756.0,356392.4,0.0,4
246,820,7,300.0,39100.0,4692.0,0.0,4
247,829,4,481.0,10932.0,123822.64,0.0,10
248,829,6,1891.0,45366.0,489782.08,0.0,10
249,834,6,38.0,228.0,9500.0,0.0,2
250,84,6,1.0,30.0,528.6,0.0,1
251,842,7,1.0,8.0,528.72,0.0,1
252,843,7,393.0,6726.0,62285.94825396825,0.0,9
253,844,6,236.0,2460.0,83347.90000000001,0.0,6
254,846,7,10.0,5250.0,19279.5,0.0,2
255,847,6,1336.0,123280.0,249272.0,0.0,9
256,849,6,1930.0,23130.0,156280.9657142857,0.0,10
257,851,6,17.0,340.0,1217.1999999999998,0.0,1
258,854,6,96.0,3840.0,11174.400000000001,0.0,2
259,863,6,1833.0,21996.0,260971.91999999998,0.0,34
260,868,6,33.0,7332.0,168966.64,0.0,2
261,869,4,331.0,8500.0,39660.438095238074,0.0,5
262,871,3,101.0,7446.0,98519.31428571427,0.0,5
263,871,4,37.0,2844.0,49095.2,0.0,2
264,871,6,287.0,22296.0,297407.2,0.0,7
265,876,6,2.0,12.0,500.0,0.0,1
266,899,6,261.0,35000.0,240655.55555555542,0.0,3
267,903,7,3.0,480.0,7929.599999999999,0.0,1
268,908,3,89.0,732.0,47056.08,0.0,3
269,908,4,269.0,2308.0,142225.68,0.0,4
270,908,6,349.0,2912.0,184523.28000000003,0.0,6
271,913,6,11.0,264.0,1815.2304761904752,0.0,3
272,928,7,95.0,11400.0,6612.0,0.0,3
273,943,4,56.0,2240.0,26342.399999999998,0.0,4
274,943,6,4776.0,73840.0,1329847.7,0.0,52
275,947,7,94.0,1144.0,1956.24,0.0,4
276,956,6,13.0,520.0,3004.0,0.0,2
277,968,7,76.0,34200.0,235154.857142857,0.0,4
278,984,3,9.0,900.0,99.0,0.0,1
279,984,4,6.0,600.0,66.0,0.0,1
280,984,6,16.0,2900.0,85729.00000000001,0.0,2
281,990,7,736.0,45942.0,878186.0,0.0,13
282,998,4,71.0,426.0,17750.0,0.0,1
