id_curso_perfil,tipo,area_familia,especialidad_sector,curso_perfil,modalidad,carga_horaria,costo
4326,curso,tecnologías de la información y comunicación,software especializado,autocad 2d y 3d,presencial,20,295.0
4327,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,transporte de materiales peligrosos y especiales,presencial,10,660.9000000000001
4328,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,transporte de materiales peligrosos y especiales,presencial,10,951.2
4329,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,sistematización industrial,presencial,20,528.8000000000001
4330,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,sistematización industrial,presencial,20,761.0
4331,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,gestión presencial,presencial,8,528.72
4332,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,gestión presencial,presencial,8,760.96
4333,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios pediatricos,presencial,8,528.72
4334,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios pediatricos,presencial,8,760.96
4335,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios geriatricos,presencial,8,528.72
4336,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios geriatricos,presencial,8,760.96
4337,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,auditoria ambiental,virtual,20,104.39999999999999
4338,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,auditoria ambiental,virtual,20,463.6
4339,curso,procesos industriales,petróleo,fundamentos rig pass + h2s,virtual,10,104.5
4340,curso,procesos industriales,petróleo,fundamentos rig pass + h2s,virtual,10,463.5
4341,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios basicos,virtual,20,104.39999999999999
4342,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios basicos,virtual,20,463.6
4343,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios avanzados,virtual,20,104.39999999999999
4344,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios avanzados,virtual,20,463.6
4345,curso,administración y legislación,gestión de la calidad,sistema de gestión ambiental,virtual,20,137.51746031746023
4346,curso,administración y legislación,gestión de la calidad,sistema de gestión ambiental,virtual,20,271.4
4347,curso,administración y legislación,administración general,reingenieria de procesos,virtual,20,137.51746031746023
4348,curso,administración y legislación,administración general,reingenieria de procesos,virtual,20,271.4
4349,curso,administración y legislación,administración general,gestión por procesos,virtual,20,137.51746031746023
4350,curso,administración y legislación,administración general,gestión por procesos,virtual,20,271.4
4351,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,neumatica basica,virtual,10,104.5
4352,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,neumatica basica,virtual,10,463.5
4353,curso,mecánica industrial y minería,hidráulica,hidraulica básica,virtual,10,104.5
4354,curso,mecánica industrial y minería,hidráulica,hidraulica básica,virtual,10,463.5
4355,curso,educación y capacitación,capacitación,introducción a la salud ocupacional,virtual,8,23.36
4356,curso,educación y capacitación,capacitación,introducción a la salud ocupacional,virtual,8,60.0
4357,curso,educación y capacitación,capacitación,vigilancia de la salud,virtual,20,137.51746031746023
4358,curso,educación y capacitación,capacitación,vigilancia de la salud,virtual,20,81.4
4359,curso,administración y legislación,gestión del talento humano,manejo de plataforma sut,virtual,20,137.51746031746023
4360,curso,administración y legislación,gestión del talento humano,manejo de plataforma sut,virtual,20,271.4
4361,curso,educación y capacitación,capacitación,diseño de sistemas contra incendios,virtual,20,137.51746031746023
4362,curso,educación y capacitación,capacitación,diseño de sistemas contra incendios,virtual,20,81.4
4363,curso,educación y capacitación,capacitación,elaboración de planes de emergencia,virtual,20,137.51746031746023
4364,curso,educación y capacitación,capacitación,elaboración de planes de emergencia,virtual,20,81.4
4365,curso,educación y capacitación,capacitación,"identificación, evaluación, medición de riesgos higienicos",virtual,8,23.36
4366,curso,educación y capacitación,capacitación,"identificación, evaluación, medición de riesgos higienicos",virtual,8,60.0
4367,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,operacion de equipos de medición,virtual,8,104.48
4368,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,operacion de equipos de medición,virtual,8,55.04
4369,curso,educación y capacitación,capacitación,prevención de riesgos en mineria,virtual,8,55.006984126984094
4370,curso,educación y capacitación,capacitación,prevención de riesgos en mineria,virtual,8,60.0
4371,curso,educación y capacitación,capacitación,prevención de riesgos en el área petrolera,virtual,8,55.006984126984094
4372,curso,educación y capacitación,capacitación,prevención de riesgos en el área petrolera,virtual,8,60.0
4373,curso,transporte y logística,conducción de vehículos terrestres,manejo a la defensiva,virtual,8,104.48
4374,curso,transporte y logística,conducción de vehículos terrestres,manejo a la defensiva,virtual,8,55.04
4375,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,buenas practicas ambientales,virtual,10,104.5
4376,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,buenas practicas ambientales,virtual,10,463.5
4377,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,virtual,10,104.5
4378,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,virtual,10,463.5
4379,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,virtual,40,275.03492063492047
4380,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,virtual,40,162.8
4381,curso,construcción e infraestructura,tecnología de la construcción,diseño estructural,virtual,20,104.39999999999999
4382,curso,construcción e infraestructura,tecnología de la construcción,diseño estructural,virtual,20,463.6
4383,curso,construcción e infraestructura,tecnología de la construcción,diseño estructural asistido por computadora sap 2000,virtual,20,104.39999999999999
4384,curso,construcción e infraestructura,tecnología de la construcción,diseño estructural asistido por computadora sap 2000,virtual,20,463.6
4385,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,"mantenimiento preventivo - correctivo y predictivo de maquinarias, equipos y herramientas",virtual,10,104.5
4386,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,"mantenimiento preventivo - correctivo y predictivo de maquinarias, equipos y herramientas",virtual,10,463.5
4387,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,reciclaje industrial,virtual,8,104.48
4388,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,reciclaje industrial,virtual,8,55.04
4389,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,sistematización industrial,virtual,20,104.39999999999999
4390,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,sistematización industrial,virtual,20,463.6
4391,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios pediatricos,virtual,8,104.48
4392,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios pediatricos,virtual,8,60.0
4393,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios geriatricos,virtual,8,104.48
4394,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios geriatricos,virtual,8,60.0
4395,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas prácticas de manufactura bpm,presencial,8,528.72
4396,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas prácticas de manufactura bpm,presencial,8,760.96
4397,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas prácticas alimentarias bpa,presencial,8,528.72
4398,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas prácticas alimentarias bpa,presencial,8,760.96
4399,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas prácticas alimentarias bpa,virtual,8,104.48
4400,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas prácticas alimentarias bpa,virtual,8,55.04
4401,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,inocuidad alimentaria haccp,presencial,8,528.72
4402,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,inocuidad alimentaria haccp,presencial,8,760.96
4403,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,inocuidad alimentaria haccp,virtual,8,104.48
4404,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,inocuidad alimentaria haccp,virtual,8,55.04
4405,curso,tecnologías de la información y comunicación,programas de escritorio,office básico,presencial,20,137.51746031746023
4406,curso,tecnologías de la información y comunicación,programas de escritorio,office básico,presencial,20,210.0
4407,curso,administración y legislación,gestión del talento humano,responsabilidad social - empresarial rse,virtual,20,137.51746031746023
4408,curso,administración y legislación,gestión del talento humano,responsabilidad social - empresarial rse,virtual,20,271.4
4409,curso,procesos industriales,prácticas de manufactura,tecnologías de manufactura,virtual,20,104.39999999999999
4410,curso,procesos industriales,prácticas de manufactura,tecnologías de manufactura,virtual,20,463.6
4411,curso,tecnologías de la información y comunicación,software especializado,autocad 2d y 3d,virtual,20,137.51746031746023
4412,curso,tecnologías de la información y comunicación,software especializado,autocad 2d y 3d,virtual,20,351.0
4413,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,transporte de materiales peligrosos y especiales,virtual,10,104.5
4414,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,transporte de materiales peligrosos y especiales,virtual,10,463.5
4415,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,auditoria ambiental,presencial,20,528.8000000000001
4416,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,auditoria ambiental,presencial,20,210.0
4417,curso,procesos industriales,petróleo,fundamentos rig pass + h2s,presencial,10,165.2
4418,curso,procesos industriales,petróleo,fundamentos rig pass + h2s,presencial,10,7.6
4419,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios basicos,presencial,20,528.8000000000001
4420,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios basicos,presencial,20,210.0
4421,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios avanzados,presencial,20,528.8000000000001
4422,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios avanzados,presencial,20,761.0
4423,curso,administración y legislación,gestión de la calidad,sistema de gestión ambiental,presencial,20,137.51746031746023
4424,curso,administración y legislación,gestión de la calidad,sistema de gestión ambiental,presencial,20,1187.3999999999999
4425,curso,administración y legislación,administración general,reingenieria de procesos,presencial,20,137.51746031746023
4426,curso,administración y legislación,administración general,reingenieria de procesos,presencial,20,1187.3999999999999
4427,curso,administración y legislación,administración general,gestión por procesos,presencial,20,137.51746031746023
4428,curso,administración y legislación,administración general,gestión por procesos,presencial,20,1187.3999999999999
4429,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,neumatica basica,presencial,10,165.2
4430,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,neumatica basica,presencial,10,0.8999999999999999
4431,curso,mecánica industrial y minería,hidráulica,hidraulica basica,presencial,10,165.2
4432,curso,mecánica industrial y minería,hidráulica,hidraulica basica,presencial,10,0.8999999999999999
4433,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,reciclaje industrial,presencial,8,528.72
4434,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,reciclaje industrial,presencial,8,760.96
4435,curso,tecnologías de la información y comunicación,programas de escritorio,office basico,virtual,20,137.51746031746023
4436,curso,tecnologías de la información y comunicación,programas de escritorio,office basico,virtual,20,351.0
4437,curso,tecnologías de la información y comunicación,programas de escritorio,office avanzado,presencial,20,137.51746031746023
4438,curso,tecnologías de la información y comunicación,programas de escritorio,office avanzado,presencial,20,210.0
4439,curso,administración y legislación,administración contable y de costos,asistencia contable,presencial,8,55.006984126984094
4440,curso,administración y legislación,administración contable y de costos,asistencia contable,presencial,8,1187.44
4441,curso,finanzas comercio y ventas,marketing y ventas,marketing digital,presencial,8,528.72
4442,curso,finanzas comercio y ventas,marketing y ventas,marketing digital,presencial,8,760.96
4443,curso,comunicación y artes gráficas,gráfica,diseño gráfico,presencial,8,528.72
4444,curso,comunicación y artes gráficas,gráfica,diseño gráfico,presencial,8,760.96
4445,curso,tecnologías de la información y comunicación,lenguaje de programación,desarrollo web y aplicaciones android,presencial,8,55.006984126984094
4446,curso,tecnologías de la información y comunicación,lenguaje de programación,desarrollo web y aplicaciones android,presencial,8,57.68
4447,curso,administración y legislación,administración contable y de costos,asistencia contable,virtual,8,55.006984126984094
4448,curso,administración y legislación,administración contable y de costos,asistencia contable,virtual,8,271.36
4449,curso,finanzas comercio y ventas,marketing y ventas,marketing digital,virtual,8,104.48
4450,curso,finanzas comercio y ventas,marketing y ventas,marketing digital,virtual,8,55.04
4451,curso,comunicación y artes gráficas,gráfica,diseño gráfico,virtual,8,104.48
4452,curso,comunicación y artes gráficas,gráfica,diseño gráfico,virtual,8,55.04
4453,curso,tecnologías de la información y comunicación,lenguaje de programación,desarrollo web y aplicaciones android,virtual,8,24.96
4454,curso,tecnologías de la información y comunicación,lenguaje de programación,desarrollo web y aplicaciones android,virtual,8,55.04
4455,curso,administración y legislación,administración general,emprendimiento estratégico,virtual,8,55.006984126984094
4456,curso,administración y legislación,administración general,emprendimiento estratégico,virtual,8,271.36
4457,curso,tecnologías de la información y comunicación,programas de escritorio,excel basico,presencial,8,55.006984126984094
4458,curso,tecnologías de la información y comunicación,programas de escritorio,excel basico,presencial,8,90.16
4459,curso,administración y legislación,gestión de la calidad,administración de la calidad,virtual,20,137.51746031746023
4460,curso,administración y legislación,gestión de la calidad,administración de la calidad,virtual,20,271.4
4461,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,gestión ambiental,virtual,8,104.48
4462,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,gestión ambiental,virtual,8,463.52
4463,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas prácticas de manufactura bpm,virtual,8,104.48
4464,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas prácticas de manufactura bpm,virtual,8,55.04
4465,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,"mantenimiento preventivo - correctivo y predictivo de maquinarias, equipos y herramientas",presencial,10,330.5
4466,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,"mantenimiento preventivo - correctivo y predictivo de maquinarias, equipos y herramientas",presencial,10,475.6
4467,curso,tecnologías de la información y comunicación,programas de escritorio,office avanzado,virtual,20,137.51746031746023
4468,curso,tecnologías de la información y comunicación,programas de escritorio,office avanzado,virtual,20,351.0
4469,curso,administración y legislación,administración general,emprendimiento estratégico,presencial,8,55.006984126984094
4470,curso,administración y legislación,administración general,emprendimiento estratégico,presencial,8,1187.44
4471,curso,tecnologías de la información y comunicación,programas de escritorio,excel basico,virtual,8,29.68
4472,curso,tecnologías de la información y comunicación,programas de escritorio,excel basico,virtual,8,55.04
4473,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de enfermedades ocupacionales,virtual,8,104.48
4474,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de enfermedades ocupacionales,virtual,8,60.0
4475,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,bloqueo y etiquetado,virtual,8,104.48
4476,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,bloqueo y etiquetado,virtual,8,55.04
4477,curso,tecnologías de la información y comunicación,programas de escritorio,excel avanzado,presencial,15,103.13809523809518
4478,curso,tecnologías de la información y comunicación,programas de escritorio,excel avanzado,presencial,15,169.04999999999998
4479,curso,tecnologías de la información y comunicación,programas de escritorio,excel avanzado,virtual,15,83.39999999999999
4480,curso,tecnologías de la información y comunicación,programas de escritorio,excel avanzado,virtual,15,83.39999999999999
4481,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de enfermedades ocupacionales,presencial,8,528.72
4482,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de enfermedades ocupacionales,presencial,8,760.96
4483,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajos y mantenimiento de vías,presencial,8,528.72
4484,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajos y mantenimiento de vías,presencial,8,760.96
4485,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajos y mantenimiento de vías,virtual,8,104.48
4486,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajos y mantenimiento de vías,virtual,8,55.04
4487,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,bloqueo y etiquetado,presencial,8,528.72
4488,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,bloqueo y etiquetado,presencial,8,760.96
4489,curso,administración y legislación,administración contable y de costos,tributación,virtual,180,505.8
4490,curso,administración y legislación,administración general,compras públicas,virtual,180,505.8
4491,curso,administración y legislación,administración general,gestión de la administración pública,virtual,180,505.8
4492,curso,administración y legislación,gestión del talento humano,talento humano,virtual,180,525.6
4493,curso,administración y legislación,administración contable y de costos,gestión financiera,virtual,180,525.6
4494,curso,administración y legislación,legislación,derecho laboral,virtual,180,667.8
4495,curso,administración y legislación,administración general,emprendimiento y manejo financiero,presencial,16,1187.52
4496,curso,administración y legislación,administración contable y de costos,contabilidad básica,presencial,8,1187.44
4497,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,alérgenos,presencial,8,760.96
4498,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas prácticas de manufactura - bpm,presencial,10,237.8
4499,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,análisis depeligros y puntos críticos de control - haccp,presencial,8,760.96
4500,curso,finanzas comercio y ventas,marketing y ventas,marketing y comercialización,presencial,8,760.96
4501,curso,artes y artesanía,cosmetología,técnicas básicas de maquillaje,presencial,8,760.96
4502,curso,artes y artesanía,cosmetología,técnicas básicas de manicure,presencial,8,760.96
4503,curso,servicios socioculturales y a la comunidad,gestión cultural,convivencia familiar y comunitaria,presencial,8,760.96
4504,curso,servicios socioculturales y a la comunidad,salud y medicina,conceptos básicos de nutrición familiar,presencial,8,760.96
4505,curso,servicios socioculturales y a la comunidad,salud y medicina,conceptos básicos de primeros auxilios,presencial,16,760.96
4506,curso,industria agropecuaria,conglomerados agroindustriales,derivados de frutas,presencial,8,760.96
4507,curso,industria agropecuaria,conglomerados agroindustriales,derivados de lácteos,presencial,8,760.96
4508,curso,industria agropecuaria,conglomerados agroindustriales,derivados de soya,presencial,8,760.96
4509,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,manipulación de alimentos,presencial,10,123.69999999999999
4510,curso,servicios socioculturales y a la comunidad,gestión cultural,género y diversidades sexuales,presencial,8,760.96
4511,curso,transporte y logística,transporte de carga y de pasajeros,"curso ""estado rector de puerto""",presencial,48,593.76
4512,curso,transporte y logística,transporte de carga y de pasajeros,estibador portuario,presencial,16,289.92
4513,curso,transporte y logística,transporte de carga y de pasajeros,grueros-wincheros,presencial,30,290.1
4514,curso,transporte y logística,transporte de carga y de pasajeros,"""curso de inspectores de buques tanqueros petroleros (marpol i y marpol ii)""",presencial,80,1449.6000000000001
4515,curso,transporte y logística,transporte de carga y de pasajeros,modelo omi 3.19 oficial de protección del buque - opb,presencial,23,312.57
4516,curso,transporte y logística,transporte de carga y de pasajeros,"curso ""modelo omi 3.20 oficial de la compañía para protección marítima - ocpm""",presencial,25,468.75
4517,curso,transporte y logística,transporte de carga y de pasajeros,"curso ""modelo omi 3.25 formación en la sensibilidad sobre protección para todo el personal de la instalación portuaria""",presencial,8,150.0
4518,curso,transporte y logística,transporte de carga y de pasajeros,oficial de protección de instalaciones portuarias (omi 3.21),presencial,38,462.08
4519,curso,transporte y logística,transporte de carga y de pasajeros,"oficial de protección de instalaciones portuarias, opip avanzado (omi 3.21)",presencial,40,550.0
4520,curso,transporte y logística,transporte de carga y de pasajeros,operadores de equipo portuario a bordo y en tierra,presencial,26,357.5
4521,curso,transporte y logística,transporte de carga y de pasajeros,portalonero,presencial,36,520.9200000000001
4522,curso,transporte y logística,transporte de carga y de pasajeros,"principios fundamentales de seguridad en la navegación y supervivencia en el mar (omi 1.13, 1.19, 1.20, 1.21)",presencial,64,869.76
4523,curso,transporte y logística,transporte de carga y de pasajeros,tarjador,presencial,28,250.04
4524,curso,transporte y logística,transporte de carga y de pasajeros,nsp-normas de seguridad portuaria,online,10,11.7
4525,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,msabp manejo seguro del amoníaco para buques pesqueros,online,10,15.600000000000001
4526,curso,transporte y logística,transporte de carga y de pasajeros,"determinación de la carga o descarga del buque por lecturas de los calados ""draft survey""",online,30,61.800000000000004
4527,curso,transporte y logística,transporte de carga y de pasajeros,oficial de protección de instalaciones portuarias opip avanzado (omi 3.21),online,40,40.0
4528,curso,administración y legislación,gestión de la calidad,"curso ""auditor de sistemas de gestión de seguridad integral portuaria""",online,24,165.02095238095228
4529,curso,administración y legislación,gestión de la calidad,"""curso de auditor del sistemas de gestión de seguridad ism""",online,48,330.04190476190456
4530,curso,administración y legislación,gestión de la calidad,"curso ""auditor interno del código pbip""",online,24,165.02095238095228
4531,curso,transporte y logística,transporte de carga y de pasajeros,elevadorista,online,30,35.099999999999994
4532,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,curso de entrenamiento para instructores (omi 6.09),online,40,173.2
4533,curso,transporte y logística,transporte de carga y de pasajeros,"curso ""estado rector de puerto""",online,48,420.0
4534,curso,transporte y logística,transporte de carga y de pasajeros,estibador portuario,online,16,140.0
4535,curso,transporte y logística,transporte de carga y de pasajeros,grueros-wincheros,online,30,6.9
4536,curso,transporte y logística,transporte de carga y de pasajeros,"""curso de inspectores de buques tanqueros petroleros (marpol i y marpol ii)""",online,80,320.0
4537,curso,transporte y logística,transporte de carga y de pasajeros,modelo omi 3.19 oficial de protección del buque - opb,online,23,23.0
4538,curso,transporte y logística,transporte de carga y de pasajeros,"curso ""modelo omi 3.20 oficial de la compañía para protección marítima ocpm""",online,25,87.5
4539,curso,transporte y logística,transporte de carga y de pasajeros,"curso ""modelo omi 3.24 formación en sensibilidad sobre protección de la instalación portuaria""",online,18,63.0
4540,curso,transporte y logística,transporte de carga y de pasajeros,"curso ""modelo omi 3.25 formación en la sensibilidad sobre protección para todo el personal de la instalación portuaria""",online,8,140.0
4541,curso,transporte y logística,transporte de carga y de pasajeros,portalonero,online,36,8.280000000000001
4542,curso,transporte y logística,transporte de carga y de pasajeros,"principios fundamentales de seguridad en la navegación y supervivencia en el mar (omi 1.13, 1.19, 1.20, 1.21)",online,64,74.88
4543,curso,transporte y logística,transporte de carga y de pasajeros,tarjador,online,28,27.16
4544,curso,transporte y logística,transporte de carga y de pasajeros,"capacitación en el código pbip, para el personal de apoyo en las instalaciones portuarias",online,8,140.0
4545,curso,transporte y logística,transporte de carga y de pasajeros,oficial de protección de instalaciones portuarias (omi 3.21),online,38,152.0
4546,curso,transporte y logística,transporte de carga y de pasajeros,operadores de equipo portuario a bordo y en tierra,online,26,227.5
4547,curso,construcción e infraestructura,tecnología de la construcción,diseño y cálculo de estructuras sismoresistentes,virtual,40,104.39999999999999
4548,curso,administración y legislación,administración general,"administración de contratos, fiscalización y control de obras",presencial,40,275.03492063492047
4549,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,operación de manlift,presencial,8,528.72
4550,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,operación de montacargas,presencial,8,528.72
4551,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajos en alturas,presencial,16,528.8
4552,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,aparejamiento de maniobras de izaje,presencial,16,528.8
4553,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manipulación de cargas,presencial,16,528.8
4554,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,operación de grúas,presencial,16,528.8
4555,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,operación de grúa boom articulado,presencial,16,528.8
4556,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,supervisión de operaciones de izaje,presencial,16,528.8
4557,curso,finanzas comercio y ventas,marketing y ventas,community management,semipresencial,40,44.800000000000004
4558,curso,finanzas comercio y ventas,marketing y ventas,claves marketing digital,semipresencial,20,137.51746031746023
4559,curso,electricidad y electrónica,electricidad domiciliaria,electricidad,semipresencial,40,275.03492063492047
4560,curso,tecnologías de la información y comunicación,redes,redes sociales,semipresencial,8,55.04
4561,curso,alimentación gastronomía y turismo,servicio de recepción limpieza pisos y afines,limpieza y arreglo de habitación (ama de llaves),semipresencial,8,55.006984126984094
4562,curso,procesos industriales,refrigeración,refrigeración,semipresencial,8,55.04
4563,curso,tecnologías de la información y comunicación,redes,redes sociales,semipresencial,40,320.0
4564,curso,administración y legislación,administración general,administración de empresas hoteleras,semipresencial,180,9.0
4565,curso,educación y capacitación,idiomas,nivel avanzado c1,presencial,120,429.6
4566,curso,educación y capacitación,capacitación,preparatorio para el exámen toefl,presencial,120,429.6
4567,curso,educación y capacitación,capacitación,inglés para niños,presencial,360,615.6
4568,curso,educación y capacitación,idiomas,nivel básico a1,presencial,120,429.6
4569,curso,educación y capacitación,idiomas,nivel básico a2,presencial,120,429.6
4570,curso,educación y capacitación,idiomas,nivel intermedio b1,presencial,240,7.199999999999999
4571,curso,educación y capacitación,idiomas,nivel intermedio b2,presencial,120,429.6
4572,curso,educación y capacitación,idiomas,nivel intermedio b1,online,240,28.799999999999997
4573,curso,educación y capacitación,idiomas,nivel avanzado c1,online,120,519.6
4574,curso,educación y capacitación,idiomas,nivel básico a2,online,120,204.0
4575,curso,educación y capacitación,idiomas,nivel básico a1,online,120,204.0
4576,curso,educación y capacitación,idiomas,nivel básico a2 - inglés,presencial,80,286.4
4577,curso,educación y capacitación,idiomas,nivel básico a1 - inglés,presencial,120,429.6
4578,curso,educación y capacitación,idiomas,nivel básico a2 - inglés,presencial,120,429.6
4579,curso,educación y capacitación,idiomas,nivel intermedio b1- inglés,presencial,120,429.6
4580,curso,educación y capacitación,idiomas,nivel intermedio b2 - inglés,presencial,120,429.6
4581,curso,educación y capacitación,idiomas,nivel básico a1 - inglés,presencial,80,286.4
4582,curso,tecnologías de la información y comunicación,programas de escritorio,excel básico,presencial,40,275.03492063492047
4583,curso,tecnologías de la información y comunicación,programas de escritorio,excel intermedio,presencial,40,275.03492063492047
4584,curso,tecnologías de la información y comunicación,programas de escritorio,excel avanzado,presencial,40,275.03492063492047
4585,curso,tecnologías de la información y comunicación,programas de escritorio,ofimatica basica,presencial,40,275.03492063492047
4586,curso,educación y capacitación,metodología y técnica de aprendizaje,desarrollo de habilidades para asistencia de estimulación temprana y psicomotricidad,presencial,140,501.2
4587,curso,educación y capacitación,metodología y técnica de aprendizaje,asistencia en terapia de lenguaje,presencial,80,2.4
4588,curso,mecánica industrial y minería,soldadura,procesos de calidad en soldadura: ensayos no destructivos,presencial,40,760.8
4589,curso,transporte y logística,transporte de carga y de pasajeros,logística y transporte,presencial,40,760.8
4590,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de docentes,presencial,40,150.0
4591,curso,finanzas comercio y ventas,crédito y cobranzas,formación de cajeros bancarios y comerciales,presencial,40,760.8
4592,curso,educación y capacitación,metodología y técnica de aprendizaje,formación de educadoras para el manejo de párvulos,presencial,140,239.4
4593,curso,finanzas comercio y ventas,crédito y cobranzas,formaciòn de cajeros bancarios y comerciales,online,40,180.0
4594,curso,mecánica industrial y minería,soldadura,procesos de calidad de soldadura,online,40,44.800000000000004
4595,curso,transporte y logística,transporte de carga y de pasajeros,logística y transporte,online,40,70.0
4596,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de docentes,online,40,70.0
4597,curso,educación y capacitación,metodología y técnica de aprendizaje,formación de educadoras para el manejo de párvulos,online,140,393.40000000000003
